tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label
328,2216,Zach Randolph,2001,4,2004-05,46,741,332,0.44804318488529016,draft
329,2217,Brendan Haywood,2001,1,2001-02,54,221,109,0.49321266968325794,draft
330,2217,Brendan Haywood,2001,2,2002-03,78,339,173,0.5103244837758112,draft
331,2217,Brendan Haywood,2001,3,2003-04,76,388,200,0.5154639175257731,draft
332,2217,Brendan Haywood,2001,4,2004-05,68,427,239,0.5597189695550351,draft
333,2218,Joseph Forte,2001,2,2002-03,12,35,10,0.2857142857142857,draft
334,2219,Jeryl Sasser,2001,2,2002-03,66,206,64,0.3106796116504854,draft
335,2220,Brandon Armstrong,2001,1,2001-02,28,85,27,0.3176470588235294,draft
336,2220,Brandon Armstrong,2001,2,2002-03,13,27,9,0.3333333333333333,draft
337,2220,Brandon Armstrong,2001,3,2003-04,48,175,65,0.37142857142857144,draft
338,2221,Raul Lopez,2001,3,2003-04,79,516,223,0.4321705426356589,draft
339,2221,Raul Lopez,2001,4,2004-05,29,135,57,0.4222222222222222,draft
340,2222,Gerald Wallace,2001,1,2001-02,43,175,75,0.42857142857142855,draft
341,2222,Gerald Wallace,2001,2,2002-03,41,183,90,0.4918032786885246,draft
342,2222,Gerald Wallace,2001,3,2003-04,31,89,32,0.3595505617977528,draft
343,2222,Gerald Wallace,2001,4,2004-05,70,637,286,0.4489795918367347,draft
344,2223,Samuel Dalembert,2001,1,2001-02,20,50,22,0.44,draft
345,2223,Samuel Dalembert,2001,3,2003-04,78,499,270,0.5410821643286573,draft
346,2223,Samuel Dalembert,2001,4,2004-05,71,477,250,0.5241090146750524,draft
347,2224,Jamaal Tinsley,2001,1,2001-02,80,759,289,0.380764163372859,draft
348,2224,Jamaal Tinsley,2001,2,2002-03,72,556,220,0.39568345323741005,draft
349,2224,Jamaal Tinsley,2001,3,2003-04,50,370,153,0.4135135135135135,draft
350,2224,Jamaal Tinsley,2001,4,2004-05,39,522,218,0.41762452107279696,draft
351,2225,Tony Parker,2001,1,2001-02,77,638,268,0.4200626959247649,draft
352,2225,Tony Parker,2001,2,2002-03,82,1042,484,0.46449136276391556,draft
353,2225,Tony Parker,2001,3,2003-04,75,945,423,0.44761904761904764,draft
354,2225,Tony Parker,2001,4,2004-05,80,1117,539,0.4825425246195166,draft
355,2226,Will Solomon,2001,1,2001-02,56,330,113,0.3424242424242424,draft
356,2228,Alton Ford,2001,1,2001-02,38,118,61,0.5169491525423728,draft
357,2238,Antonis Fotsis,2001,1,2001-02,24,104,42,0.40384615384615385,draft
358,2239,Trenton Hassell,2001,1,2001-02,78,626,267,0.426517571884984,draft
359,2239,Trenton Hassell,2001,2,2002-03,81,392,144,0.3673469387755102,draft
360,2239,Trenton Hassell,2001,3,2003-04,80,381,177,0.4645669291338583,draft
361,2239,Trenton Hassell,2001,4,2004-05,82,475,225,0.47368421052631576,draft
362,2240,Gilbert Arenas,2001,1,2001-02,44,383,174,0.45430809399477806,draft
363,2240,Gilbert Arenas,2001,2,2002-03,82,1180,509,0.43135593220338986,draft
364,2240,Gilbert Arenas,2001,3,2003-04,55,914,358,0.3916849015317287,draft
365,2240,Gilbert Arenas,2001,4,2004-05,80,1520,655,0.4309210526315789,draft
366,2241,Omar Cook,2001,3,2003-04,14,27,7,0.25925925925925924,draft
367,2242,Terence Morris,2001,1,2001-02,62,289,111,0.38408304498269896,draft
368,2242,Terence Morris,2001,2,2002-03,44,176,82,0.4659090909090909,draft
369,2243,Brian Scalabrine,2001,1,2001-02,22,66,23,0.3484848484848485,draft
370,2243,Brian Scalabrine,2001,2,2002-03,46,169,68,0.40236686390532544,draft
371,2243,Brian Scalabrine,2001,3,2003-04,59,218,86,0.3944954128440367,draft
372,2243,Brian Scalabrine,2001,4,2004-05,54,332,132,0.39759036144578314,draft
373,2244,Jeff Trepagnier,2001,2,2002-03,8,40,17,0.425,draft
374,2244,Jeff Trepagnier,2001,3,2003-04,8,38,10,0.2631578947368421,draft
375,2245,Damone Brown,2001,2,2002-03,5,35,11,0.3142857142857143,draft
376,2245,Damone Brown,2001,4,2004-05,12,62,23,0.3709677419354839,draft
377,2246,Mehmet Okur,2001,2,2002-03,69,423,180,0.425531914893617,draft
378,2246,Mehmet Okur,2001,3,2003-04,71,542,251,0.46309963099630996,draft
379,2246,Mehmet Okur,2001,4,2004-05,82,755,354,0.4688741721854305,draft
380,2248,Earl Watson,2001,1,2001-02,55,211,96,0.4549763033175355,draft
381,2248,Earl Watson,2001,2,2002-03,76,388,170,0.4381443298969072,draft
382,2248,Earl Watson,2001,3,2003-04,81,459,171,0.37254901960784315,draft
383,2248,Earl Watson,2001,4,2004-05,80,554,236,0.4259927797833935,draft
384,2249,Jamison Brewer,2001,3,2003-04,9,34,13,0.38235294117647056,draft
385,2249,Jamison Brewer,2001,4,2004-05,15,37,11,0.2972972972972973,draft
386,2250,Bobby Simmons,2001,1,2001-02,21,95,43,0.45263157894736844,draft
387,2250,Bobby Simmons,2001,2,2002-03,26,112,44,0.39285714285714285,draft
388,2250,Bobby Simmons,2001,3,2003-04,56,373,147,0.3941018766756032,draft
389,2250,Bobby Simmons,2001,4,2004-05,75,1017,474,0.46607669616519176,draft
390,2253,Sean Lampley,2001,2,2002-03,30,129,56,0.43410852713178294,draft
391,2254,Loren Woods,2001,1,2001-02,42,96,33,0.34375,draft
392,2254,Loren Woods,2001,2,2002-03,24,76,29,0.3815789473684211,draft
393,2254,Loren Woods,2001,3,2003-04,32,96,44,0.4583333333333333,draft
394,2254,Loren Woods,2001,4,2004-05,37,164,71,0.4329268292682927,draft
395,2256,Ken Johnson,2001,2,2002-03,11,37,15,0.40540540540540543,draft
396,2257,Ruben Boumtje-Boumtje,2001,1,2001-02,19,32,13,0.40625,draft
397,2260,Jarron Collins,2001,1,2001-02,68,343,158,0.4606413994169096,draft
398,2260,Jarron Collins,2001,2,2002-03,22,86,38,0.4418604651162791,draft
399,2260,Jarron Collins,2001,3,2003-04,74,294,147,0.5,draft
400,2260,Jarron Collins,2001,4,2004-05,46,156,65,0.4166666666666667,draft
401,2261,Kenny Satterfield,2001,1,2001-02,35,199,73,0.36683417085427134,draft
402,2261,Kenny Satterfield,2001,2,2002-03,30,183,55,0.3005464480874317,draft
403,2397,Yao Ming,2002,1,2002-03,82,804,401,0.4987562189054726,draft
404,2397,Yao Ming,2002,2,2003-04,82,1025,535,0.5219512195121951,draft
405,2397,Yao Ming,2002,3,2004-05,80,975,538,0.5517948717948717,draft
406,2397,Yao Ming,2002,4,2005-06,57,900,467,0.5188888888888888,draft
407,2398,Jay Williams,2002,1,2002-03,75,685,273,0.39854014598540144,draft
408,2399,Mike Dunleavy,2002,1,2002-03,79,416,168,0.40384615384615385,draft
409,2399,Mike Dunleavy,2002,2,2003-04,74,720,323,0.4486111111111111,draft
410,2399,Mike Dunleavy,2002,3,2004-05,79,905,408,0.450828729281768,draft
411,2399,Mike Dunleavy,2002,4,2005-06,81,815,331,0.40613496932515336,draft
412,2400,Drew Gooden,2002,1,2002-03,70,777,355,0.4568854568854569,draft
413,2400,Drew Gooden,2002,2,2003-04,79,827,369,0.44619105199516323,draft
414,2400,Drew Gooden,2002,3,2004-05,82,943,464,0.49204665959703076,draft
415,2400,Drew Gooden,2002,4,2005-06,79,652,334,0.5122699386503068,draft
416,2401,Nikoloz Tskitishvili,2002,1,2002-03,76,393,115,0.2926208651399491,draft
417,2401,Nikoloz Tskitishvili,2002,2,2003-04,35,122,40,0.32786885245901637,draft
418,2401,Nikoloz Tskitishvili,2002,3,2004-05,28,74,22,0.2972972972972973,draft
419,2401,Nikoloz Tskitishvili,2002,4,2005-06,14,37,13,0.35135135135135137,draft
420,2402,Dajuan Wagner,2002,1,2002-03,47,604,223,0.36920529801324503,draft
421,2402,Dajuan Wagner,2002,2,2003-04,41,306,112,0.3660130718954248,draft
422,2402,Dajuan Wagner,2002,3,2004-05,11,55,18,0.32727272727272727,draft
423,2403,Nene,2002,1,2002-03,80,618,321,0.5194174757281553,draft
424,2403,Nene,2002,2,2003-04,77,629,334,0.5310015898251192,draft
425,2403,Nene,2002,3,2004-05,55,386,194,0.5025906735751295,draft
426,2404,Chris Wilcox,2002,1,2002-03,44,140,73,0.5214285714285715,draft
427,2404,Chris Wilcox,2002,2,2003-04,63,436,227,0.5206422018348624,draft
428,2404,Chris Wilcox,2002,3,2004-05,53,329,169,0.513677811550152,draft
429,2404,Chris Wilcox,2002,4,2005-06,76,449,257,0.5723830734966593,draft
430,2405,Amar'e Stoudemire,2002,1,2002-03,81,826,392,0.4745762711864407,draft
431,2405,Amar'e Stoudemire,2002,2,2003-04,55,865,411,0.4751445086705202,draft
432,2405,Amar'e Stoudemire,2002,3,2004-05,80,1333,747,0.5603900975243811,draft
433,2405,Amar'e Stoudemire,2002,4,2005-06,3,27,9,0.3333333333333333,draft
434,2406,Caron Butler,2002,1,2002-03,78,1027,429,0.4177215189873418,draft
435,2406,Caron Butler,2002,2,2003-04,68,622,240,0.3858520900321543,draft
436,2406,Caron Butler,2002,3,2004-05,77,987,441,0.44680851063829785,draft
437,2406,Caron Butler,2002,4,2005-06,75,1083,494,0.45614035087719296,draft
438,2407,Jared Jeffries,2002,1,2002-03,16,63,30,0.47619047619047616,draft
439,2407,Jared Jeffries,2002,2,2003-04,82,470,178,0.37872340425531914,draft
440,2407,Jared Jeffries,2002,3,2004-05,76,434,203,0.46774193548387094,draft
441,2407,Jared Jeffries,2002,4,2005-06,75,414,187,0.45169082125603865,draft
442,2408,Melvin Ely,2002,1,2002-03,50,186,92,0.4946236559139785,draft
443,2408,Melvin Ely,2002,2,2003-04,38,153,66,0.43137254901960786,draft
444,2408,Melvin Ely,2002,3,2004-05,76,526,227,0.43155893536121676,draft
445,2408,Melvin Ely,2002,4,2005-06,56,424,216,0.5094339622641509,draft
446,2409,Marcus Haislip,2002,1,2002-03,33,153,66,0.43137254901960786,draft
447,2409,Marcus Haislip,2002,2,2003-04,25,74,36,0.4864864864864865,draft
448,2409,Marcus Haislip,2002,3,2004-05,7,38,13,0.34210526315789475,draft
449,2410,Fred Jones,2002,2,2003-04,77,310,123,0.3967741935483871,draft
450,2410,Fred Jones,2002,3,2004-05,77,646,275,0.42569659442724456,draft
451,2410,Fred Jones,2002,4,2005-06,68,559,233,0.41681574239713776,draft
452,2411,Bostjan Nachbar,2002,1,2002-03,12,31,11,0.3548387096774194,draft
453,2411,Bostjan Nachbar,2002,2,2003-04,36,132,47,0.3560606060606061,draft
454,2411,Bostjan Nachbar,2002,3,2004-05,68,411,161,0.39172749391727496,draft
455,2411,Bostjan Nachbar,2002,4,2005-06,26,156,54,0.34615384615384615,draft
456,2412,Jiri Welsch,2002,1,2002-03,25,75,19,0.25333333333333335,draft
457,2412,Jiri Welsch,2002,2,2003-04,81,612,262,0.42810457516339867,draft
458,2412,Jiri Welsch,2002,3,2004-05,69,371,149,0.40161725067385445,draft
459,2412,Jiri Welsch,2002,4,2005-06,56,222,86,0.38738738738738737,draft
460,2413,Juan Dixon,2002,1,2002-03,40,271,104,0.3837638376383764,draft
461,2413,Juan Dixon,2002,2,2003-04,71,637,247,0.3877551020408163,draft
462,2413,Juan Dixon,2002,3,2004-05,63,447,186,0.4161073825503356,draft
463,2413,Juan Dixon,2002,4,2005-06,76,820,357,0.4353658536585366,draft
464,2414,Curtis Borchardt,2002,2,2003-04,16,56,22,0.39285714285714285,draft
465,2414,Curtis Borchardt,2002,3,2004-05,56,172,74,0.43023255813953487,draft
466,2415,Ryan Humphrey,2002,1,2002-03,38,120,35,0.2916666666666667,draft
467,2415,Ryan Humphrey,2002,3,2004-05,32,103,42,0.4077669902912621,draft
468,2416,Kareem Rush,2002,1,2002-03,69,244,96,0.39344262295081966,draft
469,2416,Kareem Rush,2002,2,2003-04,70,431,190,0.4408352668213457,draft
470,2416,Kareem Rush,2002,3,2004-05,44,406,157,0.3866995073891626,draft
471,2416,Kareem Rush,2002,4,2005-06,46,468,181,0.38675213675213677,draft
472,2417,Qyntel Woods,2002,1,2002-03,38,118,59,0.5,draft
473,2417,Qyntel Woods,2002,2,2003-04,53,236,88,0.3728813559322034,draft
474,2417,Qyntel Woods,2002,4,2005-06,47,254,129,0.5078740157480315,draft
475,2418,Casey Jacobsen,2002,1,2002-03,70,326,122,0.37423312883435583,draft
476,2418,Casey Jacobsen,2002,2,2003-04,74,360,150,0.4166666666666667,draft
477,2418,Casey Jacobsen,2002,3,2004-05,83,408,165,0.40441176470588236,draft
478,2419,Tayshaun Prince,2002,1,2002-03,33,118,53,0.4491525423728814,draft
479,2419,Tayshaun Prince,2002,2,2003-04,82,723,338,0.46749654218533887,draft
480,2419,Tayshaun Prince,2002,3,2004-05,82,963,469,0.48701973001038423,draft
481,2419,Tayshaun Prince,2002,4,2005-06,82,999,455,0.45545545545545546,draft
482,2420,Nenad Krstic,2002,3,2004-05,72,570,281,0.49298245614035086,draft
483,2420,Nenad Krstic,2002,4,2005-06,80,879,447,0.5085324232081911,draft
484,2421,Frank Williams,2002,1,2002-03,15,33,9,0.2727272727272727,draft
485,2421,Frank Williams,2002,2,2003-04,47,208,80,0.38461538461538464,draft
486,2422,John Salmons,2002,1,2002-03,40,116,48,0.41379310344827586,draft
487,2422,John Salmons,2002,2,2003-04,73,416,161,0.3870192307692308,draft
488,2422,John Salmons,2002,3,2004-05,53,210,85,0.40476190476190477,draft
489,2422,John Salmons,2002,4,2005-06,80,521,219,0.42034548944337813,draft
490,2423,Chris Jefferies,2002,1,2002-03,46,194,75,0.3865979381443299,draft
491,2423,Chris Jefferies,2002,2,2003-04,19,71,27,0.38028169014084506,draft
492,2424,Dan Dickau,2002,1,2002-03,45,170,70,0.4117647058823529,draft
493,2424,Dan Dickau,2002,2,2003-04,34,98,37,0.37755102040816324,draft
494,2424,Dan Dickau,2002,3,2004-05,70,756,306,0.40476190476190477,draft
495,2424,Dan Dickau,2002,4,2005-06,14,46,17,0.3695652173913043,draft
496,2425,Robert Archibald,2002,2,2003-04,20,33,9,0.2727272727272727,draft
497,2427,Roger Mason Jr.,2002,1,2002-03,14,31,11,0.3548387096774194,draft
498,2427,Roger Mason Jr.,2002,2,2003-04,21,98,32,0.32653061224489793,draft
499,2428,Vincent Yarbrough,2002,1,2002-03,56,427,168,0.39344262295081966,draft
500,2429,Dan Gadzuric,2002,1,2002-03,41,144,70,0.4861111111111111,draft
501,2429,Dan Gadzuric,2002,2,2003-04,71,348,183,0.5258620689655172,draft
502,2429,Dan Gadzuric,2002,3,2004-05,79,451,243,0.5388026607538803,draft
503,2429,Dan Gadzuric,2002,4,2005-06,70,309,171,0.5533980582524272,draft
504,2430,Carlos Boozer,2002,1,2002-03,77,618,331,0.5355987055016181,draft
505,2430,Carlos Boozer,2002,2,2003-04,75,900,471,0.5233333333333333,draft
506,2430,Carlos Boozer,2002,3,2004-05,51,693,361,0.5209235209235209,draft
507,2430,Carlos Boozer,2002,4,2005-06,33,399,219,0.5488721804511278,draft
508,2435,Mario Kasun,2002,3,2004-05,33,98,47,0.47959183673469385,draft
509,2435,Mario Kasun,2002,4,2005-06,25,69,31,0.4492753623188406,draft
510,2436,Flip Murray,2002,1,2002-03,13,31,11,0.3548387096774194,draft
511,2436,Flip Murray,2002,2,2003-04,82,907,389,0.4288864388092613,draft
512,2436,Flip Murray,2002,3,2004-05,47,356,131,0.36797752808988765,draft
513,2436,Flip Murray,2002,4,2005-06,76,762,321,0.421259842519685,draft
514,2437,Lonny Baxter,2002,1,2002-03,50,206,96,0.46601941747572817,draft
515,2437,Lonny Baxter,2002,2,2003-04,56,209,103,0.49282296650717705,draft
516,2437,Lonny Baxter,2002,4,2005-06,30,104,45,0.4326923076923077,draft
517,2440,Matt Barnes,2002,2,2003-04,32,138,63,0.45652173913043476,draft
518,2440,Matt Barnes,2002,3,2004-05,37,151,62,0.4105960264900662,draft
519,2440,Matt Barnes,2002,4,2005-06,41,140,70,0.5,draft
520,2441,Jamal Sampson,2002,3,2004-05,22,62,28,0.45161290322580644,draft
521,2443,Darius Songaila,2002,2,2003-04,64,273,133,0.48717948717948717,draft
522,2443,Darius Songaila,2002,3,2004-05,79,488,257,0.5266393442622951,draft
523,2443,Darius Songaila,2002,4,2005-06,62,491,236,0.48065173116089616,draft
524,2446,Rasual Butler,2002,1,2002-03,69,572,207,0.3618881118881119,draft
525,2446,Rasual Butler,2002,2,2003-04,43,250,119,0.476,draft
526,2446,Rasual Butler,2002,3,2004-05,63,409,163,0.39853300733496333,draft
527,2446,Rasual Butler,2002,4,2005-06,79,633,257,0.4060031595576619,draft
528,2447,Tamar Slay,2002,1,2002-03,32,102,39,0.38235294117647056,draft
529,2447,Tamar Slay,2002,2,2003-04,15,60,21,0.35,draft
530,2447,Tamar Slay,2002,3,2004-05,8,39,13,0.3333333333333333,draft
531,2451,Corsley Edwards,2002,3,2004-05,9,31,10,0.3225806451612903,draft
532,2544,LeBron James,2003,1,2003-04,79,1491,622,0.41716968477531857,draft
533,2544,LeBron James,2003,2,2004-05,80,1684,795,0.47209026128266035,draft
534,2544,LeBron James,2003,3,2005-06,79,1818,875,0.4812981298129813,draft
535,2544,LeBron James,2003,4,2006-07,78,1617,771,0.47680890538033394,draft
536,2545,Darko Milicic,2003,1,2003-04,26,65,17,0.26153846153846155,draft
537,2545,Darko Milicic,2003,2,2004-05,27,76,25,0.32894736842105265,draft
538,2545,Darko Milicic,2003,3,2005-06,46,234,119,0.5085470085470085,draft
539,2545,Darko Milicic,2003,4,2006-07,77,548,249,0.4543795620437956,draft
540,2546,Carmelo Anthony,2003,1,2003-04,82,1465,624,0.425938566552901,draft
541,2546,Carmelo Anthony,2003,2,2004-05,75,1225,530,0.4326530612244898,draft
542,2546,Carmelo Anthony,2003,3,2005-06,80,1569,756,0.4818355640535373,draft
543,2546,Carmelo Anthony,2003,4,2006-07,65,1452,691,0.4758953168044077,draft
544,2547,Chris Bosh,2003,1,2003-04,75,712,327,0.4592696629213483,draft
545,2547,Chris Bosh,2003,2,2004-05,81,1004,473,0.4711155378486056,draft
546,2547,Chris Bosh,2003,3,2005-06,70,1087,549,0.5050597976080957,draft
547,2547,Chris Bosh,2003,4,2006-07,69,1093,542,0.4958828911253431,draft
548,2548,Dwyane Wade,2003,1,2003-04,61,796,371,0.46608040201005024,draft
549,2548,Dwyane Wade,2003,2,2004-05,77,1316,629,0.47796352583586627,draft
550,2548,Dwyane Wade,2003,3,2005-06,75,1404,699,0.49786324786324787,draft
551,2548,Dwyane Wade,2003,4,2006-07,51,961,472,0.4911550468262227,draft
552,2549,Chris Kaman,2003,1,2003-04,79,434,200,0.4608294930875576,draft
553,2549,Chris Kaman,2003,2,2004-05,62,494,246,0.4979757085020243,draft
554,2549,Chris Kaman,2003,3,2005-06,78,704,369,0.5241477272727273,draft
555,2549,Chris Kaman,2003,4,2006-07,75,651,294,0.45161290322580644,draft
556,2550,Kirk Hinrich,2003,1,2003-04,76,822,318,0.38686131386861317,draft
557,2550,Kirk Hinrich,2003,2,2004-05,77,1121,445,0.39696699375557537,draft
558,2550,Kirk Hinrich,2003,3,2005-06,80,1076,451,0.4191449814126394,draft
559,2550,Kirk Hinrich,2003,4,2006-07,80,1059,475,0.4485363550519358,draft
560,2551,T.J. Ford,2003,1,2003-04,55,397,153,0.3853904282115869,draft
561,2551,T.J. Ford,2003,3,2005-06,71,788,328,0.41624365482233505,draft
562,2551,T.J. Ford,2003,4,2006-07,75,899,393,0.4371523915461624,draft
563,2552,Michael Sweetney,2003,1,2003-04,37,139,69,0.49640287769784175,draft
564,2552,Michael Sweetney,2003,2,2004-05,75,446,237,0.531390134529148,draft
565,2552,Michael Sweetney,2003,3,2005-06,64,444,200,0.45045045045045046,draft
566,2552,Michael Sweetney,2003,4,2006-07,44,134,58,0.43283582089552236,draft
567,2553,Jarvis Hayes,2003,1,2003-04,70,695,278,0.4,draft
568,2553,Jarvis Hayes,2003,2,2004-05,54,530,206,0.3886792452830189,draft
569,2553,Jarvis Hayes,2003,3,2005-06,21,183,77,0.4207650273224044,draft
570,2553,Jarvis Hayes,2003,4,2006-07,81,546,224,0.41025641025641024,draft
571,2554,Mickael Pietrus,2003,1,2003-04,40,231,96,0.4155844155844156,draft
572,2554,Mickael Pietrus,2003,2,2004-05,67,500,214,0.428,draft
573,2554,Mickael Pietrus,2003,3,2005-06,52,417,169,0.4052757793764988,draft
574,2554,Mickael Pietrus,2003,4,2006-07,71,586,286,0.4880546075085324,draft
575,2555,Nick Collison,2003,2,2004-05,79,353,189,0.5354107648725213,draft
576,2555,Nick Collison,2003,3,2005-06,65,393,207,0.5267175572519084,draft
577,2555,Nick Collison,2003,4,2006-07,82,636,318,0.5,draft
578,2556,Marcus Banks,2003,1,2003-04,78,442,177,0.4004524886877828,draft
579,2556,Marcus Banks,2003,2,2004-05,79,284,115,0.40492957746478875,draft
580,2556,Marcus Banks,2003,3,2005-06,58,467,219,0.4689507494646681,draft
581,2556,Marcus Banks,2003,4,2006-07,44,195,84,0.4307692307692308,draft
582,2557,Luke Ridnour,2003,1,2003-04,63,349,145,0.4154727793696275,draft
583,2557,Luke Ridnour,2003,2,2004-05,82,739,299,0.40460081190798375,draft
584,2557,Luke Ridnour,2003,3,2005-06,79,799,334,0.41802252816020025,draft
585,2557,Luke Ridnour,2003,4,2006-07,71,694,301,0.43371757925072046,draft
586,2558,Reece Gaines,2003,1,2003-04,29,86,25,0.29069767441860467,draft
587,2558,Reece Gaines,2003,2,2004-05,12,50,17,0.34,draft
588,2560,Zarko Cabarkapa,2003,1,2003-04,46,196,81,0.413265306122449,draft
589,2560,Zarko Cabarkapa,2003,2,2004-05,37,176,86,0.48863636363636365,draft
590,2560,Zarko Cabarkapa,2003,3,2005-06,52,174,67,0.3850574712643678,draft
591,2561,David West,2003,1,2003-04,67,228,108,0.47368421052631576,draft
592,2561,David West,2003,2,2004-05,29,171,75,0.43859649122807015,draft
593,2561,David West,2003,3,2005-06,74,1036,530,0.5115830115830116,draft
594,2561,David West,2003,4,2006-07,52,792,377,0.476010101010101,draft
595,2562,Sasha Pavlovic,2003,1,2003-04,74,376,149,0.3962765957446808,draft
596,2562,Sasha Pavlovic,2003,2,2004-05,59,276,120,0.43478260869565216,draft
597,2562,Sasha Pavlovic,2003,3,2005-06,44,212,87,0.41037735849056606,draft
598,2562,Sasha Pavlovic,2003,4,2006-07,65,488,222,0.45491803278688525,draft
599,2563,Dahntay Jones,2003,1,2003-04,18,53,15,0.2830188679245283,draft
600,2563,Dahntay Jones,2003,2,2004-05,47,190,83,0.4368421052631579,draft
601,2563,Dahntay Jones,2003,3,2005-06,59,263,109,0.4144486692015209,draft
602,2563,Dahntay Jones,2003,4,2006-07,73,460,220,0.4782608695652174,draft
603,2564,Boris Diaw,2003,1,2003-04,71,313,140,0.4472843450479233,draft
604,2564,Boris Diaw,2003,2,2004-05,57,294,124,0.4217687074829932,draft
605,2564,Boris Diaw,2003,3,2005-06,81,853,449,0.5263774912075029,draft
606,2564,Boris Diaw,2003,4,2006-07,73,566,306,0.5406360424028268,draft
607,2565,Zoran Planinic,2003,1,2003-04,40,126,53,0.42063492063492064,draft
608,2565,Zoran Planinic,2003,2,2004-05,37,171,78,0.45614035087719296,draft
609,2565,Zoran Planinic,2003,3,2005-06,51,180,65,0.3611111111111111,draft
610,2566,Travis Outlaw,2003,2,2004-05,51,267,133,0.49812734082397003,draft
611,2566,Travis Outlaw,2003,3,2005-06,67,368,162,0.44021739130434784,draft
612,2566,Travis Outlaw,2003,4,2006-07,66,564,246,0.43617021276595747,draft
613,2567,Brian Cook,2003,1,2003-04,31,141,67,0.475177304964539,draft
614,2567,Brian Cook,2003,2,2004-05,70,422,176,0.41706161137440756,draft
615,2567,Brian Cook,2003,3,2005-06,79,510,261,0.5117647058823529,draft
