PLAYER_ID,PLAYER_NAME,ceiling_comp_PLAYER_ID,ceiling_comp_PLAYER_NAME,ceiling_shot_embedding_distance,ceiling_pca_distance,ceiling_macro_role_match,ceiling_comp_supported,ceiling_comp_similarity_score
101114,Deron Williams,947,Allen Iverson,9.160676467008603,11.973063934619878,0,1,10.145012080672549
101115,Andrew Bynum,1503,Tracy McGrady,61.31802575329382,8.081058096353877,0,1,42.68508707336483
101117,Yaroslav Korolev,951,Ray Allen,37.619546794234545,11.620987133969907,0,1,28.520050913141922
101118,Sean May,1503,Tracy McGrady,14.49415977903938,6.061610135066319,0,1,11.54276740364881
101119,Rashad McCants,1713,Vince Carter,10.177775280098972,5.313412993939395,1,1,8.47524847994312
101120,Antoine Wright,1503,Tracy McGrady,15.354722279088941,5.814118606366263,1,1,12.015510993636004
101121,Joey Graham,1503,Tracy McGrady,12.441631305463211,3.7797263954476974,0,1,9.409964586957782
101122,Danny Granger,1718,Paul Pierce,6.818038639993902,9.202170790662455,0,1,7.652484892727895
101123,Gerald Green,1718,Paul Pierce,12.792351655803436,5.991507527170898,1,1,10.412056210782048
101124,Hakim Warrick,1503,Tracy McGrady,28.02815332339379,6.183427236740102,0,1,20.382499193065
101126,Nate Robinson,947,Allen Iverson,10.82197033018358,6.547235630851258,0,1,9.325813185417267
101127,Jarrett Jack,1497,Chauncey Billups,10.258000705174075,7.144882026980737,0,1,9.168409167806407
101128,Francisco Garcia,1713,Vince Carter,10.361766369024568,5.223333825702119,0,1,8.563314978861712
101129,Luther Head,951,Ray Allen,10.751713611026984,6.4333457228916835,1,1,9.240284850179629
101130,Johan Petro,1713,Vince Carter,15.307982932845986,6.4649557367010795,0,1,12.21292341419527
101131,Jason Maxiell,1503,Tracy McGrady,46.87491794742777,7.158815535549259,0,1,32.97428210327029
101132,Linas Kleiza,1503,Tracy McGrady,13.46862427701365,4.777234582193737,0,1,10.42663788382668
101134,Wayne Simien,1713,Vince Carter,22.756749749570172,8.300809386934453,0,1,17.697170622647672
101135,David Lee,1503,Tracy McGrady,79.11195080313708,8.384227829414126,0,1,54.35724776233405
101136,Salim Stoudamire,959,Steve Nash,11.990078127422553,5.843468611219605,1,1,9.838764796751521
101137,Daniel Ewing,1717,Dirk Nowitzki,16.15736729380557,6.233629735382124,1,1,12.684059148357365
101138,Brandon Bass,947,Allen Iverson,14.735083164866895,7.107940167019826,0,1,12.06558311562042
101139,CJ Miles,947,Allen Iverson,13.083260340878413,5.153039997674646,1,1,10.307683220757095
101141,Ersan Ilyasova,951,Ray Allen,9.302150392134184,4.120419274376267,1,1,7.4885445009189135
101142,Ronny Turiaf,1503,Tracy McGrady,22.85072548102785,6.290925209238004,0,1,17.054795385901407
101143,Travis Diener,959,Steve Nash,20.51285538220105,7.8871417155676875,1,1,16.093855598879372
101144,Von Wafer,1497,Chauncey Billups,13.874026304072485,12.2382979110727,1,1,13.301521366522561
101145,Monta Ellis,1938,Manu Ginobili,15.123728049270595,8.473791819539487,0,1,12.796250368864706
101146,Roko Ukic,947,Allen Iverson,21.012959614806114,5.524130390330854,1,1,15.591869386239773
101147,Chris Taft,1503,Tracy McGrady,39.9556525186776,7.897082043731688,0,1,28.735152852446536
101150,Lou Williams,947,Allen Iverson,8.316160124101419,7.091014982573905,0,1,7.8873593245667895
101152,Bracey Wright,959,Steve Nash,23.067762975263374,9.622630601275906,0,1,18.36196664436776
101154,Andray Blatche,1503,Tracy McGrady,15.922425602008559,5.183963281922667,0,1,12.163963789978498
101155,Ryan Gomes,1497,Chauncey Billups,9.90254487907473,6.085099364605769,0,1,8.566438949010594
101156,Robert Whaley,977,Kobe Bryant,37.13363764455705,6.705944532509297,0,1,26.483945055340335
101158,Orien Greene,1495,Tim Duncan,13.139044478255725,9.836269981250423,0,1,11.98307340430387
101159,Dijon Thompson,947,Allen Iverson,37.33827255297516,14.34240406223068,0,1,29.289718581214593
101160,Lawrence Roberts,1503,Tracy McGrady,81.5845632723749,7.06299042612253,0,1,55.50201277618657
101161,Amir Johnson,1503,Tracy McGrady,89.3280644955806,10.801558184992311,0,1,61.84378728687471
101162,Marcin Gortat,1503,Tracy McGrady,70.4534677948564,10.868351336041563,0,1,49.598677034271205
101165,Alex Acker,959,Steve Nash,22.468838976380162,8.964352553371102,0,1,17.74226872832699
101166,Uros Slokar,959,Steve Nash,36.73988665069899,8.732893871889305,0,1,26.9374391781156
200745,Andrea Bargnani,951,Ray Allen,10.944291056272139,6.9054929881687315,0,1,9.530711732435947
200746,LaMarcus Aldridge,1713,Vince Carter,11.850185808096764,8.116051100680274,0,1,10.543238660500993
200747,Adam Morrison,959,Steve Nash,30.988604570523645,7.217703871911416,1,1,22.668789326009364
200748,Tyrus Thomas,947,Allen Iverson,31.831241804317916,5.2304042825132235,0,1,22.520948671686273
200749,Shelden Williams,1503,Tracy McGrady,27.358379871866266,6.116255848570955,0,1,19.923636463712906
200750,Brandon Roy,947,Allen Iverson,13.309378142401826,10.173355294851953,0,1,12.21177014575937
200751,Randy Foye,1717,Dirk Nowitzki,6.67446796187926,6.49168992265834,0,1,6.610495648151938
200752,Rudy Gay,947,Allen Iverson,9.857897323110578,8.797172025349118,0,1,9.486643468894068
200753,Patrick O'Bryant,1495,Tim Duncan,15.14374597415816,8.263164234097028,0,1,12.735542365136762
200754,Mouhamed Sene,977,Kobe Bryant,29.89889483564411,12.803574367314797,0,1,23.915532671728855
200755,JJ Redick,959,Steve Nash,12.590758075640785,5.467843715709004,1,1,10.097738049664661
200756,Hilton Armstrong,1503,Tracy McGrady,58.216038474038754,7.220112764879583,0,1,40.367464475833046
200757,Thabo Sefolosha,947,Allen Iverson,10.103692350707838,5.929204443802016,1,1,8.6426215832908
200758,Ronnie Brewer,1503,Tracy McGrady,55.58939291692187,6.350767038350801,0,1,38.355873859422
200759,Cedric Simmons,947,Allen Iverson,24.908390177057623,9.28940671868354,0,1,19.441745966626694
200760,Rodney Carney,947,Allen Iverson,12.198382704180467,4.925600749274876,1,1,9.652909019963511
200761,Shawne Williams,1938,Manu Ginobili,10.51574922099063,6.617522949328997,1,1,9.151370025909058
200762,Oleksiy Pecherov,1717,Dirk Nowitzki,12.440067776923279,6.719584243116909,0,1,10.43789854009105
200763,Quincy Douby,1717,Dirk Nowitzki,10.680943085406824,5.100985555529248,1,1,8.727957949949673
200764,Renaldo Balkman,1503,Tracy McGrady,99.65616556480347,8.037121909006643,0,1,67.58950028527458
200765,Rajon Rondo,1495,Tim Duncan,16.585198984576692,10.622464335057344,0,1,14.49824185724492
200767,Josh Boone,1503,Tracy McGrady,101.0171180956526,7.291577210905302,0,1,68.21317878599105
200768,Kyle Lowry,1503,Tracy McGrady,14.07762973651326,6.868641120273319,1,1,11.554483720829282
200769,Shannon Brown,977,Kobe Bryant,20.2434678373714,5.733351346459565,1,1,15.16492706555226
200770,Jordan Farmar,947,Allen Iverson,13.87964695049586,5.412510863918226,1,1,10.91614932019369
200771,Sergio Rodriguez,1713,Vince Carter,12.121892030406068,8.809465992740924,1,1,10.962542917223267
200772,Maurice Ager,947,Allen Iverson,14.488737714756784,8.543888661267848,0,1,12.408040546035657
200776,Mardy Collins,947,Allen Iverson,9.852779125846586,6.841003270271989,1,1,8.798657576395478
200778,James White,1718,Paul Pierce,30.700631595559837,14.535334887594924,0,1,25.042777747772117
200779,Steve Novak,959,Steve Nash,27.514443667142046,7.474027576771178,1,1,20.500298035512245
200780,Solomon Jones,1503,Tracy McGrady,37.01453972403786,7.434885166884112,0,1,26.661660629034046
200781,Paul Davis,1503,Tracy McGrady,18.696578312368846,9.015162663224615,0,1,15.308082835168365
200783,Craig Smith,1503,Tracy McGrady,59.56274386706761,6.0970641082869355,0,1,40.84975595149437
200784,Bobby Jones,947,Allen Iverson,36.85578269568704,6.358677341483441,0,1,26.18179582171578
200786,David Noel,1713,Vince Carter,19.888178877395326,5.529174535350517,1,1,14.862527357679642
200788,James Augustine,977,Kobe Bryant,89.54527102240283,12.694905482378672,0,1,62.64764308339437
200789,Daniel Gibson,959,Steve Nash,14.192738551662769,5.978862606641405,1,1,11.317881970905292
200792,Alexander Johnson,1503,Tracy McGrady,54.5423974502566,7.742832979674405,0,1,38.162549885552835
200793,Dee Brown,1503,Tracy McGrady,20.788479856157352,7.960782889018808,0,1,16.29878591765886
200794,Paul Millsap,1503,Tracy McGrady,56.984576848735905,6.813962467614486,0,1,39.424861815343405
200796,Leon Powe,1503,Tracy McGrady,37.30245945539793,8.145723062123961,0,1,27.097601717752042
200797,Ryan Hollins,1503,Tracy McGrady,51.63074763112249,7.249025682354774,0,1,36.097144949053785
200798,Cheikh Samb,1718,Paul Pierce,30.591513876883546,14.65638092956649,0,1,25.014217345322578
200801,Hassan Adams,1503,Tracy McGrady,76.8582625672741,8.24701576804881,0,1,52.84432618754525
200806,Damir Markota,947,Allen Iverson,31.25549072341568,7.14303039877707,0,1,22.816129609792167
200807,Will Blalock,1503,Tracy McGrady,48.03062538620068,8.20941399553224,0,1,34.09320139946673
201141,Greg Oden,1503,Tracy McGrady,83.46841747560904,8.715368236639383,0,1,57.30485024196967
201142,Kevin Durant,1497,Chauncey Billups,8.290543857289533,13.126233799363098,0,1,9.98303533701528
201143,Al Horford,1495,Tim Duncan,13.560707574543795,8.02066675680681,0,1,11.621693288335848
201144,Mike Conley,1497,Chauncey Billups,12.70860751051006,8.319603823300971,0,1,11.172456219986879
201145,Jeff Green,1713,Vince Carter,12.690215619672431,7.202911923006522,0,1,10.769659325839363
201146,Yi Jianlian,1713,Vince Carter,9.687074112263023,4.942516538441473,0,1,8.02647896142548
201147,Corey Brewer,1713,Vince Carter,14.85349677468245,5.017203734337253,1,1,11.410794210561631
201148,Brandan Wright,1495,Tim Duncan,21.47762549242465,5.856746910462693,0,1,16.010317988737967
201149,Joakim Noah,1503,Tracy McGrady,57.934740041769764,7.494990478615222,0,1,40.280827694665675
201150,Spencer Hawes,1713,Vince Carter,12.084382221475606,4.991040837282892,0,1,9.601712737008157
201151,Acie Law,947,Allen Iverson,19.541226682180437,5.9670222507740185,1,1,14.790255131188191
201152,Thaddeus Young,1503,Tracy McGrady,15.091452695724335,4.656833424825564,0,1,11.439335950909765
201153,Julian Wright,1503,Tracy McGrady,24.640032354640844,4.878787645557199,0,1,17.723596706461567
201154,Al Thornton,947,Allen Iverson,13.239946742308625,7.219013015131313,0,1,11.132619937796566
201155,Rodney Stuckey,947,Allen Iverson,12.66662363334054,7.829819968020436,0,1,10.973742350478505
201156,Nick Young,959,Steve Nash,15.937060738766434,6.934913638509322,0,1,12.786309253676444
201157,Sean Williams,1503,Tracy McGrady,55.06126896218574,7.849386646405169,0,1,38.537110151662546
201158,Marco Belinelli,959,Steve Nash,22.897774545393318,5.137901428859171,1,1,16.681818954606367
201159,Javaris Crittenton,977,Kobe Bryant,31.032867987274255,7.276422226652758,1,1,22.718111971056732
201160,Jason Smith,1717,Dirk Nowitzki,12.555367944357759,4.903248819252445,0,1,9.877126250570898
201161,Daequan Cook,959,Steve Nash,19.814131004660656,6.43290273622886,1,1,15.130701110709527
201162,Jared Dudley,951,Ray Allen,8.256339123831626,5.4986075368146565,1,1,7.291133068375687
201163,Wilson Chandler,1497,Chauncey Billups,12.579904035055339,6.17950863270166,0,1,10.339765644231552
201164,Rudy Fernandez,1718,Paul Pierce,11.189333850223655,5.330355936368744,1,1,9.138691580374436
201165,Morris Almond,1713,Vince Carter,26.29662058750346,8.61408911181882,0,1,20.107734571013836
201166,Aaron Brooks,1717,Dirk Nowitzki,6.927227342078251,7.941949271293588,0,1,7.28238001730362
201168,Tiago Splitter,1938,Manu Ginobili,39.87060766951322,6.30717084057066,0,1,28.123404779383325
201169,Alando Tucker,1503,Tracy McGrady,31.619960824017525,7.960503780960035,0,1,23.339150858947402
201171,Carl Landry,947,Allen Iverson,16.34527941859747,6.986288247309194,0,1,13.069632508646574
201172,Gabe Pruitt,959,Steve Nash,21.376610717597302,9.645677376755994,0,1,17.270784048302843
201174,Nick Fazekas,1503,Tracy McGrady,38.0083924678225,6.062457686113739,0,1,26.827315294224437
201175,Glen Davis,1718,Paul Pierce,13.579436579118441,4.471484047803987,0,1,10.391653193158383
201176,Jermareo Davidson,1713,Vince Carter,18.37861451761479,8.397348389042715,0,1,14.885171372614563
201177,Josh McRoberts,1938,Manu Ginobili,13.21105807876709,7.15579924685685,0,1,11.091717487598507
201178,Kyrylo Fesenko,1503,Tracy McGrady,40.1212686893281,9.202854512738595,0,1,29.299823727521773
201181,Chris Richard,1503,Tracy McGrady,81.95911063865478,7.530001349327018,0,1,55.908922387390064
201186,Stephane Lasme,1503,Tracy McGrady,42.990276605926184,5.611847503047262,0,1,29.90782641991856
201187,Dominic McGuire,1495,Tim Duncan,17.695866151994753,8.87295870999104,0,1,14.607848547293454
201188,Marc Gasol,947,Allen Iverson,20.884051030978235,7.310607185183658,0,1,16.133345684950132
201189,Aaron Gray,1503,Tracy McGrady,44.10818647191515,7.378611459320762,0,1,31.252835217507112
201192,Taurean Green,1718,Paul Pierce,30.135173338501644,9.127588417720347,0,1,22.78251861622819
201196,Ramon Sessions,947,Allen Iverson,16.818791092916655,8.705676492487772,0,1,13.979200982766546
201563,Michael Beasley,1718,Paul Pierce,19.794242326387113,7.659034915262836,0,1,15.546919732493617
201564,O.J. Mayo,1718,Paul Pierce,9.145777252256602,8.364023955155163,0,1,8.872163598271099
201565,Derrick Rose,1938,Manu Ginobili,9.416397288020443,12.746283073513252,0,1,10.581857312942926
201566,Russell Westbrook,1938,Manu Ginobili,10.55272935394864,12.505950611048918,0,1,11.236356793933737
201567,Kevin Love,1938,Manu Ginobili,12.199506179149578,10.369684719531106,0,1,11.559068668283112
201568,Danilo Gallinari,1718,Paul Pierce,9.717934093392557,7.016404795534851,0,1,8.77239883914236
201569,Eric Gordon,1717,Dirk Nowitzki,11.446621718816928,9.97311781663162,0,1,10.93089535305207
201570,Joe Alexander,947,Allen Iverson,13.339948289108698,11.729124076463098,0,1,12.776159814682739
201571,D.J. Augustin,1718,Paul Pierce,8.666878284521955,8.145700642801236,0,1,8.484466109919703
201572,Brook Lopez,1503,Tracy McGrady,15.028941473246682,10.752859471292389,0,1,13.53231277256268
201573,Jerryd Bayless,1938,Manu Ginobili,10.051628840318559,6.360349402260649,1,1,8.759681036998291
201574,Jason Thompson,1495,Tim Duncan,14.092116253584624,6.45576474789303,0,1,11.419393226592566
201575,Brandon Rush,1718,Paul Pierce,14.885841770720324,5.852331707366611,1,1,11.724113248546525
201576,Anthony Randolph,1938,Manu Ginobili,11.656476275138587,6.728725443696611,0,1,9.931763484133896
201577,Robin Lopez,1503,Tracy McGrady,23.776140886204676,6.153619181013353,0,1,17.608258289387713
201578,Marreese Speights,1717,Dirk Nowitzki,19.499362156392607,5.7724676983321315,0,1,14.69494909607144
201579,Roy Hibbert,1938,Manu Ginobili,14.831001251851255,6.754672056385934,0,1,12.004286033438394
201580,JaVale McGee,977,Kobe Bryant,29.092228713311567,7.035890554559489,0,1,21.37251035774834
201581,JJ Hickson,1938,Manu Ginobili,21.40719395569,6.172632164708804,0,1,16.07509732884658
201582,Alexis Ajinca,1718,Paul Pierce,18.598405503817645,7.138940985352262,0,1,14.587592922354762
201583,Ryan Anderson,1718,Paul Pierce,9.741647874209397,6.089063223905854,0,1,8.463243246603156
201584,Courtney Lee,1718,Paul Pierce,8.613614777858349,5.4845388005269715,1,1,7.518438185792367
201585,Kosta Koufos,1495,Tim Duncan,26.01827797744575,6.960071032654586,0,1,19.347905546768843
201586,Serge Ibaka,1938,Manu Ginobili,11.290205421198447,7.376544035342179,0,1,9.920423936148753
201587,Nicolas Batum,1938,Manu Ginobili,11.543879741986132,6.04158034044043,0,1,9.618074951445136
201588,George Hill,1718,Paul Pierce,13.022469104569058,5.204190487972017,1,1,10.286071588760095
201589,Darrell Arthur,1495,Tim Duncan,12.707171759391473,4.777525416372634,0,1,9.93179553933488
201590,Donte Greene,1718,Paul Pierce,10.86021048942094,3.757919617754177,1,1,8.374408684337572
201591,DJ White,1718,Paul Pierce,21.138535950086595,6.828159106188952,0,1,16.12990405472242
201592,J.R. Giddens,1503,Tracy McGrady,45.330041405995686,14.72062598823574,0,1,34.6167460097797
201593,Nikola Pekovic,1938,Manu Ginobili,35.25896401338898,8.073273149280583,0,1,25.743972210951046
201595,Joey Dorsey,1938,Manu Ginobili,60.2256684151827,11.069777959038426,0,1,43.02110675553221
201596,Mario Chalmers,1718,Paul Pierce,11.144504509575517,7.672934729955709,1,1,9.929455086708584
201599,DeAndre Jordan,1503,Tracy McGrady,56.47138929044848,9.680529157403654,0,1,40.0945882438828
201600,Omer Asik,1938,Manu Ginobili,53.794721475779454,10.350213882519158,0,1,38.58914381813835
201601,Luc Mbah a Moute,1503,Tracy McGrady,24.99580553077061,6.077019721066525,0,1,18.37423049737418
201602,Kyle Weaver,1713,Vince Carter,29.228877270676612,6.92229393335693,1,1,21.421573102614722
201603,Sonny Weems,1718,Paul Pierce,19.46655268500466,6.480798184307424,1,1,14.921538609760628
201604,Chris Douglas-Roberts,947,Allen Iverson,15.31468365600018,4.136286304122333,1,1,11.402244582842933
201605,Nathan Jawai,1503,Tracy McGrady,62.89076693752671,12.296539381164209,0,1,45.182787292799844
201606,Sean Singletary,1497,Chauncey Billups,23.007511966974988,6.234345990748657,0,1,17.136903875295772
201609,Goran Dragic,1718,Paul Pierce,6.4770720140702425,6.481318023851487,0,1,6.478558117493678
201611,Henry Walker,1718,Paul Pierce,12.121115583496255,6.108679301228434,1,1,10.016762884702517
201612,Malik Hairston,1503,Tracy McGrady,28.06854025337074,8.702733468697197,0,1,21.290507878735
201616,Darnell Jackson,1938,Manu Ginobili,22.513889231402754,6.711475194219096,0,1,16.983044318388473
201623,Semih Erden,1495,Tim Duncan,37.1326296907162,7.04348658079714,0,1,26.60142960224453
201933,Blake Griffin,1718,Paul Pierce,28.052426207154156,10.07856729411704,0,1,21.761575587591167
201934,Hasheem Thabeet,1503,Tracy McGrady,42.09680171394013,10.039264795286512,0,1,30.876663792411367
201935,James Harden,1718,Paul Pierce,12.001309794817564,9.784314012752256,0,1,11.225361271094705
201936,Tyreke Evans,1938,Manu Ginobili,9.634935518291464,9.400897412373244,0,1,9.553022181220086
201937,Ricky Rubio,1718,Paul Pierce,17.37610172114147,9.463393863615373,0,1,14.606653971007336
201938,Jonny Flynn,951,Ray Allen,24.270938691317056,9.724795684047576,1,1,19.179788638772738
201939,Stephen Curry,959,Steve Nash,23.664541365444155,10.650174830709751,0,1,19.109513078287115
201941,Jordan Hill,1938,Manu Ginobili,19.096210802716808,6.301439858761015,0,1,14.618040972332281
201942,DeMar DeRozan,1718,Paul Pierce,23.875917591993442,7.963071245817535,0,1,18.306421370831874
201943,Brandon Jennings,1718,Paul Pierce,11.495098474887353,10.021054194833374,0,1,10.97918297686846
201944,Terrence Williams,1497,Chauncey Billups,18.569934683797733,5.328510453791742,1,1,13.935436203295636
201945,Gerald Henderson,1718,Paul Pierce,20.48988789546486,6.990572152386114,0,1,15.765127385387299
201946,Tyler Hansbrough,1718,Paul Pierce,21.195377880326177,6.669988587361184,0,1,16.11149162778843
201947,Earl Clark,1718,Paul Pierce,18.727145377394486,5.972989127823175,0,1,14.263190690044528
201948,Austin Daye,1718,Paul Pierce,11.09546996868809,3.7378891568505686,1,1,8.520316684544957
201949,James Johnson,1938,Manu Ginobili,18.670541327914805,3.4710228958044405,1,1,13.350709876676177
201950,Jrue Holiday,1718,Paul Pierce,14.015914165478868,9.12752148143273,0,1,12.304976726062721
201951,Ty Lawson,1718,Paul Pierce,15.757249257336786,9.363255108467422,0,1,13.51935130523251
201952,Jeff Teague,1718,Paul Pierce,15.595346856756606,8.828662357574796,0,1,13.227007282042972
201953,Eric Maynor,959,Steve Nash,15.97978870318505,8.691256211447861,1,1,13.428802331077033
201954,Darren Collison,1718,Paul Pierce,10.104450975573624,8.286351052478638,0,1,9.46811600249038
201956,Omri Casspi,1718,Paul Pierce,10.819929582849916,5.058823706440193,1,1,8.803542526106513
201957,Byron Mullens,1718,Paul Pierce,21.198329274928785,9.787008711584205,0,1,17.20436707775818
201958,Rodrigue Beaubois,1718,Paul Pierce,10.04089249455267,6.381577062309356,1,1,8.76013209326751
201959,Taj Gibson,1938,Manu Ginobili,14.709932929116375,6.049634835908625,0,1,11.678828596493663
201960,DeMarre Carroll,1718,Paul Pierce,9.387023488097308,5.602308923361231,1,1,8.062373390439681
201961,Wayne Ellington,959,Steve Nash,17.08277170872485,4.446405997889722,1,1,12.660043709932555
201962,Toney Douglas,1718,Paul Pierce,16.93062686881882,5.595830606356053,1,1,12.96344817695685
201963,Christian Eyenga,1718,Paul Pierce,19.515320186978016,10.750035686832378,0,1,16.447470611927045
201964,Victor Claver,1718,Paul Pierce,19.037402487095687,5.0530913077882555,1,1,14.142893574338085
201965,Jeff Ayres,1495,Tim Duncan,18.1876832793995,7.443093965797443,0,1,14.42707701963878
201966,Jermaine Taylor,1938,Manu Ginobili,14.820070787106193,6.829852659836909,0,1,12.023494442561944
201967,Dante Cunningham,1718,Paul Pierce,16.656770109836074,5.015266753313491,0,1,12.582243935053171
201969,DaJuan Summers,1718,Paul Pierce,13.365975909934019,8.41759387930795,0,1,11.634042199214894
201970,Sam Young,1938,Manu Ginobili,10.461588243576376,5.655078375240015,1,1,8.77930978965865
201971,DeJuan Blair,1495,Tim Duncan,23.89079531734494,6.25421201401515,0,1,17.717991161179512
201972,Jon Brockman,1503,Tracy McGrady,34.97099601868011,9.264145865491619,0,1,25.97359846506414
201973,Jonas Jerebko,947,Allen Iverson,14.672163150440875,4.7167482847312625,1,1,11.187767947442511
201974,Derrick Brown,1495,Tim Duncan,25.257041804414285,4.6911266651975065,0,1,18.058971505688415
201975,Jodie Meeks,1718,Paul Pierce,17.258188001961628,5.7472101947647,1,1,13.229345769442704
201976,Patrick Beverley,1718,Paul Pierce,23.61819891200703,5.488837723639654,1,1,17.27292249607845
201977,Marcus Thornton,1718,Paul Pierce,9.842677303433147,7.230523578288048,0,1,8.928423499632363
201978,Chase Budinger,1718,Paul Pierce,10.08909604574829,4.122491991673251,1,1,8.000784626822027
201980,Danny Green,1718,Paul Pierce,24.557181223319212,9.297498336913687,1,1,19.21629221307728
201985,AJ Price,959,Steve Nash,22.623101313273327,6.188784835143958,1,1,16.87109054592805
201986,Nando De Colo,1718,Paul Pierce,25.659927162045783,4.871014143518748,1,1,18.38380760556132
201988,Patty Mills,1718,Paul Pierce,26.676744762620018,9.055251414999924,1,1,20.509222090952985
201991,Lester Hudson,1718,Paul Pierce,25.345276491702656,7.9191265533669855,0,1,19.24612401328517
202322,John Wall,1718,Paul Pierce,15.87681896849675,12.296407417085717,0,1,14.623674925502888
202323,Evan Turner,1718,Paul Pierce,21.957669120027802,6.219221749573431,0,1,16.449212540368773
202324,Derrick Favors,1938,Manu Ginobili,29.10816960729131,6.696309546195081,0,1,21.26401858590763
202325,Wesley Johnson,1718,Paul Pierce,19.895777593185315,4.558678301995965,1,1,14.527792841269044
202326,DeMarcus Cousins,1718,Paul Pierce,25.732814798156248,11.740140885922958,0,1,20.835378928874597
202327,Ekpe Udoh,1938,Manu Ginobili,18.872544011599274,6.8536227215167616,0,1,14.665921560070394
202328,Greg Monroe,1938,Manu Ginobili,27.429367812630744,8.171868469264465,0,1,20.68924304245255
202329,Al-Farouq Aminu,1938,Manu Ginobili,23.63124205462959,5.697232381879843,0,1,17.354338669167177
202330,Gordon Hayward,1718,Paul Pierce,20.850990334184484,7.153962303619396,0,1,16.057030523486706
202331,Paul George,1718,Paul Pierce,18.6718425263772,8.641193879536361,0,1,15.161115499982907
202332,Cole Aldrich,1938,Manu Ginobili,44.13468252115296,9.617514143387561,0,1,32.05367358893507
202333,Xavier Henry,1718,Paul Pierce,21.610156714457553,4.299918252850123,1,1,15.551573252894952
202334,Ed Davis,1938,Manu Ginobili,27.80982072908476,4.478587734936308,0,1,19.6438891811328
202335,Patrick Patterson,1718,Paul Pierce,23.628594426874635,4.38906219623693,0,1,16.89475814615144
202336,Larry Sanders,1938,Manu Ginobili,23.980966444681794,6.635062919066388,0,1,17.9099002107164
202337,Luke Babbitt,959,Steve Nash,23.212949301511117,6.037221743131339,1,1,17.201444656078195
202338,Kevin Seraphin,1718,Paul Pierce,17.651749892175086,5.515760629547314,0,1,13.404153650255365
202339,Eric Bledsoe,1718,Paul Pierce,19.84905891300499,6.8727738476974025,0,1,15.307359140147334
202340,Avery Bradley,1718,Paul Pierce,17.771795211668184,6.854639085976744,1,1,13.95079056767618
202341,James Anderson,1718,Paul Pierce,20.436211378470677,5.236379479887319,1,1,15.116270213966502
202342,Craig Brackins,1718,Paul Pierce,39.38519879794523,11.800097466428626,0,1,29.73041333191442
202343,Elliot Williams,1938,Manu Ginobili,15.127656278122052,7.315857941873008,1,1,12.393526860434887
202344,Trevor Booker,1938,Manu Ginobili,19.009661709854225,5.519752231389307,0,1,14.288193392391504
202345,Damion James,1718,Paul Pierce,27.42526179386318,9.08801928696723,0,1,21.007226916449596
202346,Dominique Jones,1718,Paul Pierce,30.2525428971229,8.172285820021326,0,1,22.52445292013735
202347,Quincy Pondexter,1718,Paul Pierce,20.281539095465103,5.772133234449719,1,1,15.20324704410972
202348,Jordan Crawford,1718,Paul Pierce,20.74513958476771,7.665351393019532,0,1,16.167213717655848
202349,Greivis Vasquez,1718,Paul Pierce,26.43257568940657,8.343582868554499,0,1,20.101428202108345
202350,Daniel Orton,1938,Manu Ginobili,27.694695478503355,8.264842021484752,0,1,20.894246768546843
202351,Lazar Hayward,1718,Paul Pierce,17.095669765937274,7.731697725319865,0,1,13.81827955172118
202354,Dexter Pittman,1938,Manu Ginobili,43.90085093229697,13.77982508556533,0,1,33.35849188594089
202355,Hassan Whiteside,1938,Manu Ginobili,44.77450523594007,15.194806155406559,0,1,34.42161055775334
202356,Armon Johnson,1718,Paul Pierce,31.97259424710673,10.119774997930032,0,1,24.324107509894887
202361,Landry Fields,1718,Paul Pierce,18.802612966152758,7.951710011068349,1,1,15.004796931873216
202362,Lance Stephenson,1718,Paul Pierce,22.834768578870527,9.606526016611154,1,1,18.204883682079746
202363,Jarvis Varnado,1938,Manu Ginobili,43.7524502680616,12.256442573029167,0,1,32.72884757480025
202365,Devin Ebanks,1718,Paul Pierce,26.363852612012394,7.489917166609058,0,1,19.75797520612123
202366,Jerome Jordan,1938,Manu Ginobili,46.313377360936,7.803280054593872,0,1,32.834843303716255
202374,Solomon Alabi,1938,Manu Ginobili,50.06876779287995,12.86480375655455,0,1,37.04738038016606
202376,Luke Harangody,1718,Paul Pierce,21.073567843292256,6.454974342972377,0,1,15.957060118180298
202378,Willie Warren,959,Steve Nash,41.24416952581381,8.0811237473401,0,1,29.637103503348012
202379,Jeremy Evans,1938,Manu Ginobili,30.563705401677886,6.965171399274087,0,1,22.304218500836555
202382,Derrick Caracter,1718,Paul Pierce,41.38963766203577,6.92518038590927,0,1,29.32707761539149
202681,Kyrie Irving,1718,Paul Pierce,12.75895764100568,11.897911328449633,0,1,12.457591431611062
202682,Derrick Williams,1718,Paul Pierce,14.217105651824378,5.090037310041886,0,1,11.022631732200505
202683,Enes Freedom,1718,Paul Pierce,22.97770743499808,7.496059212078641,0,1,17.559130556976278
202684,Tristan Thompson,1495,Tim Duncan,22.306186846868847,7.609591540747703,0,1,17.162378489726446
202685,Jonas Valančiūnas,1938,Manu Ginobili,23.0214043911518,6.922362277816801,0,1,17.38673965148455
202686,Jan Vesely,1938,Manu Ginobili,34.45242781416881,7.1353392872204635,0,1,24.89144682973689
202687,Bismack Biyombo,1938,Manu Ginobili,33.653401086347905,10.061564822938019,0,1,25.396258394154447
