PLAYER_ID,PLAYER_NAME,ceiling_comp_PLAYER_ID,ceiling_comp_PLAYER_NAME,ceiling_shot_embedding_distance,ceiling_pca_distance,ceiling_macro_role_match,ceiling_comp_supported,ceiling_comp_similarity_score
202688,Brandon Knight,1718,Paul Pierce,7.253993183114404,8.579796878209853,0,1,7.718024476397812
202689,Kemba Walker,1718,Paul Pierce,20.93069871738783,9.619583184647329,0,1,16.971808280928656
202690,Jimmer Fredette,1718,Paul Pierce,26.65123674033169,6.462447326079979,1,1,19.58516044534359
202691,Klay Thompson,1718,Paul Pierce,23.499508260179162,9.657966883380553,0,1,18.65496877829965
202692,Alec Burks,1718,Paul Pierce,20.929181065869397,5.826925736183149,0,1,15.643391700479212
202693,Markieff Morris,1718,Paul Pierce,12.727293397342613,5.587308695332519,0,1,10.22829875163908
202694,Marcus Morris Sr.,1718,Paul Pierce,18.499523233228096,4.792038559448326,1,1,13.701903597405177
202695,Kawhi Leonard,1718,Paul Pierce,11.930336981092365,7.114677785746422,0,1,10.244856262721285
202696,Nikola Vučević,1718,Paul Pierce,22.1606832192582,8.499425294828654,0,1,17.37924294570786
202697,Iman Shumpert,1718,Paul Pierce,16.776249093992107,5.258218879036101,1,1,12.744938518757506
202698,Chris Singleton,1718,Paul Pierce,15.790545974422571,7.021141816051864,1,1,12.721254518992824
202699,Tobias Harris,1718,Paul Pierce,20.052927114002664,6.998811830452514,0,1,15.483986764760111
202700,Donatas Motiejunas,1718,Paul Pierce,21.01904408943189,5.952842058607944,0,1,15.745873378643509
202701,Nolan Smith,1718,Paul Pierce,20.141371658800796,7.083738367179418,0,1,15.571200006733315
202702,Kenneth Faried,1938,Manu Ginobili,24.275511686491267,7.639223739138776,0,1,18.452810904917897
202703,Nikola Mirotic,1718,Paul Pierce,20.358559865516472,4.7598709030403334,0,1,14.899018728649825
202704,Reggie Jackson,1718,Paul Pierce,18.841961263125924,7.594619417931522,0,1,14.905391617307885
202705,MarShon Brooks,1718,Paul Pierce,22.900278740489778,7.503800258708721,1,1,17.51151127186641
202706,Jordan Hamilton,1718,Paul Pierce,22.31883311055118,6.047679510913377,1,1,16.623929350677948
202707,JaJuan Johnson,1938,Manu Ginobili,29.352882846519044,6.025903740088737,0,1,21.188440159268435
202708,Norris Cole,1718,Paul Pierce,20.366875843258857,5.988018971985331,1,1,15.334275938313123
202709,Cory Joseph,1718,Paul Pierce,20.577914171730004,6.255497052211009,1,1,15.565068179898358
202710,Jimmy Butler III,1718,Paul Pierce,14.699106534057487,8.508525191977656,0,1,12.532403064329545
202711,Bojan Bogdanovic,1718,Paul Pierce,19.864224485965586,4.7932516654135755,1,1,14.589383998772382
202712,Justin Harper,1718,Paul Pierce,36.8462353059766,8.827284968223672,0,1,27.039602687763075
202713,Kyle Singler,1718,Paul Pierce,12.844383432063166,6.604677190702066,1,1,10.660486247586782
202714,Shelvin Mack,1718,Paul Pierce,23.29545142686372,6.787219585686918,1,1,17.51757028245184
202716,Jordan Williams,1938,Manu Ginobili,44.41801240012679,5.029621012163974,0,1,30.632075414339806
202717,Trey Thompkins,1718,Paul Pierce,30.209621159101058,8.103342695217878,0,1,22.472423696741945
202718,Chandler Parsons,1718,Paul Pierce,17.699778837314735,7.374415167681361,0,1,14.085901552943053
202719,Jeremy Tyler,1938,Manu Ginobili,28.145135679429792,6.825689138812456,0,1,20.683329390213725
202720,Jon Leuer,1718,Paul Pierce,13.083840084854325,4.5171716658355825,0,1,10.085506138197765
202721,Darius Morris,1718,Paul Pierce,27.27940464290289,6.94391475881996,1,1,20.161983183473865
202723,Malcolm Lee,1938,Manu Ginobili,21.099969924212232,10.904732611807297,0,1,17.531636864870503
202724,Charles Jenkins,1718,Paul Pierce,26.537624409189355,9.529612314071093,1,1,20.584820175897967
202725,Josh Harrellson,1718,Paul Pierce,26.217237607631674,5.9434867938457785,0,1,19.12142482280661
202726,Andrew Goudelock,959,Steve Nash,31.965716583454338,13.693936439804531,0,1,25.570593533176904
202729,Josh Selby,1718,Paul Pierce,40.117064893557135,9.65428144186147,0,1,29.455090685463652
202730,Lavoy Allen,1718,Paul Pierce,21.68243780515894,5.733705402094694,0,1,16.100381464086453
202731,Vernon Macklin,1938,Manu Ginobili,41.49950542804514,7.1422594409018325,0,1,29.47446933254498
202732,DeAndre Liggins,1938,Manu Ginobili,25.275292092719166,13.688422196251322,0,1,21.21988762895542
202734,E'Twaun Moore,1718,Paul Pierce,25.1673912175186,5.254340948416645,1,1,18.197823623332916
202738,Isaiah Thomas,1718,Paul Pierce,21.771508520378074,9.508726112535596,0,1,17.479534677633207
203076,Anthony Davis,1938,Manu Ginobili,8.905350889724463,10.815956222206033,0,1,9.574062756093014
203077,Michael Kidd-Gilchrist,1938,Manu Ginobili,21.418680620276945,6.002550286981054,0,1,16.023035003623384
203078,Bradley Beal,1718,Paul Pierce,14.930192338580582,7.491509160608495,0,1,12.32665322629035
203079,Dion Waiters,1718,Paul Pierce,13.815376807348816,7.608538164683035,0,1,11.642983282415793
203080,Thomas Robinson,1495,Tim Duncan,17.94377082983188,7.723354231953972,0,1,14.366625020574613
203081,Damian Lillard,1718,Paul Pierce,15.634745484226036,12.423616057898945,0,1,14.510850185011554
203082,Terrence Ross,1718,Paul Pierce,20.587479626883578,5.46458756944248,1,1,15.294467406779194
203083,Andre Drummond,1503,Tracy McGrady,46.234413759850874,10.117575382792879,0,1,33.593520327880576
203084,Harrison Barnes,1718,Paul Pierce,12.459021575795472,6.182734167060923,0,1,10.262320982738379
203085,Austin Rivers,1718,Paul Pierce,22.18886210908469,4.672041196768982,1,1,16.057974789774192
203086,Meyers Leonard,1718,Paul Pierce,13.0580167712395,6.173791985243414,0,1,10.64853809614087
203087,Jeremy Lamb,1718,Paul Pierce,18.68696768015507,4.404442216768352,1,1,13.688083767969719
203088,Kendall Marshall,1718,Paul Pierce,20.828134831391882,9.549771012089382,1,1,16.880707494636006
203089,John Henson,1495,Tim Duncan,24.633818286598334,6.8335821992195465,0,1,18.40373565601576
203090,Maurice Harkless,1938,Manu Ginobili,18.230704940521328,5.7025146566181295,1,1,13.84583834115521
203092,Tyler Zeller,1938,Manu Ginobili,10.757549691108569,6.052742121038887,0,1,9.11086704158418
203093,Terrence Jones,1938,Manu Ginobili,18.63669798377451,4.75509888281658,0,1,13.778138298439234
203094,Andrew Nicholson,1718,Paul Pierce,19.631983577327617,5.061472666757595,0,1,14.53230475862811
203095,Evan Fournier,1718,Paul Pierce,36.66935802986886,6.432509620500789,1,1,26.086461086590035
203098,John Jenkins,1718,Paul Pierce,26.199682384917637,5.285166458714819,1,1,18.879601810746653
203099,Jared Cunningham,1713,Vince Carter,18.12167282159127,8.86615482389139,0,1,14.882241522396313
203100,Tony Wroten,1938,Manu Ginobili,24.318602037297108,10.368264155826505,0,1,19.435983778782397
203101,Miles Plumlee,1495,Tim Duncan,25.37149580444636,7.717115570194514,0,1,19.192462722458217
203102,Arnett Moultrie,1938,Manu Ginobili,29.24459748314149,8.918014045921606,0,1,22.13029328011453
203103,Perry Jones III,1718,Paul Pierce,15.343845888149136,6.129019968824862,1,1,12.11865681638564
203104,Marquis Teague,1718,Paul Pierce,25.295309127852317,7.371724999232986,0,1,19.022054682835552
203105,Festus Ezeli,947,Allen Iverson,36.886755491393686,7.209792419192849,0,1,26.499818416123393
203106,Jeffery Taylor,1718,Paul Pierce,18.42260257341055,5.443676614136027,1,1,13.879978487664468
203108,Bernard James,1938,Manu Ginobili,47.53883863524038,9.056570319454346,0,1,34.07004472471527
203109,Jae Crowder,1718,Paul Pierce,13.569564304065974,5.769578994530962,0,1,10.83956944572872
203110,Draymond Green,1718,Paul Pierce,18.024329695177464,9.833965353638368,0,1,15.15770217563878
203111,Orlando Johnson,1718,Paul Pierce,22.152079648624582,7.037742582877485,0,1,16.8620616756131
203112,Quincy Acy,1938,Manu Ginobili,12.814144045136546,6.042698412666165,0,1,10.444138073771914
203113,Quincy Miller,1718,Paul Pierce,26.254670067943902,8.330502345992018,0,1,19.981211365260744
203114,Khris Middleton,1718,Paul Pierce,17.477862034465524,7.121840611653131,0,1,13.853254536481188
203115,Will Barton,1718,Paul Pierce,12.640526022598836,4.606317512475908,1,1,9.82855304405581
203116,Tyshawn Taylor,1718,Paul Pierce,27.904662051866218,8.607109167289934,0,1,21.15051854226452
203117,Doron Lamb,1718,Paul Pierce,24.690920288673592,6.96864215088368,1,1,18.488122940447123
203118,Mike Scott,1718,Paul Pierce,11.669996894223075,5.651219220080018,1,1,9.563424708273006
203119,Kim English,1718,Paul Pierce,22.027464879499632,5.915574249743158,0,1,16.388303159084867
203120,Justin Hamilton,1938,Manu Ginobili,20.503337102934385,11.65265787728809,0,1,17.405599373958182
203121,Darius Miller,959,Steve Nash,24.29710840942391,10.563849291512563,1,1,19.49046771815494
203122,Kevin Murphy,1718,Paul Pierce,40.312562279371726,11.207670714036281,0,1,30.12585023150432
203123,Kostas Papanikolaou,1718,Paul Pierce,17.325181298818713,7.12660058680961,1,1,13.755678049615526
203124,Kyle O'Quinn,1718,Paul Pierce,23.20229512124258,5.323169638061871,0,1,16.944601202129334
203128,Furkan Aldemir,1495,Tim Duncan,36.91223970368618,7.081893709531629,0,1,26.47161860573209
203135,Robert Sacre,1495,Tim Duncan,28.386295302820763,5.9328045088244625,0,1,20.527573524922058
203318,Glen Rice,1718,Paul Pierce,46.720609407618745,9.956167064123951,0,1,33.85305458739557
203457,Nerlens Noel,977,Kobe Bryant,28.61200536197933,7.198048118887138,0,1,21.117120326897062
203458,Alex Len,1495,Tim Duncan,21.536448366290358,6.353903222149771,0,1,16.222557565841154
203459,Allen Crabbe,1718,Paul Pierce,21.064261513635728,7.285668333994218,1,1,16.2417539007612
203460,Andre Roberson,1495,Tim Duncan,21.49610994229619,8.431602930706461,0,1,16.923532488239786
203461,Anthony Bennett,1938,Manu Ginobili,12.53938345676726,6.21972134565576,0,1,10.327501717878235
203462,Archie Goodwin,1938,Manu Ginobili,16.44609911619558,5.207387891194986,1,1,12.512550187445374
203463,Ben McLemore,1718,Paul Pierce,14.228718215850902,5.755080979230971,1,1,11.262945183033928
203468,CJ McCollum,959,Steve Nash,21.656854794948334,10.067904460968174,0,1,17.60072217805528
203469,Cody Zeller,1495,Tim Duncan,24.91288490243011,5.427164605151815,0,1,18.092882798382707
203471,Dennis Schröder,1718,Paul Pierce,19.753835257108562,9.717868160146192,0,1,16.241246773171735
203475,Erick Green,959,Steve Nash,26.54667527508935,8.402151325895492,0,1,20.196091892871497
203476,Gorgui Dieng,1938,Manu Ginobili,12.370494475351595,6.925118617313953,0,1,10.46461292503842
203477,Isaiah Canaan,1718,Paul Pierce,26.012255200968053,5.729141522338673,1,1,18.91316541344777
203479,Jamaal Franklin,1497,Chauncey Billups,28.989133446874238,12.816882892327717,0,1,23.328845752782954
203481,Jeff Withey,1938,Manu Ginobili,25.03658156567161,7.3403757677615165,0,1,18.84290953640308
203482,Kelly Olynyk,1718,Paul Pierce,14.508465291142878,4.82087336821423,0,1,11.11780811811785
203484,Kentavious Caldwell-Pope,1718,Paul Pierce,11.621776567006556,7.458240838415982,0,1,10.164539061999855
203485,Lorenzo Brown,1718,Paul Pierce,25.700787363231075,8.485038426272117,1,1,19.67527523529544
203486,Mason Plumlee,947,Allen Iverson,34.31436992881754,7.332660484538129,0,1,24.870771623319747
203487,Michael Carter-Williams,1718,Paul Pierce,21.05079446669275,10.003802465905604,0,1,17.184347266417248
203488,Mike Muscala,1718,Paul Pierce,10.697787053599763,5.3665801470579435,0,1,8.831864636310126
203489,Nate Wolters,1938,Manu Ginobili,14.295105559113585,9.936138552662255,1,1,12.769467106855618
203490,Otto Porter Jr.,1718,Paul Pierce,11.378786927123283,7.29610547461247,0,1,9.949848418744498
203491,Peyton Siva,1718,Paul Pierce,30.987189664433107,6.894669145754563,0,1,22.554807482895615
203492,Ray McCallum,1718,Paul Pierce,19.12538218728227,5.987541745088261,1,1,14.527138032514367
203493,Reggie Bullock Jr.,1718,Paul Pierce,17.67310608176924,6.8208882385029925,1,1,13.874829836626054
203495,Ricky Ledo,1718,Paul Pierce,32.28323627793505,11.776936553681299,0,1,25.10603137444624
203497,Rudy Gobert,1503,Tracy McGrady,55.24419934842321,10.482851759283703,0,1,39.577727692224386
203498,Shabazz Muhammad,1938,Manu Ginobili,12.820586343150017,6.287990653735356,0,1,10.534177851854885
203499,Shane Larkin,1718,Paul Pierce,25.125826630836535,8.79310391501243,1,1,19.4093736802981
203500,Steven Adams,1495,Tim Duncan,33.60396498640485,8.033667069233928,0,1,24.654360715395025
203501,Tim Hardaway Jr.,1718,Paul Pierce,14.519114894281234,5.498336402033301,1,1,11.361842421994458
203503,Tony Snell,1718,Paul Pierce,18.29729516707969,6.505394703963027,1,1,14.170130004988856
203504,Trey Burke,959,Steve Nash,26.747996430586678,8.705141952168862,0,1,20.432997363140444
203506,Victor Oladipo,1718,Paul Pierce,14.456548942438562,8.196588112793535,0,1,12.265562652062803
203507,Giannis Antetokounmpo,1503,Tracy McGrady,19.450571181561163,9.12951776144674,0,1,15.838202484521116
203508,Sergey Karasev,1718,Paul Pierce,29.541674157414754,6.0592188114827925,1,1,21.32281478633857
203510,Pierre Jackson,1718,Paul Pierce,33.53583184669394,7.4164065427637,1,1,24.394032990318355
203511,Grant Jerrett,1718,Paul Pierce,40.26035769733633,10.149975679366017,0,1,29.721723991046723
203512,Lucas Nogueira,1503,Tracy McGrady,71.20740709098317,13.454957952125973,0,1,50.99404989238315
203516,James Ennis III,1938,Manu Ginobili,12.221917589469857,4.4262619654551125,1,1,9.493438121064697
203517,Nemanja Nedovic,1718,Paul Pierce,37.74151466126293,9.25999015223095,0,1,27.77298108310174
203518,Alex Abrines,959,Steve Nash,22.39457778804547,5.438812881075932,1,1,16.460060070606133
203524,Solomon Hill,1718,Paul Pierce,11.82487478000652,5.722985836319703,1,1,9.689213649716134
203526,Raul Neto,1718,Paul Pierce,22.71500514338788,7.372158595152225,1,1,17.3450088515054
203527,Ryan Kelly,1718,Paul Pierce,21.202081577232207,6.2796346095333835,1,1,15.979225138537618
203530,Joffrey Lauvergne,1938,Manu Ginobili,9.450527807096465,5.908753917726828,0,1,8.210906945817092
203798,PJ Hairston,1718,Paul Pierce,24.628617986442848,5.547370572535943,1,1,17.950181391575434
203894,Shabazz Napier,1718,Paul Pierce,28.15840919315738,5.357422161855479,1,1,20.178063732201714
203895,Jordan McRae,959,Steve Nash,13.73734941833241,7.947519643601215,1,1,11.710908997176492
203897,Zach LaVine,1718,Paul Pierce,9.692820506981391,7.931743435773305,0,1,9.076443532058562
203898,Tyler Ennis,1718,Paul Pierce,22.448619453904204,6.3876950968153645,1,1,16.82729592892311
203900,Markel Brown,1718,Paul Pierce,18.96403929945527,7.502553878721674,1,1,14.952519402198512
203901,Elfrid Payton,1718,Paul Pierce,23.752291025186953,9.361632805666204,0,1,18.715560648354693
203902,Semaj Christon,1718,Paul Pierce,24.284612039589724,6.9497730076485285,1,1,18.217418378410308
203903,Jordan Clarkson,1718,Paul Pierce,19.819087036569407,7.491177419997235,0,1,15.504318670769148
203906,Devyn Marble,1718,Paul Pierce,31.771242703368987,8.829291123020814,0,1,23.741559650247126
203909,KJ McDaniels,1938,Manu Ginobili,10.086104386228303,5.04988436777031,1,1,8.323427379768006
203910,Nick Johnson,1718,Paul Pierce,45.03543288320849,6.51493966426735,0,1,31.553260256579094
203912,C.J. Wilcox,959,Steve Nash,32.547470908775296,9.111722870230363,0,1,24.34495909528457
203914,Gary Harris,1718,Paul Pierce,19.222643494893937,7.671148958690122,0,1,15.1796204072226
203915,Spencer Dinwiddie,1718,Paul Pierce,22.30812399694364,8.320459712195026,1,1,17.412441497281623
203917,Nik Stauskas,1718,Paul Pierce,17.834260197573627,4.703580034670693,1,1,13.2385221405576
203918,Rodney Hood,959,Steve Nash,22.908291756623324,5.899908497712658,0,1,16.95535761600459
203919,Jordan Adams,1718,Paul Pierce,36.000028636142346,12.627762434945629,0,1,27.819735465723497
203921,Cleanthony Early,1718,Paul Pierce,27.765981295362593,8.07193414370533,0,1,20.873064792282552
203922,Glenn Robinson III,1718,Paul Pierce,12.378882391206622,5.2953360602309445,1,1,9.899641175365135
203923,James Young,1718,Paul Pierce,27.67736100608013,8.695452701966001,0,1,21.033693099640185
203924,Jerami Grant,1938,Manu Ginobili,14.761123997205813,5.251580681499788,0,1,11.432783836708705
203925,Joe Harris,1718,Paul Pierce,22.420522056694313,7.156717048211755,1,1,17.078190303725417
203926,Doug McDermott,1718,Paul Pierce,18.088595718751524,5.1225027191303685,1,1,13.55046316888412
203928,Cory Jefferson,1495,Tim Duncan,16.632572464861994,9.012591568933383,0,1,13.965579151286981
203932,Aaron Gordon,1938,Manu Ginobili,10.3044862108483,5.946461737928827,0,1,8.779177645326484
203933,T.J. Warren,1938,Manu Ginobili,20.29239189091094,7.13767728246531,0,1,15.688241777954971
203934,Lamar Patterson,1718,Paul Pierce,31.31168257157939,11.59356533676532,0,1,24.410341539394466
203935,Marcus Smart,1718,Paul Pierce,19.792630520958536,6.887296339203059,0,1,15.275763557344119
203937,Kyle Anderson,1718,Paul Pierce,20.179018739885613,6.197802829038988,1,1,15.285593171089294
203939,Dwight Powell,1938,Manu Ginobili,22.883316471194295,5.1147632019790255,0,1,16.664322826968952
203940,Adreian Payne,1718,Paul Pierce,18.3024851830446,7.530871394744387,0,1,14.532420357139525
203943,Noah Vonleh,1938,Manu Ginobili,15.149915202793853,6.6831133068777655,0,1,12.186534539223222
203944,Julius Randle,1938,Manu Ginobili,25.383108703057385,10.553885989061635,0,1,20.192880753158875
203946,Cameron Bairstow,1718,Paul Pierce,38.82831749947463,12.486717866558143,0,1,29.60875762795386
203948,Johnny O'Bryant III,1718,Paul Pierce,13.23195972390047,6.245048847039748,0,1,10.786540916999218
203950,Jarnell Stokes,1938,Manu Ginobili,45.632694067792755,13.556274971831124,0,1,34.405947384206186
203952,Andrew Wiggins,1718,Paul Pierce,12.380284781383365,10.450892983286126,0,1,11.70499765204933
203953,Jabari Parker,947,Allen Iverson,21.185542633617263,6.692890502781713,0,1,16.113114387824822
203954,Joel Embiid,1718,Paul Pierce,27.4389441995267,12.614139803330355,0,1,22.250262660857977
203956,Mitch McGary,1495,Tim Duncan,24.89605108407032,9.522978268482113,0,1,19.515475598614447
203957,Dante Exum,1718,Paul Pierce,15.959928731672985,6.8500750794110905,1,1,12.771479953381322
203962,Josh Huestis,1718,Paul Pierce,15.784137531272922,11.000340679516885,0,1,14.109808633158309
203967,Dario Saric,1718,Paul Pierce,23.301017952658743,7.058009366978424,0,1,17.61596494767063
203991,Clint Capela,1495,Tim Duncan,52.852625277639746,9.875713832362498,0,1,37.81070627179271
203992,Bogdan Bogdanović,1718,Paul Pierce,29.5133876284602,5.4551571098348735,1,1,21.093006946941337
203994,Jusuf Nurkić,1938,Manu Ginobili,22.028046736361077,8.102848154861745,0,1,17.154227232836313
203996,Damien Inglis,1938,Manu Ginobili,38.35302503517602,7.074567911436781,0,1,27.405565041867288
203998,Bruno Caboclo,1718,Paul Pierce,31.204734625507445,12.794346023228732,0,1,24.761098614709894
203999,Nikola Jokić,1718,Paul Pierce,21.256021688996157,10.076515285054926,0,1,17.343194447616725
204001,Kristaps Porziņģis,1718,Paul Pierce,12.93176378412428,8.333997497200983,0,1,11.322545583701126
1626143,Jahlil Okafor,1938,Manu Ginobili,21.634401503680248,8.71331101404957,0,1,17.11201983230951
1626144,Emmanuel Mudiay,1718,Paul Pierce,21.526443194593256,7.909567205165006,0,1,16.760536598293367
1626145,Tyus Jones,1718,Paul Pierce,22.823279902478156,8.439129113114767,1,1,17.78882712620097
1626147,Justin Anderson,1938,Manu Ginobili,11.666327787253087,3.8610146819222533,1,1,8.934468200387295
1626148,Anthony Brown,1718,Paul Pierce,26.277446280711157,11.852554365663188,1,1,21.22873411044437
1626149,Montrezl Harrell,1938,Manu Ginobili,42.026341567861884,8.18184269235781,0,1,30.18076696143546
1626150,Andrew Harrison,1718,Paul Pierce,21.643346229461887,6.15173332938293,1,1,16.22128171443425
1626153,Delon Wright,1718,Paul Pierce,23.830021427945095,6.05812220103795,1,1,17.609856698527594
1626154,RJ Hunter,1718,Paul Pierce,45.44749189966875,11.796418258625726,0,1,33.66961612530369
1626155,Sam Dekker,1938,Manu Ginobili,20.01098732145249,7.860574745808905,0,1,15.758342919977235
1626156,D'Angelo Russell,1718,Paul Pierce,24.59549433049582,11.538350407053313,0,1,20.025493957290944
1626157,Karl-Anthony Towns,1718,Paul Pierce,17.87343729219093,12.690774586216813,0,1,16.05950534509999
1626158,Richaun Holmes,1495,Tim Duncan,33.4183405201655,5.409690324364109,0,1,23.615312951635016
1626159,Justise Winslow,1718,Paul Pierce,21.77150827820855,6.166286413852441,1,1,16.30968062568391
1626161,Willie Cauley-Stein,1938,Manu Ginobili,28.4441251189741,5.604505060053457,0,1,20.450258098351874
1626162,Kelly Oubre Jr.,1718,Paul Pierce,17.501363503238814,5.401771463331895,0,1,13.266506289271392
1626163,Frank Kaminsky,1718,Paul Pierce,20.632573488169175,4.443259387222265,0,1,14.966313552837757
1626164,Devin Booker,1718,Paul Pierce,21.08049511033097,12.730961989157404,0,1,18.15815851792022
1626166,Cameron Payne,1718,Paul Pierce,24.834835101015162,6.150330099356035,1,1,18.295258350434466
1626167,Myles Turner,1718,Paul Pierce,16.76917465846293,6.4461638773907755,0,1,13.156120885087676
1626168,Trey Lyles,1718,Paul Pierce,21.932340135783004,4.431769171032505,0,1,15.807140298120329
1626169,Stanley Johnson,1718,Paul Pierce,17.316560223572825,4.365591085237724,1,1,12.78372102515554
1626170,Jerian Grant,1718,Paul Pierce,23.847388394259085,6.408500424401678,1,1,17.74377760480899
1626171,Bobby Portis,1718,Paul Pierce,15.604362123976097,6.397949638324074,0,1,12.382117753997889
1626173,Rashad Vaughn,959,Steve Nash,22.65234427614514,6.826954211873317,1,1,17.113457753650003
1626178,Rondae Hollis-Jefferson,1718,Paul Pierce,20.503098677845728,4.949944879239459,0,1,15.059494848333534
1626179,Terry Rozier,1718,Paul Pierce,22.426019955042747,5.755520890028777,1,1,16.591345282287858
1626181,Norman Powell,1718,Paul Pierce,15.93488637859243,3.8057668561845324,1,1,11.689694545749665
1626185,Jarell Martin,1718,Paul Pierce,15.645475915960425,5.373860385705159,0,1,12.050410480371081
1626191,Chris McCullough,1938,Manu Ginobili,16.414314883263117,8.820126858312843,0,1,13.75634907453052
1626192,Pat Connaughton,1718,Paul Pierce,25.495763941963002,6.734583563462102,1,1,18.92935080948769
1626195,Willy Hernangomez,1938,Manu Ginobili,25.411072792766095,6.936288109718599,0,1,18.944898153699473
1626199,Darrun Hilliard,1718,Paul Pierce,14.03885544328873,7.85333641705109,0,1,11.873923784105557
1626202,Joe Young,1718,Paul Pierce,20.73768107175529,7.572817317033468,0,1,16.129978757602654
1626204,Larry Nance Jr.,1938,Manu Ginobili,24.487232033273482,6.372439738491909,0,1,18.14705473009993
1626209,Mario Hezonja,1718,Paul Pierce,20.488130985248056,3.9686221930578016,1,1,14.706302907981467
1626224,Cedi Osman,1718,Paul Pierce,21.855049384886048,8.22374785019393,0,1,17.084093847743805
1627732,Ben Simmons,1938,Manu Ginobili,41.12108534480179,9.896857401523823,0,1,30.192605564654507
1627733,Dragan Bender,1718,Paul Pierce,20.154763505690315,5.500854734742605,1,1,15.025895435858619
1627739,Kris Dunn,1718,Paul Pierce,21.83168266948642,6.815233549532031,1,1,16.575925477502384
1627740,Henry Ellenson,1718,Paul Pierce,23.903435818198123,10.245845584152747,0,1,19.12327923628224
1627741,Buddy Hield,1718,Paul Pierce,24.376641077619894,8.6534911986679,0,1,18.873538619986697
1627742,Brandon Ingram,1718,Paul Pierce,21.927450277611957,8.849856981922084,0,1,17.350292624120502
1627744,Brice Johnson,1938,Manu Ginobili,40.3296042318001,14.352590102845506,0,1,31.23764928666599
1627745,Damian Jones,1938,Manu Ginobili,75.23978675065136,8.890741497857334,0,1,52.017620912173456
1627746,Skal Labissiere,1718,Paul Pierce,12.64949958074863,5.2685053247874425,0,1,10.066151591162216
1627747,Caris LeVert,1718,Paul Pierce,22.958094709224902,7.737484535565726,0,1,17.63088114844419
1627748,Thon Maker,1718,Paul Pierce,17.39253936227005,4.602774371525398,0,1,12.916121615509422
1627749,Dejounte Murray,1718,Paul Pierce,17.623896801395478,4.963721682481617,1,1,13.192835509775627
1627750,Jamal Murray,1718,Paul Pierce,24.6486953036243,8.683670481057147,0,1,19.060936615725797
1627751,Jakob Poeltl,1938,Manu Ginobili,38.53792403819126,7.883700492821858,0,1,27.808945797311967
1627752,Taurean Prince,1718,Paul Pierce,23.44802692501567,5.3039370377318225,0,1,17.097595464466327
1627753,Zhou Qi,1938,Manu Ginobili,29.566481257035985,15.963760633193363,0,1,24.805529038691066
1627755,Tyler Ulis,959,Steve Nash,27.629658698461963,12.545753608628203,1,1,22.350291917020147
1627756,Denzel Valentine,959,Steve Nash,24.931205386273973,5.121667328956667,1,1,17.997867066212915
1627757,Stephen Zimmerman,1938,Manu Ginobili,30.004336446493898,8.871668192546629,0,1,22.607902557612356
1627759,Jaylen Brown,1718,Paul Pierce,21.997505237548335,6.581901676550537,0,1,16.602043991199107
1627761,DeAndre' Bembry,1938,Manu Ginobili,35.26610646914069,4.4595215722008215,1,1,24.483801755211736
1627763,Malcolm Brogdon,1718,Paul Pierce,24.707417080796127,8.058558610865093,0,1,18.880316616320265
1627767,Cheick Diallo,1938,Manu Ginobili,32.15467664488935,8.228082479427085,0,1,23.780368686977557
1627770,Kay Felder,1718,Paul Pierce,18.629391083374156,9.12611619522475,0,1,15.303244872521864
1627772,Daniel Hamilton,1718,Paul Pierce,37.02923984748317,9.654127815155961,0,1,27.447950636168645
1627773,AJ Hammons,959,Steve Nash,27.030444886313013,7.008443610325611,0,1,20.02274443971742
1627774,Jake Layman,1718,Paul Pierce,28.688844143721663,5.972197118927944,1,1,20.738017685043864
1627775,Patrick McCaw,1718,Paul Pierce,25.989181643004663,7.1165615337630115,1,1,19.383764604770086
1627777,Georges Niang,1718,Paul Pierce,27.401886703726426,9.326120050656952,1,1,21.075368375152113
1627781,Malachi Richardson,1718,Paul Pierce,26.233823298879603,7.63082026165769,0,1,19.722772235851934
1627783,Pascal Siakam,1718,Paul Pierce,25.983697691651845,9.169284049291148,0,1,20.0986529168256
1627785,Isaiah Whitehead,1718,Paul Pierce,25.794586103205223,10.121790631043408,1,1,20.30910768794859
1627788,Furkan Korkmaz,1718,Paul Pierce,24.63970115815488,8.949612628960473,1,1,19.14817017293684
1627789,Timothe Luwawu-Cabarrot,1718,Paul Pierce,21.445877538059158,4.001197334391693,1,1,15.340239466775547
1627790,Ante Zizic,1938,Manu Ginobili,31.8078074885215,7.355509868477663,0,1,23.24950332150616
1627820,Tyrone Wallace,1718,Paul Pierce,34.37857099641704,7.063322332445182,1,1,24.818233964026888
1627823,Juancho Hernangomez,1718,Paul Pierce,17.994296008115573,4.654616656866757,0,1,13.325408235178488
1627824,Guerschon Yabusele,1718,Paul Pierce,30.896734444004547,7.400489462550435,0,1,22.673048700495606
1627826,Ivica Zubac,1938,Manu Ginobili,34.63873510120542,7.600374717912261,0,1,25.175308967052814
1627834,Georgios Papagiannis,1495,Tim Duncan,21.586602372217836,8.585588862482782,0,1,17.036247643810565
1627835,Paul Zipser,1718,Paul Pierce,22.451259484748498,6.083971007490554,1,1,16.72270851770822
1627846,Abdel Nader,1718,Paul Pierce,23.208317137375587,5.070608139713055,1,1,16.8601189881937
1628366,Lonzo Ball,1718,Paul Pierce,20.8784938540749,9.082231291509997,0,1,16.749801957177183
1628367,Josh Jackson,1718,Paul Pierce,21.944146799446212,6.769685345967258,0,1,16.63308529072858
