tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24
963,101160,Lawrence Roberts,2005,2,2006-07,52,207,94,0.4541062801932367,draft,30.670029,-29.507488,-16.079262,44.885895,44.95307,-36.27366,28.710764,-6.268897,-7.872466,23.092575,44.251213,40.04755,19.122349,-24.757462,-39.276108,8.659489,10.387919,57.39327,-12.382145,-37.416626,-14.619989,37.956165,-38.198963,-47.415905
964,101161,Amir Johnson,2005,2,2006-07,5,33,18,0.5454545454545454,draft,29.364082,-11.784515,-3.3090937,31.718578,28.145002,-30.325722,18.591747,-0.12247872,5.8425817,25.348207,34.239525,27.603771,2.590721,-16.763538,-28.124846,14.971287,4.6539307,37.828224,-2.443423,-23.40747,-10.267208,30.18171,-18.530067,-15.1908455
965,101161,Amir Johnson,2005,3,2007-08,55,165,92,0.5575757575757576,draft,32.83007,-23.98339,-15.329436,47.95076,45.91313,-46.815643,26.051744,1.9672351,-11.533678,29.795748,51.742035,40.986477,16.669361,-30.967617,-39.050114,12.113617,13.26391,60.288162,-12.917541,-36.550194,-11.75927,42.386078,-34.752068,-37.26289
966,101161,Amir Johnson,2005,4,2008-09,51,163,97,0.5950920245398773,draft,28.177254,-29.152557,-21.402163,51.224308,52.957558,-34.14803,25.691198,-1.2018347,-4.4675016,20.878183,40.92974,36.212532,18.728848,-23.682205,-37.80341,5.9853916,12.157781,50.51349,-16.233253,-40.13868,-18.134089,43.55114,-39.73842,-39.957462
967,101162,Marcin Gortat,2005,4,2008-09,54,187,106,0.5668449197860963,draft,13.730972,-23.658876,-22.91454,43.671143,25.70625,-42.745064,12.258221,-6.1749253,-4.3250256,27.238012,37.97841,49.647697,14.439756,-31.044678,-22.501621,-4.0207114,11.677201,51.70941,-0.8042908,-19.590904,-34.809204,29.732845,-28.885593,-25.829193
968,101165,Alex Acker,2005,4,2008-09,22,76,30,0.3947368421052631,draft,7.629444,-15.992992,-0.14935529,20.91966,11.304013,-2.4017231,8.165775,7.4101343,4.184332,-6.6648283,1.4164451,18.693138,6.3973627,-1.153587,-9.961158,2.7629333,3.3459477,14.323767,-6.628333,-6.5025606,-26.261854,-3.2568398,-14.215417,-1.4204752
969,101166,Uros Slokar,2005,2,2006-07,10,26,14,0.5384615384615384,draft,4.51666,-16.94729,-11.241977,10.222233,22.585785,-4.889956,-6.315104,8.44389,18.399128,-11.476654,-3.1866937,8.48625,-1.4104953,-5.0626116,-5.2150483,3.266207,-4.238135,4.893777,2.4839394,-18.584589,-9.016348,7.200247,-20.587954,-0.23729467
970,200745,Andrea Bargnani,2006,1,2006-07,65,625,267,0.4272,draft,5.939689,-12.143841,-2.4228454,21.741562,15.765543,-6.464858,8.010462,-6.350774,2.4974194,-4.9341626,6.1408195,15.63285,-1.3807352,-13.242641,-6.0860233,-6.4702587,2.1635766,14.173523,0.43637276,-11.989861,-20.481812,9.161252,-18.030842,-7.954143
971,200745,Andrea Bargnani,2006,2,2007-08,78,722,280,0.3878116343490305,draft,6.0564966,-14.76297,-7.041605,22.152397,13.786936,-7.884677,4.94889,-3.1139657,4.224631,-0.8717387,7.2670107,12.198238,2.6594524,-9.657267,-9.008318,0.611083,2.536177,14.144555,-0.6403064,-9.366724,-17.300327,9.816625,-11.196621,-5.554981
972,200745,Andrea Bargnani,2006,3,2008-09,78,957,431,0.4503657262277952,draft,6.3993196,-16.351015,-7.3176227,25.07706,15.137718,-6.3316684,6.5117116,-4.926978,1.7802792,-2.4232812,9.429737,15.252161,2.940072,-6.006672,-11.452761,0.5772202,1.8238566,18.362356,-0.5433805,-10.157009,-20.760885,8.780827,-11.613909,-7.830537
973,200745,Andrea Bargnani,2006,4,2009-10,80,1141,537,0.4706397896581946,draft,6.4235606,-3.5304358,2.3878944,16.61083,8.259928,-2.0303648,-0.27932215,-1.919992,5.5281987,-9.279727,6.925063,12.598639,-4.2913547,-3.1440578,-8.4542,-5.1571493,3.063354,13.003981,0.51009095,-7.196118,-22.513767,8.87564,-12.734083,-1.4863254
974,200746,LaMarcus Aldridge,2006,1,2006-07,60,479,241,0.5031315240083507,draft,13.158686,-24.159653,-8.587439,29.46474,21.243944,-16.630413,14.432789,-6.9912696,-2.69402,6.3944206,22.02481,25.2515,0.17840528,-11.802116,-20.089855,-0.7976621,3.215845,32.74274,1.0243127,-22.874035,-14.902159,19.581982,-24.093143,-18.423794
975,200746,LaMarcus Aldridge,2006,2,2007-08,76,1158,561,0.4844559585492228,draft,6.248853,-17.526546,-6.2214584,24.916092,21.138721,-7.244035,5.2336526,-2.019083,4.413098,-1.2451067,5.6404114,17.486368,0.61147785,-4.7353907,-8.080053,-0.4575421,-1.6759555,13.48227,0.022463083,-12.556456,-18.713333,6.1875954,-14.875723,-7.1457458
976,200746,LaMarcus Aldridge,2006,3,2008-09,81,1240,601,0.4846774193548387,draft,7.8412943,-18.858952,-9.593842,23.673084,16.971878,-12.262219,8.383625,0.52810454,4.4115977,2.657058,14.631594,14.235974,1.7782066,-13.092978,-11.569631,0.20133394,5.124111,17.78968,0.8826418,-15.78322,-15.135824,15.119764,-15.60689,-11.0671215
977,200746,LaMarcus Aldridge,2006,4,2009-10,78,1166,579,0.4965694682675814,draft,3.681716,-11.280078,-15.2786255,24.618132,14.964763,-13.5406475,7.7452416,-6.038648,2.3327727,3.2875576,10.289854,27.037197,8.613375,-14.199287,-10.023958,-1.105725,5.0346565,24.250221,9.085927,-15.864937,-24.10303,9.643892,-19.178059,-9.900176
978,200747,Adam Morrison,2006,1,2006-07,78,944,355,0.3760593220338983,draft,1.1138453,-2.2748094,-11.429503,10.411369,2.4837818,-5.0307345,15.828451,5.1494913,-1.9018208,-4.5317287,13.929922,11.393875,8.409321,11.829431,5.928031,-9.589099,-1.0403019,21.96334,-7.4825172,-14.761143,-5.1475067,2.223309,-11.018,8.577721
979,200747,Adam Morrison,2006,3,2008-09,49,223,80,0.358744394618834,draft,1.2440333,-10.636779,-2.1832206,10.2763,6.9572277,-3.6030085,-5.301047,-4.473302,9.7343445,-2.5941803,4.2692633,5.628271,-2.2320108,-4.9885073,2.0896149,-11.072639,-3.025867,2.7097692,2.876712,-4.7870536,-11.316088,6.2173495,-7.562865,-1.2654748
980,200747,Adam Morrison,2006,4,2009-10,30,85,32,0.3764705882352941,draft,1.2861046,-0.33471334,-6.3467703,22.124268,11.020497,-3.7071028,11.918325,-0.6029551,5.8369207,-3.0785775,1.8486328,13.273045,7.826787,-6.60943,0.8696234,1.6873224,1.4453993,10.283479,0.5166465,-6.9197598,-24.345846,2.8489547,-6.693995,3.15456
981,200748,Tyrus Thomas,2006,1,2006-07,64,282,134,0.475177304964539,draft,26.496635,-23.320938,-14.591204,43.471924,37.985794,-38.11677,24.962854,0.8954747,-10.195091,23.959827,44.39142,36.03826,14.112754,-27.122305,-33.52453,7.658001,12.663527,51.0942,-8.260215,-33.557373,-12.920742,36.22598,-31.015903,-34.190094
982,200748,Tyrus Thomas,2006,2,2007-08,71,440,186,0.4227272727272727,draft,12.201073,-22.703625,-14.537979,32.08966,29.56643,-19.615604,14.165116,1.0206718,-1.3119218,7.5849075,20.394909,23.196087,6.7539563,-15.630344,-17.301811,4.99067,5.204282,29.952888,-3.3903325,-20.533092,-16.137337,21.251038,-22.854248,-19.295725
983,200748,Tyrus Thomas,2006,3,2008-09,78,682,308,0.4516129032258064,draft,22.192684,-22.788479,-1.0324506,39.233326,36.50751,-16.079716,13.202103,-8.844693,-8.076567,-2.888419,19.745129,28.552166,6.090946,-10.951465,-26.674824,-0.6222149,3.4286976,41.13852,-20.316711,-19.327232,-26.445326,19.898308,-31.461971,-21.49942
984,200748,Tyrus Thomas,2006,4,2009-10,53,420,194,0.4619047619047619,draft,14.827824,-23.940426,-11.438036,25.04776,23.854706,-14.438585,13.481398,-3.868297,0.9689157,1.2530026,20.034023,24.409592,5.142105,-15.911466,-22.657396,3.2880225,7.9498878,33.369293,0.20205176,-25.251575,-15.26511,18.448753,-30.205143,-23.369162
985,200749,Shelden Williams,2006,1,2006-07,73,365,166,0.4547945205479452,draft,9.763714,-22.019436,-16.513538,34.6946,25.020702,-22.294027,3.9485571,-13.486854,-8.88107,1.2644937,19.634663,34.279022,3.0660746,-18.389366,-22.393162,0.103550196,1.4011908,44.352463,0.20559597,-16.807682,-29.415216,18.744413,-24.31651,-12.345941
986,200749,Shelden Williams,2006,2,2007-08,54,212,92,0.4339622641509434,draft,12.946463,-25.85194,-13.994671,25.51001,21.941628,-29.002417,6.436597,6.4428606,3.123693,10.412635,28.29003,27.430307,3.9839149,-24.25613,-17.160337,0.63542914,9.7321205,34.987247,-3.8233888,-19.558847,-16.978416,22.297245,-27.860538,-18.526703
987,200749,Shelden Williams,2006,3,2008-09,41,157,70,0.445859872611465,draft,20.329227,-28.970348,-15.996757,38.58503,36.912384,-29.867012,19.18369,1.4993546,-8.091398,16.116983,33.39135,32.97879,12.918115,-21.721695,-29.002563,6.767802,11.530998,45.686234,-5.9096847,-28.622192,-13.384157,28.952639,-32.10247,-31.262836
988,200749,Shelden Williams,2006,4,2009-10,42,121,63,0.5206611570247934,draft,21.06976,-8.458635,-4.369609,21.512058,17.578438,-15.2259,11.844231,3.9181783,16.180439,11.758249,24.41857,21.339897,-5.6821933,-6.1246314,-23.63818,9.153509,5.3056774,27.091923,7.1893916,-25.734495,-12.795248,24.376484,-21.869228,-6.6771894
989,200750,Brandon Roy,2006,1,2006-07,57,762,349,0.458005249343832,draft,8.571833,-20.53777,-3.7642138,24.29599,19.01801,-11.668463,7.0775366,-3.1764307,0.60719895,-1.9484129,13.298269,17.666893,-3.5715814,-10.967103,-11.358166,-4.6770315,2.012915,21.953455,-1.5947762,-16.06896,-15.891453,14.304443,-21.29653,-9.895799
990,200750,Brandon Roy,2006,2,2007-08,74,1169,531,0.4542343883661249,draft,5.1850653,-13.999382,-10.993551,23.566147,16.181072,-11.00097,5.862129,-7.0874114,2.55578,1.5902628,11.207237,20.916174,5.4345365,-12.474626,-10.510557,-1.461272,4.8739347,21.820784,3.6593664,-12.932386,-21.165571,10.832327,-17.603016,-11.051779
991,200750,Brandon Roy,2006,3,2008-09,78,1314,633,0.4817351598173516,draft,7.443451,-11.228128,-10.24823,28.987743,22.076847,-17.872665,6.345771,-11.349578,-2.7734075,1.7192578,13.461815,30.792845,3.8950543,-8.863502,-10.051445,-9.106895,0.04457265,31.65184,4.8781466,-20.514923,-22.615574,15.108133,-25.255745,-8.589475
992,200750,Brandon Roy,2006,4,2009-10,65,1035,491,0.4743961352657004,draft,9.990496,-13.147808,-3.3592181,23.803131,15.9616585,-6.739267,9.8705635,-3.2858,0.9967692,-5.073374,11.951291,18.24672,0.018265724,-4.359393,-12.897139,-4.6235123,2.2858899,22.671656,-3.8297815,-16.13052,-19.666065,11.883487,-21.144371,-7.747229
993,200751,Randy Foye,2006,1,2006-07,82,688,300,0.436046511627907,draft,9.1972885,-17.826307,-6.659046,27.405031,19.01617,-12.321856,10.454901,-5.6585608,0.94613767,3.9784122,10.911809,22.274757,2.1951828,-8.334029,-11.592157,-4.2574697,1.8817053,22.386175,-3.0138447,-15.145231,-19.11839,13.850143,-20.899061,-9.677286
994,200751,Randy Foye,2006,2,2007-08,39,459,198,0.4313725490196078,draft,5.544041,-16.505695,-6.404377,18.875994,15.006704,-6.242298,2.7685583,-4.344994,2.6453354,-6.8111253,4.700637,14.73255,-0.71721625,-7.590928,-9.87993,0.9787748,-0.4212113,17.240114,1.7100412,-11.026209,-16.860952,6.3014092,-15.320723,-5.9810963
995,200751,Randy Foye,2006,3,2008-09,70,980,399,0.4071428571428571,draft,7.7277317,-16.237526,-6.0908384,23.199299,18.566975,-10.680299,8.144415,-3.6975873,1.4716516,-0.07416949,8.9264765,20.05427,1.8048787,-10.172134,-10.808689,-1.0182958,0.90259814,19.506704,-0.8997159,-13.662821,-18.46442,9.44775,-18.14435,-11.023543
996,200751,Randy Foye,2006,4,2009-10,70,618,256,0.4142394822006472,draft,1.683315,-11.330607,1.9388542,12.670919,5.8320374,1.0433778,0.09892082,-8.012188,5.3896155,-8.951538,0.43016744,9.241924,-8.074938,-3.303542,-1.5647058,-9.445202,-3.6450777,5.8065453,7.0452175,-6.844701,-15.498985,2.5394697,-10.158783,-0.10906851
997,200752,Rudy Gay,2006,1,2006-07,77,755,321,0.4251655629139073,draft,8.600722,-13.232681,-8.16893,28.90741,17.242245,-12.735607,22.52085,-0.17450297,-5.968179,0.9258932,12.450322,27.391094,6.5649095,-0.755917,-7.6844444,-3.052953,-2.417593,29.92672,-8.45001,-18.527187,-20.479523,6.8999214,-20.69984,-5.77512
998,200752,Rudy Gay,2006,2,2007-08,81,1348,625,0.4636498516320474,draft,6.4285574,-15.011934,-10.651054,25.026634,14.265898,-8.188054,16.39737,1.5349052,-3.8126023,-3.298541,18.824314,19.593605,-0.31158042,-5.5759525,-12.134487,-1.0257103,2.3278894,25.113638,-3.8369703,-16.617565,-18.78091,9.009896,-16.099878,-8.706575
999,200752,Rudy Gay,2006,3,2008-09,79,1262,572,0.4532488114104596,draft,5.7588615,-14.210108,-9.5299835,24.809057,20.955902,-13.781292,6.943984,-2.7064369,0.8961537,2.0841932,10.572346,24.702446,3.6162636,-8.958511,-8.957455,-1.2020171,1.6818402,22.505962,3.8930323,-16.01723,-18.725874,9.706248,-20.891434,-10.334375
1000,200752,Rudy Gay,2006,4,2009-10,80,1285,600,0.4669260700389105,draft,12.791843,-19.67033,-3.341724,26.54534,23.189249,-12.080805,5.607298,-6.4909725,-0.25616264,-0.74831265,16.856909,21.799946,0.17176199,-9.109085,-16.718803,-4.6819954,1.8965611,26.036156,-4.4904475,-17.270294,-18.506449,14.260598,-23.730932,-16.474804
1001,200753,Patrick O'Bryant,2006,1,2006-07,14,32,10,0.3125,draft,9.125221,-12.463926,-1.7713938,15.534536,13.468676,-6.2969756,9.282993,-3.424364,8.558617,-0.6807716,12.417412,5.3311357,2.0615485,-14.031738,-6.3480606,0.3983872,1.7271037,6.5527544,2.2288094,-15.757696,-5.747924,9.183266,-10.106009,-13.201763
1002,200753,Patrick O'Bryant,2006,2,2007-08,15,29,16,0.5517241379310345,draft,8.189746,-15.340338,-9.802998,23.427227,15.828659,8.580817,6.36547,-8.075578,16.786562,-18.33,7.2905974,2.7569246,-15.126571,-0.086055756,-17.23205,5.2836733,-0.067096114,12.620337,16.656048,-28.233553,-14.8091135,17.505106,-17.612448,4.3730536
1003,200753,Patrick O'Bryant,2006,3,2008-09,25,83,45,0.5421686746987951,draft,6.248908,-17.665272,-9.661261,19.851053,9.752008,-8.973743,4.313155,-1.1465154,13.801674,3.1113262,13.406058,10.612001,-4.3871536,-7.2237625,-8.978599,-0.2587545,2.0578425,11.862487,5.1022906,-13.451012,-16.214136,15.719557,-11.284083,-6.539935
1004,200754,Mouhamed Sene,2006,1,2006-07,19,49,18,0.3673469387755102,draft,20.667892,-12.420795,-5.276307,18.668161,25.37225,-15.352512,10.497688,-2.0250554,10.59267,8.756262,15.546241,20.027594,14.613546,-12.175093,-19.339523,1.5888469,0.79071057,18.48138,-5.219595,-22.529911,-9.4081955,14.77284,-20.720629,-25.934124
1005,200755,JJ Redick,2006,1,2006-07,42,195,80,0.4102564102564102,draft,-4.153798,-2.0823293,-10.883007,13.231062,11.047449,-6.263103,0.33883393,-7.4351435,5.7565413,-1.5661451,-1.9995093,15.9729805,6.1611595,8.808803,12.489307,-17.451239,-9.642569,11.178953,14.807141,-17.491062,-9.508213,5.755718,-14.087883,7.937891
1006,200755,JJ Redick,2006,2,2007-08,28,108,48,0.4444444444444444,draft,2.9055638,-17.37194,-1.1627063,21.034386,11.982046,-4.792473,5.848275,1.543767,3.0858955,-10.777029,1.6586,10.87479,-6.047841,-9.92728,-1.210931,-7.203069,1.0387764,11.837841,-5.6016645,-8.2916355,-19.342499,7.9134264,-17.89748,4.8020735
1007,200755,JJ Redick,2006,3,2008-09,60,299,117,0.391304347826087,draft,5.704315,-5.2041,-0.13209069,16.896826,8.058902,0.8538742,1.232518,-2.4541202,6.2768507,-12.045536,1.8098465,8.8313675,-2.4204135,0.6426429,-5.6122074,-4.111672,-3.6501412,10.96506,-4.828071,-4.5854597,-22.391638,3.5500698,-7.7889867,6.09632
1008,200755,JJ Redick,2006,4,2009-10,81,553,243,0.4394213381555154,draft,3.6155674,-10.792059,-2.5030408,17.341219,13.688322,-5.2613444,2.0244508,-3.2030053,5.6725407,-5.8217635,2.7678204,18.318726,-2.07861,-0.8647274,-3.4080958,-4.318965,-2.0876882,13.8631525,4.743368,-11.869308,-18.13301,2.7492068,-17.755585,-2.4797168
1009,200756,Hilton Armstrong,2006,1,2006-07,40,125,68,0.544,draft,24.059727,-33.763634,-15.507343,41.22262,41.14988,-32.223366,17.32172,-0.86522007,-3.8002443,19.399376,32.767986,42.271942,16.354748,-17.6732,-33.9843,6.885021,9.794779,50.415874,-11.708174,-28.077255,-22.022476,28.072014,-37.153595,-37.10656
1010,200756,Hilton Armstrong,2006,2,2007-08,56,148,67,0.4527027027027027,draft,25.083569,-28.031544,-17.04503,45.73513,43.39193,-33.14684,24.48236,-5.2077513,-4.621084,19.205757,38.208405,29.702644,14.024812,-30.325602,-30.0903,5.7550545,14.198355,46.741444,-14.663471,-31.433136,-15.593738,39.948204,-34.980442,-34.46144
1011,200756,Hilton Armstrong,2006,3,2008-09,66,244,138,0.5655737704918032,draft,23.79808,-21.026619,-12.86204,34.692394,36.152855,-27.449818,23.606936,-2.2685723,-3.632092,12.277908,30.52362,43.464134,11.760072,-24.529325,-32.06022,4.032623,11.682252,48.976463,-3.747291,-35.598038,-22.647316,25.073524,-43.49977,-34.86438
1012,200756,Hilton Armstrong,2006,4,2009-10,30,79,28,0.3544303797468354,draft,12.316429,-21.26664,-9.044451,34.97742,21.249607,-20.291784,20.274857,-13.078464,-8.296528,10.195629,23.267033,24.325474,0.64042664,-15.080784,-18.15391,5.06491,-1.1887164,34.561516,7.6687155,-22.146742,-13.206536,21.74452,-14.31765,-19.478973
1013,200757,Thabo Sefolosha,2006,1,2006-07,59,256,109,0.42578125,draft,15.851552,-22.385042,-0.11961889,24.886301,26.424263,-11.477464,17.85845,1.8825203,3.6384363,5.99757,13.8665905,25.375734,6.710851,-8.745253,-15.167556,1.9412359,4.24313,22.133825,-7.9186296,-19.704807,-14.385636,8.944132,-28.134796,-23.484076
1014,200757,Thabo Sefolosha,2006,2,2007-08,62,418,180,0.430622009569378,draft,11.888925,-16.04753,-9.556572,28.443924,20.548784,-14.239531,7.7723246,-6.217137,3.6323924,2.9423604,17.188082,17.577255,4.5194755,-17.472256,-16.15718,2.3362505,8.600405,25.647476,-4.7584076,-12.747488,-21.906157,19.43167,-19.133144,-13.774507
1015,200757,Thabo Sefolosha,2006,3,2008-09,64,356,152,0.4269662921348314,draft,9.686062,-13.629115,-9.435184,33.344566,21.857433,-14.672077,16.829346,-5.411788,-2.2291796,6.618611,16.355562,20.76125,2.9184093,-9.383633,-14.301256,0.45092744,3.6613007,26.222713,2.0582287,-19.385284,-18.251057,22.128103,-17.877377,-11.446313
1016,200757,Thabo Sefolosha,2006,4,2009-10,81,441,194,0.4399092970521542,draft,14.132908,-18.19604,-6.087927,27.025328,24.453865,-16.024967,11.27496,-3.3871121,4.225719,7.1628885,18.383362,22.27454,3.023477,-15.676056,-15.861144,-1.191175,5.334988,24.454891,-5.355138,-18.250975,-16.989481,18.171194,-24.122059,-16.718416
1017,200758,Ronnie Brewer,2006,1,2006-07,51,193,102,0.5284974093264249,draft,23.378555,-21.222143,-12.074105,40.73501,38.4526,-35.59703,21.333488,3.4966302,-8.531506,20.960089,34.20764,42.45768,11.421595,-24.177576,-29.573631,7.2523017,10.66502,47.933777,-3.6295166,-30.36079,-18.283798,27.782606,-34.090137,-28.00093
1018,200758,Ronnie Brewer,2006,2,2007-08,76,633,354,0.5592417061611374,draft,18.945522,-28.750088,-19.99737,44.975,40.282745,-31.375694,19.7327,1.1268928,-7.172261,17.129984,34.670986,38.149765,11.833829,-23.383087,-30.371948,5.082257,13.327553,48.62827,-6.9834275,-30.13783,-23.071205,32.328968,-35.411278,-29.112349
1019,200758,Ronnie Brewer,2006,3,2008-09,81,825,421,0.5103030303030303,draft,22.573338,-9.836271,-8.795034,41.769657,38.561325,-23.347202,3.0838945,-2.398373,-14.617012,-1.3543856,34.89003,28.375507,10.652754,-18.181078,-35.330284,-0.14067626,13.106838,50.49428,-10.975643,-23.44733,-28.18316,36.573174,-29.109688,-22.150269
1020,200758,Ronnie Brewer,2006,4,2009-10,58,428,209,0.4883177570093458,draft,17.150436,-19.82219,-17.372631,39.439617,37.58339,-32.076637,21.042206,-2.6284761,-7.381004,17.153673,27.713978,39.334797,11.53721,-20.825394,-21.720804,2.4619153,7.519607,45.030754,-4.3803635,-29.620804,-18.43246,28.814913,-35.15196,-24.740974
1021,200759,Cedric Simmons,2006,1,2006-07,36,132,55,0.4166666666666667,draft,15.315198,-21.935324,-5.7675858,35.26892,23.755848,-18.959974,17.95541,-10.100887,-1.6430656,7.413938,27.828587,15.185522,-1.9782064,-21.45582,-17.533825,1.3762041,6.014353,29.310997,-3.019839,-21.262966,-12.275728,26.938711,-18.492619,-18.409935
1022,200759,Cedric Simmons,2006,3,2008-09,8,25,11,0.44,draft,21.825102,-0.4440596,0.84716487,14.962096,14.933443,-13.626285,7.224286,2.7603426,20.562927,11.117256,17.057117,15.735558,-9.861,-2.825263,-17.210018,12.825677,-4.068776,15.046892,9.16124,-19.436726,-9.912201,15.828661,-8.988667,3.7212455
1023,200760,Rodney Carney,2006,1,2006-07,62,389,182,0.467866323907455,draft,10.315565,-15.706297,-9.7725,26.252365,22.255556,-15.2175865,10.486397,-0.89106655,3.1454518,3.025811,15.348471,18.076038,2.7163072,-14.9763975,-13.020362,2.3540354,5.385441,23.075838,-1.7028761,-17.116364,-17.409386,18.466475,-19.733892,-12.684242
1024,200760,Rodney Carney,2006,2,2007-08,67,392,158,0.4030612244897959,draft,11.439209,-15.469484,-4.703768,20.333656,16.608833,-10.490864,9.115122,-2.2477212,5.16263,1.0878183,12.141312,15.54553,-0.015086889,-11.137929,-12.05155,2.061693,3.2119305,18.378036,1.4775305,-16.15361,-11.258282,12.658327,-18.886583,-9.866032
1025,200760,Rodney Carney,2006,3,2008-09,62,423,176,0.4160756501182033,draft,6.753971,-10.694794,-11.414055,21.950542,15.461639,-17.305653,11.879728,-3.5997992,0.16141677,4.99088,12.317045,25.53748,6.9009323,-13.449737,-8.049394,1.1568118,4.4028034,28.67643,3.497802,-15.519102,-17.099323,11.988976,-22.206493,-8.811883
1026,200760,Rodney Carney,2006,4,2009-10,62,281,113,0.4021352313167259,draft,8.237463,-15.190571,-8.205278,19.04445,17.883799,-9.209238,7.8246775,-0.67036426,1.8254118,-5.4135723,11.720653,19.780285,2.5433755,-9.997605,-13.896439,3.4863436,4.423962,24.534847,5.509455,-21.770437,-13.882269,8.137953,-23.605347,-11.323084
1027,200761,Shawne Williams,2006,1,2006-07,38,160,75,0.46875,draft,9.877065,-11.096026,0.215778,15.080116,6.715484,-10.16653,8.37295,-2.5422285,14.338893,6.2062035,13.43798,14.438633,-8.248446,-11.124895,-6.385146,1.6873591,1.3405409,12.080036,4.8361635,-9.339816,-17.014797,10.5158825,-11.619846,-5.555535
1028,200761,Shawne Williams,2006,2,2007-08,64,371,159,0.4285714285714285,draft,8.993031,-9.594726,-1.8837764,18.99763,14.505069,-3.156835,-0.52573895,-5.52159,8.537087,-5.828748,6.0462723,12.605974,-5.1550217,-3.9631333,-11.01915,2.4109807,0.11490628,14.027203,4.0931735,-9.065379,-18.896759,7.821931,-12.603581,-0.17054892
1029,200761,Shawne Williams,2006,3,2008-09,14,56,16,0.2857142857142857,draft,14.317312,-16.280388,-8.787643,17.603207,18.855097,-20.117504,6.944909,4.198383,2.6242423,3.1246605,21.604263,19.145988,5.9000053,-14.056904,-17.313032,7.4033794,3.7813454,28.088543,1.8079596,-23.514366,-5.822667,13.889229,-20.495775,-17.998413
1030,200762,Oleksiy Pecherov,2006,2,2007-08,31,125,44,0.352,draft,7.7937756,-2.761611,-0.3966049,9.738929,7.5733657,-3.2503798,6.4119825,-5.998188,10.699886,-1.1783531,-1.8919153,17.08745,-0.40337682,-0.37440884,-4.991235,-0.7431537,-4.5319595,9.620951,7.7636323,-13.021448,-14.661722,1.1245041,-13.221534,-0.7699785
1031,200762,Oleksiy Pecherov,2006,3,2008-09,28,101,39,0.3861386138613861,draft,5.6876984,-14.304508,-0.52408266,15.86092,8.632944,-7.24389,6.4132586,-3.7624772,8.352235,1.7301011,4.941843,12.339813,-4.786885,-3.723197,-1.9223785,-1.6418228,-2.9455411,10.897425,0.67837477,-6.9428844,-12.077992,6.5038214,-11.223209,-2.5429468
1032,200762,Oleksiy Pecherov,2006,4,2009-10,41,188,77,0.4095744680851064,draft,7.430452,-12.207451,-10.206944,24.834835,17.14175,-11.040776,9.303382,4.9003396,0.45087492,-4.0079155,12.102573,15.650967,4.963846,-9.448206,-11.009224,3.6309955,4.3646784,21.859928,-3.8628714,-13.351934,-18.404263,12.44229,-15.914037,-5.3400373
1033,200763,Quincy Douby,2006,1,2006-07,33,126,48,0.3809523809523809,draft,8.233383,-4.821716,0.355856,21.71161,8.530552,1.4204955,6.678838,-2.2364457,4.917765,-13.421706,7.715969,3.1965804,0.25162005,-5.9023633,-9.721701,-0.31354457,6.689761,12.313579,-3.2727017,-7.4945154,-21.198353,11.210199,-9.317853,-0.3957126
1034,200763,Quincy Douby,2006,2,2007-08,69,335,132,0.3940298507462687,draft,5.115062,-15.058644,-8.378357,19.22042,13.070615,-8.27456,4.0412416,-5.2395744,3.3596547,-0.3529568,5.2332716,18.297718,5.3568325,-5.0510507,-8.427687,-0.33830726,1.6841191,18.903233,3.4713802,-11.081812,-17.026598,6.2416854,-15.679985,-6.822299
1035,200763,Quincy Douby,2006,3,2008-09,26,110,42,0.3818181818181818,draft,3.6832678,-13.71969,-2.5195842,13.894175,7.1266894,-7.582716,4.7179565,-2.0949569,10.7312,-4.2882633,5.286561,10.148799,-2.5418003,-14.844357,-0.6905214,-8.583232,2.6711636,7.75317,0.3951527,-9.602579,-16.299438,8.052317,-15.819013,-6.4228354
1036,200764,Renaldo Balkman,2006,1,2006-07,63,274,139,0.5072992700729927,draft,34.225533,-23.960201,-10.742183,43.403164,45.878338,-42.55819,30.428705,0.12423611,-9.083429,26.277748,46.722664,46.30195,17.5805,-32.119286,-38.87509,5.940991,14.660557,59.265877,-17.031157,-39.65923,-16.039303,37.74273,-45.681892,-43.609856
1037,200764,Renaldo Balkman,2006,2,2007-08,59,186,91,0.489247311827957,draft,28.702677,-24.479353,-21.377916,45.995472,46.200253,-50.18306,18.807148,1.7894855,-12.403094,28.209276,49.328186,50.10365,17.274193,-35.282906,-39.442165,13.610087,13.584128,66.759514,-10.247969,-33.328835,-21.861038,36.95571,-36.996063,-34.435463
1038,200764,Renaldo Balkman,2006,3,2008-09,44,196,110,0.5612244897959183,draft,32.110107,-33.97837,-16.366756,48.77729,43.556107,-39.752033,27.363382,-0.10662031,-6.5408487,27.979015,46.83429,47.367977,19.167755,-24.699833,-42.29603,4.4721713,17.557346,61.055115,-16.92265,-36.536263,-21.008326,41.901516,-46.545517,-44.629166
