tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24
65,1901,Dion Glover,1999,2,2000-01,53,335,141,0.4208955223880597,draft,15.544064,-22.984531,-8.30499,30.513187,21.088068,-20.151169,20.073784,7.378315,-2.8238225,9.221437,25.041656,26.14032,7.8838735,-9.823931,-16.049452,2.6076002,4.273165,31.987919,-17.67263,-16.18875,-17.864971,11.36949,-21.164242,-15.956121
66,1901,Dion Glover,1999,3,2001-02,54,455,192,0.421978021978022,draft,11.699657,-17.988241,-12.861559,30.849201,26.760965,-21.415712,13.645236,-3.8812344,-2.7272918,11.008389,17.58831,27.331333,8.389485,-11.717094,-14.334206,-3.3514583,2.8848433,30.17403,-2.790624,-21.781284,-16.22666,21.39385,-24.48508,-16.278128
67,1901,Dion Glover,1999,4,2002-03,76,647,277,0.4281298299845441,draft,11.472235,-16.41713,-10.063027,25.836842,20.16312,-17.201641,5.130353,-2.2813315,1.645925,3.3728411,17.66272,22.49997,5.482577,-15.76992,-16.475208,0.77544063,6.710462,28.413857,-3.7480567,-13.270531,-21.122604,16.40252,-21.289803,-14.127985
68,1902,Jeff Foster,1999,2,2000-01,59,213,100,0.4694835680751174,draft,10.7339325,-20.606007,-6.276976,29.697592,9.209729,-15.795475,2.734211,-17.143318,1.2386624,7.340218,18.293154,28.040264,-12.582088,-9.377546,-18.622757,2.9647694,-2.936261,35.595924,13.0548725,-8.034794,-26.987839,14.108088,-10.004264,1.2110729
69,1902,Jeff Foster,1999,3,2001-02,79,393,177,0.4503816793893129,draft,18.658352,-13.564894,5.739497,15.698855,11.376926,-6.1281962,8.1421,-4.4435444,18.597702,8.842234,7.1307993,19.602455,-3.7015224,-0.428631,-15.662151,3.2251205,1.1601337,15.022229,-2.7519948,-9.82196,-18.391712,9.298746,-17.36937,-5.963168
70,1902,Jeff Foster,1999,4,2002-03,65,177,64,0.3615819209039548,draft,9.333166,-15.046649,-7.921714,26.406242,17.564909,-12.364149,7.965951,-11.283489,3.8927867,8.548847,13.748005,23.804832,1.1963077,-10.401361,-14.353674,3.692017,-1.2033364,22.763039,9.396569,-10.647112,-21.724537,11.44149,-10.351042,-12.463424
71,1903,Kenny Thomas,1999,1,1999-00,69,531,212,0.3992467043314501,draft,14.326991,-13.649107,-9.663676,27.552994,23.369791,-21.878183,12.144224,-3.5258815,-2.5391045,8.670986,20.26964,25.661282,6.7850485,-15.117125,-18.079044,-0.5420721,4.157177,32.606552,-4.8826113,-20.087845,-17.089722,20.891245,-22.927574,-15.226058
72,1903,Kenny Thomas,1999,2,2000-01,74,465,206,0.443010752688172,draft,15.958611,-15.424672,-12.036597,32.620842,27.478075,-23.109787,18.16254,-3.8640492,-4.1557684,8.453569,25.979908,24.33823,6.7842746,-20.23475,-20.492493,1.6704512,8.31184,36.62421,-6.0125976,-24.637955,-16.222813,27.724226,-26.407774,-19.745678
73,1903,Kenny Thomas,1999,3,2001-02,72,828,396,0.4782608695652174,draft,13.286547,-24.685772,-13.581284,32.226303,22.976366,-21.82174,13.771263,-2.810556,-0.23152101,13.1016035,26.373524,23.385414,6.7282915,-17.067436,-20.525307,0.9570691,7.8126373,31.964542,-3.282347,-19.98002,-16.771667,24.653921,-20.729614,-21.713863
74,1903,Kenny Thomas,1999,4,2002-03,66,559,260,0.4651162790697674,draft,21.067047,-23.742455,-12.480879,35.943108,36.181953,-29.373774,14.771633,1.3647264,-1.6650655,18.537083,28.246696,32.111256,14.24132,-18.09315,-25.289309,5.1987777,7.3814483,37.786957,-12.225574,-22.987701,-17.284113,25.257332,-27.591072,-28.314903
75,1904,Devean George,1999,1,1999-00,39,143,56,0.3916083916083916,draft,15.631365,-22.565315,-8.676076,35.796345,34.317505,-14.013404,4.2114086,-9.707603,-7.5224476,-11.191034,12.583935,17.314714,0.8908451,-13.842648,-22.400269,6.719225,3.069016,38.092293,-9.331746,-16.982689,-18.15956,23.00993,-25.887054,-7.618808
76,1904,Devean George,1999,2,2000-01,51,207,64,0.3091787439613526,draft,8.435969,-19.458494,-2.0813038,22.411835,13.892872,-10.801258,8.930069,-10.987059,-4.9694986,3.3834968,12.096139,17.438797,-0.5943948,-2.893119,-9.563041,-5.857973,-5.5127497,21.752748,6.1417522,-14.373865,-6.861435,12.017048,-13.169524,-12.392324
77,1904,Devean George,1999,3,2001-02,81,519,215,0.4142581888246628,draft,8.733584,-20.107292,-5.595684,21.72146,20.697496,-11.067445,5.689801,-0.46484518,2.7969215,-0.466918,6.6505938,18.134808,0.53741574,-8.459663,-10.518631,2.3190784,0.6307903,19.483246,-1.535181,-13.040743,-14.284811,10.280045,-19.679317,-7.393365
78,1904,Devean George,1999,4,2002-03,71,460,180,0.391304347826087,draft,9.687445,-16.74484,-2.2256682,20.542524,21.993904,-16.087353,2.0940032,-4.5230994,-4.5442486,6.5804615,10.944789,23.717766,2.89578,2.4351342,-2.5837936,-14.31442,-8.673531,23.761253,-3.9169106,-15.833359,-8.212172,11.340103,-21.376003,-4.661998
79,1905,Andrei Kirilenko,1999,3,2001-02,82,633,285,0.4502369668246445,draft,24.212261,-23.404724,-13.586888,39.426395,39.174454,-32.013985,20.71265,-2.4931386,-4.022046,20.44463,32.467056,34.439526,13.570836,-23.12091,-29.31464,6.3555775,9.976727,44.900192,-13.736379,-26.527006,-17.687603,32.34282,-32.358177,-31.249075
80,1905,Andrei Kirilenko,1999,4,2002-03,80,640,315,0.4921875,draft,16.274996,-17.485676,-20.418882,40.656563,36.460564,-30.311049,12.410245,-4.358287,-9.466646,12.704899,26.501398,39.327423,15.813262,-20.978798,-27.466377,6.779112,8.874971,49.286407,-5.6369133,-22.300812,-27.277546,25.991272,-29.240654,-20.554237
81,1906,Tim James,1999,2,2000-01,23,52,16,0.3076923076923077,draft,6.359557,-16.415335,2.8507676,15.54501,11.94976,-7.529249,4.535127,-2.5598137,0.66866887,-10.409519,9.285034,11.081218,-14.666597,-9.745068,-6.0007343,-0.13215923,-2.9881434,17.685932,9.686808,-17.089537,-4.5116673,7.343932,-18.503702,-0.6690867
82,1907,Vonteego Cummings,1999,1,1999-00,75,655,265,0.4045801526717557,draft,7.966369,-11.831989,-2.9453268,18.135767,14.421291,-4.461138,6.307371,-5.3653197,5.5301476,-4.589514,4.94794,14.21221,0.32320595,-7.4195895,-9.424193,0.12851375,1.4020746,14.341233,1.1380943,-12.386237,-16.634693,6.7394257,-16.173706,-8.776939
83,1907,Vonteego Cummings,1999,2,2000-01,66,516,178,0.3449612403100775,draft,7.5519495,-12.153151,-1.1829919,18.346565,17.076454,-5.1818094,6.7842913,-5.032282,3.377092,-3.870613,3.2779453,17.274372,3.1191134,-8.970173,-7.0661716,3.4188423,0.15935123,14.116859,-1.60919,-7.8463707,-19.31855,0.19029516,-14.99535,-10.236754
84,1907,Vonteego Cummings,1999,3,2001-02,47,187,78,0.4171122994652406,draft,7.5552707,-15.2300415,-2.2336986,17.848251,15.3756275,-5.7719364,11.074949,1.739412,5.2342567,-0.52732843,7.565538,15.74327,0.7795205,-6.280445,-8.154312,-0.14061451,1.7646742,11.44661,5.1014853,-16.62581,-11.71432,6.1463447,-17.83215,-13.520501
85,1908,Jumaine Jones,1999,1,1999-00,24,58,22,0.3793103448275862,draft,1.2911156,-14.466715,-11.5072975,15.057888,11.413624,-7.9558663,-3.3193707,4.8277535,12.254765,-1.461371,8.603433,15.659908,5.686098,-14.9194565,-4.249292,-3.6249466,6.0445423,8.25194,9.649167,-8.311316,-21.449335,4.4837637,-12.882103,-8.357434
86,1908,Jumaine Jones,1999,2,2000-01,55,274,122,0.4452554744525547,draft,10.727978,-17.600592,-5.9592466,20.51749,18.958466,-12.27825,11.394581,-0.57504594,2.0094848,1.1165121,12.616549,20.279377,1.317435,-14.991579,-13.581978,2.366064,4.807987,22.567118,2.5542614,-18.264742,-13.107166,11.921955,-23.153576,-14.048672
87,1908,Jumaine Jones,1999,3,2001-02,79,639,286,0.4475743348982786,draft,6.393902,-9.564234,-5.5409775,20.71474,15.607592,-5.777671,9.565164,-1.1461228,7.6982036,-2.7934866,5.047085,16.886204,-1.9859487,-2.979546,-5.415118,0.6383485,-1.0303512,14.057954,3.0976238,-15.998503,-17.506214,5.5070252,-15.666285,0.24242783
88,1908,Jumaine Jones,1999,4,2002-03,80,708,308,0.4350282485875706,draft,6.6794662,-12.5811615,-0.7773173,16.572058,12.199022,-3.8971562,6.7202063,-0.9970657,9.299898,-2.5321555,5.664061,11.160969,-3.2237518,-7.9199295,-5.373167,0.12248129,2.049441,9.065881,4.7685175,-11.278431,-12.984573,6.903711,-14.767754,-6.498967
89,1909,Scott Padgett,1999,1,1999-00,37,140,44,0.3142857142857143,draft,9.754872,-12.312341,-2.6445048,16.564135,19.406143,-6.618783,6.2951584,-4.123258,6.3869753,-2.0846455,4.9971886,13.03605,5.0932965,-15.524099,-9.187178,0.760442,3.17724,12.90505,-1.8817518,-11.657036,-14.016552,8.208233,-17.653023,-11.526732
90,1909,Scott Padgett,1999,2,2000-01,19,42,18,0.4285714285714285,draft,17.24359,-19.352016,-12.684703,41.57187,33.74388,-18.003447,10.636251,-12.929131,-2.6838489,5.588493,18.614502,26.013111,13.990887,-18.766737,-23.057062,9.7961645,6.494952,35.740147,-9.796043,-11.829117,-29.345947,21.219154,-19.818226,-21.295977
91,1909,Scott Padgett,1999,3,2001-02,71,395,188,0.4759493670886076,draft,10.883597,-21.157654,-11.652975,37.227493,32.036274,-21.18039,20.298004,1.5168529,-6.463371,5.8330393,17.257246,32.65688,5.421373,-13.782057,-14.054289,-1.4195924,3.331596,33.601166,-5.0814795,-23.72077,-23.425663,18.036076,-29.25795,-16.220303
92,1909,Scott Padgett,1999,4,2002-03,82,423,170,0.4018912529550827,draft,9.02204,-17.011787,-5.527953,25.232056,22.127346,-11.080797,14.243559,-0.52630925,0.10065627,0.26854062,7.488064,20.87889,2.1645873,-6.6336665,-7.720542,-0.9419225,-1.4838221,19.974586,-5.2834206,-15.914904,-16.590456,8.523187,-20.164993,-8.731961
93,1910,Leon Smith,1999,3,2001-02,9,26,10,0.3846153846153846,draft,19.132267,-24.79617,-8.12224,33.71169,22.524889,-34.084602,12.391457,5.875265,4.9447737,21.310503,37.16603,26.674805,6.025714,-24.927813,-19.777752,-1.9621059,13.404465,34.714497,-8.333801,-20.759155,-14.666781,31.15928,-25.949692,-21.967157
94,1911,John Celestand,1999,1,1999-00,12,45,15,0.3333333333333333,draft,18.42514,-10.8653965,-2.9477124,24.52005,20.955261,-12.964651,-0.49081922,-9.995895,1.7640179,-2.7594686,21.702251,9.37385,4.396803,-13.663127,-19.753422,1.0386604,3.122237,24.8406,-3.824503,-13.680056,-11.201204,19.736866,-13.008843,-13.49085
95,1913,Michael Ruffin,1999,1,1999-00,56,138,58,0.4202898550724637,draft,24.634861,-29.128204,-11.19077,44.39446,32.79902,-38.263325,21.608175,3.9244134,-8.731801,27.692308,45.238106,34.057537,12.9005165,-25.405804,-30.270088,7.052287,17.030628,49.681545,-7.4282107,-25.140247,-13.152121,35.363037,-27.911095,-30.873692
96,1913,Michael Ruffin,1999,2,2000-01,35,90,40,0.4444444444444444,draft,24.789986,-38.530212,-19.794727,49.86981,35.751938,-45.269634,18.550003,2.1364381,-10.753442,31.423712,52.160744,41.97315,16.975672,-29.907473,-36.36343,9.37675,18.812,62.446514,-9.321872,-23.881866,-20.328331,39.83716,-31.284752,-36.83379
97,1913,Michael Ruffin,1999,3,2001-02,9,26,7,0.2692307692307692,draft,23.068016,-15.670739,-6.250642,28.679718,27.84285,-29.167236,16.224655,0.011559367,-1.5746725,18.226322,30.34586,23.560493,9.771798,-21.71662,-22.595512,11.086478,5.1175957,34.53531,-4.8213444,-21.74553,-6.0147696,24.053665,-18.551996,-21.816645
98,1914,Chris Herren,1999,1,1999-00,40,124,45,0.3629032258064516,draft,11.674234,-14.724331,-1.2215986,23.108986,18.381756,-12.078124,13.562492,-6.059318,3.7443483,4.4802837,9.96734,22.133293,4.552993,-17.49234,-8.838964,-2.2005076,4.858112,18.522074,-5.1628084,-11.160858,-21.114178,8.170785,-21.442207,-16.070238
99,1914,Chris Herren,1999,2,2000-01,21,96,29,0.3020833333333333,draft,7.5480175,-3.9861555,-3.8088672,13.584654,11.201647,-1.7328042,9.909503,-5.9005737,9.197731,-3.436971,-2.6878834,7.536945,0.4496652,-3.3138058,-6.066818,4.1094213,-1.923811,9.700614,4.3758163,-13.031319,-9.863467,10.691952,-11.133064,1.9807183
100,1915,Evan Eschmeyer,1999,1,1999-00,23,72,38,0.5277777777777778,draft,24.899519,-25.037355,-11.698425,40.115723,34.41239,-43.82521,18.618694,8.2006035,-3.263474,22.811954,45.007484,36.54731,7.2619944,-30.492119,-27.722162,0.3048563,13.953899,47.80175,-12.078245,-32.978905,-14.797369,36.699738,-36.07512,-27.405247
101,1915,Evan Eschmeyer,1999,2,2000-01,63,200,92,0.46,draft,30.162346,-24.41337,-16.449774,34.85981,40.372326,-32.48063,24.085667,1.376677,-6.5763545,13.415268,40.645546,41.79594,16.036587,-25.779001,-41.524796,12.81992,13.646904,60.980644,-4.038346,-42.997116,-11.323103,32.170986,-46.52587,-38.33788
102,1915,Evan Eschmeyer,1999,3,2001-02,20,50,21,0.42,draft,33.45931,-25.705345,-15.832672,47.718147,47.882545,-48.45336,26.187088,1.2314966,-12.942146,30.841053,51.36808,41.589954,17.754234,-32.163094,-39.91378,15.129747,12.295669,63.243908,-13.425714,-35.819958,-10.671614,42.915627,-34.79593,-38.35105
103,1916,Calvin Booth,1999,1,1999-00,10,46,16,0.3478260869565217,draft,17.275091,-7.149536,1.835115,15.181145,14.128269,-16.06798,8.889677,0.043862104,8.922456,10.924719,15.489883,12.604811,-0.5113994,-11.611599,-12.383171,10.883864,-1.3804165,15.444197,3.0224133,-13.149929,-4.584899,12.12739,-6.49741,-5.2367325
104,1916,Calvin Booth,1999,2,2000-01,51,252,120,0.4761904761904761,draft,13.1526375,-20.86277,-5.3624787,22.109358,17.035675,-15.68503,6.9458175,0.8250282,12.545173,9.753414,13.051939,21.199085,-0.10470986,-12.55727,-13.151932,0.17589653,4.4176826,19.361553,-3.037103,-13.092257,-16.896301,16.132534,-20.959757,-8.675698
105,1916,Calvin Booth,1999,3,2001-02,15,82,35,0.4268292682926829,draft,6.5091314,-25.333017,-7.8401847,22.204147,11.345285,-0.9636042,4.7884393,-12.766119,7.396494,-7.900566,9.79546,4.346248,-1.7170117,-9.630524,-11.868711,-0.335924,3.6970186,16.029903,0.27692914,-11.834732,-12.513251,14.403635,-13.595045,-10.250611
106,1916,Calvin Booth,1999,4,2002-03,38,119,52,0.4369747899159664,draft,10.983562,-12.14062,-5.820785,25.560726,22.587364,-16.8466,11.1124,7.0146937,5.3467703,3.8131154,18.237965,12.192247,-1.42531,-15.789412,-8.968929,3.6449633,5.364166,16.56857,-0.22746694,-18.749264,-11.007371,20.421127,-16.813046,-7.321849
107,1917,Wang Zhi-zhi,1999,3,2001-02,54,248,109,0.439516129032258,draft,5.2471576,-8.453009,-3.827312,23.754131,15.370424,-8.863566,7.173788,-3.83508,0.2099905,-5.876631,6.8346505,16.181728,-1.7938505,-10.935852,-5.994101,-2.0649765,1.6861898,17.505878,1.2541848,-10.019085,-22.559958,10.610598,-14.890874,-3.1497178
108,1917,Wang Zhi-zhi,1999,4,2002-03,37,162,62,0.382716049382716,draft,16.701176,-18.616491,-4.9051466,24.36556,22.830662,-14.131462,10.331081,-6.042283,-0.44089752,4.8799243,15.792466,21.101824,8.190812,-12.489939,-20.115608,5.113483,2.6880238,28.00132,-6.746873,-14.579674,-15.362974,12.335522,-18.341093,-17.636143
109,1918,Obinna Ekezie,1999,1,1999-00,32,88,41,0.4659090909090909,draft,21.644726,-7.92772,-1.5862567,23.411266,18.908659,-19.468729,11.742773,0.05762565,11.95845,16.767218,25.016396,16.395042,2.2022963,-10.791199,-18.182848,8.866562,2.168861,20.539436,1.4437425,-17.466358,-8.96535,21.508686,-10.638809,-12.249019
110,1918,Obinna Ekezie,1999,2,2000-01,25,81,32,0.3950617283950617,draft,7.227617,-13.08777,-0.70670575,15.333176,12.117558,-12.084508,6.3512897,8.096335,13.411554,3.6641397,10.565832,11.664707,-10.18779,-10.049786,-2.037376,1.4242473,0.5135994,8.42779,7.14504,-12.053392,-9.477625,12.454979,-14.191555,-1.1947118
111,1918,Obinna Ekezie,1999,3,2001-02,18,39,13,0.3333333333333333,draft,7.2723103,-19.897783,-8.65205,21.057018,6.597454,-10.457959,1.9416451,-4.595869,8.139919,7.014717,15.490746,13.743093,5.129017,-13.336609,-11.110835,1.0857756,6.5852623,15.976547,7.3197174,-5.3084,-17.829208,8.519773,-5.6882577,-10.31231
112,1919,Laron Profit,1999,1,1999-00,21,59,21,0.3559322033898305,draft,2.4790149,-3.2479155,-0.62828207,18.89211,7.2552876,-10.534842,10.796799,-0.8662696,3.4475946,5.868004,5.7240286,17.116331,-2.1171205,-9.456648,0.98831797,2.4075038,0.16848242,9.115068,16.56173,-10.165885,-12.790558,3.3356583,-6.3512692,2.180237
113,1919,Laron Profit,1999,2,2000-01,31,142,56,0.3943661971830985,draft,11.682104,15.596788,0.19060135,21.667686,19.144367,-14.281927,-5.819198,3.1903496,-7.213087,-7.2626896,22.76699,19.111143,7.4884224,-14.495628,-16.895248,3.613801,9.253443,30.668417,0.76125515,-5.733906,-29.449123,19.862942,-9.093283,-7.392625
114,1921,Gordan Giricek,1999,4,2002-03,76,803,350,0.435865504358655,draft,8.248407,-8.891223,-5.2226934,23.23384,15.924279,-9.813703,1.3498518,-7.2070103,0.63840616,-4.407875,8.476576,19.666967,1.3462224,-8.349594,-11.391515,-2.1205823,1.6570699,21.638353,1.7619567,-10.620813,-21.537754,9.814875,-16.803894,-6.103478
115,1924,Lee Nailon,1999,2,2000-01,37,136,66,0.4852941176470588,draft,10.869783,-19.870829,-11.914513,22.354362,18.050047,-11.107814,11.422316,1.4574306,4.029629,0.22136772,18.738,22.153316,3.7163944,-13.76104,-19.201797,2.437018,8.493261,27.05944,8.049255,-25.984959,-14.462101,15.757046,-26.891094,-17.490557
116,1924,Lee Nailon,1999,3,2001-02,79,764,369,0.4829842931937173,draft,11.284327,-21.902592,-7.978865,27.545006,23.099155,-10.2563505,7.9046044,-2.6611679,5.2291546,-1.840282,10.507885,18.13289,4.487845,-13.878851,-15.364433,1.4004273,7.555098,22.068413,-5.9352913,-15.530554,-20.966625,14.572474,-24.47063,-12.438889
117,1924,Lee Nailon,1999,4,2002-03,34,190,84,0.4421052631578947,draft,14.311085,-17.564152,-7.809243,19.31934,20.173775,-18.757133,8.336522,6.638219,3.7832963,2.7339993,20.377594,21.33907,2.1153393,-15.336232,-16.89738,6.4205256,6.181493,28.573494,2.6990223,-23.424261,-6.8664846,15.797903,-26.863705,-14.015259
118,1928,Todd MacCulloch,1999,1,1999-00,43,161,89,0.5527950310559007,draft,22.670553,-19.393173,-11.765883,37.213306,35.372643,-33.71156,22.234806,1.6613107,-0.3761704,19.122116,40.388466,28.426796,8.182443,-28.170763,-24.064291,2.3489506,10.189598,39.106277,-8.641887,-31.590313,-13.725611,35.46769,-29.874619,-31.821663
119,1928,Todd MacCulloch,1999,2,2000-01,55,185,109,0.5891891891891892,draft,27.81339,-24.478813,-12.892641,39.04098,38.830616,-41.494827,20.426926,4.360163,-0.85574293,23.846859,41.961533,39.344994,8.38183,-26.796476,-31.14435,4.9533787,11.160305,50.485897,-11.606706,-33.46488,-15.168083,37.50566,-37.854256,-30.472025
120,1928,Todd MacCulloch,1999,3,2001-02,62,465,247,0.5311827956989247,draft,24.819714,-30.08623,-16.217295,43.586407,37.68009,-34.909386,17.411392,3.495945,-5.507569,23.644318,41.88398,38.06818,17.150162,-20.52827,-34.91224,7.214529,13.587465,50.015697,-4.220364,-28.731659,-18.956081,31.779213,-29.36771,-35.587376
121,1928,Todd MacCulloch,1999,4,2002-03,38,238,123,0.5168067226890757,draft,27.75032,-20.374804,-12.685812,39.753822,37.902523,-36.258667,20.648207,0.49529576,-3.9143224,24.310116,41.998726,30.937387,12.653801,-24.167109,-31.84983,11.787702,9.1946125,46.646606,-7.961603,-29.862112,-10.321523,35.85609,-25.919249,-29.981035
122,1930,Lari Ketner,1999,1,1999-00,14,32,13,0.40625,draft,10.591282,-23.189247,-8.101015,24.572681,18.479492,-5.5946684,16.806335,-5.6009593,2.3997245,-3.7126884,15.065698,14.369584,-8.268458,-11.140291,-19.167799,13.72753,1.9552466,27.764881,13.9685955,-25.333977,-8.918101,15.877784,-19.27318,-8.240206
123,1934,Rodney Buford,1999,1,1999-00,29,151,62,0.4105960264900662,draft,10.63887,-18.011772,-8.607228,22.973291,19.716982,-11.199061,6.162888,-2.6839397,5.38891,-3.102433,16.691444,11.522358,0.39303565,-15.194335,-12.573656,2.5316997,6.2611094,20.92421,0.20178127,-17.031519,-11.061289,16.425182,-19.655851,-12.929407
124,1934,Rodney Buford,1999,2,2000-01,43,241,104,0.4315352697095436,draft,3.2017112,-14.948406,-5.0986295,12.94245,8.865575,-7.547372,2.6905265,-5.295156,7.2615075,-1.4874755,3.5154276,21.11276,2.9382164,-10.97654,-4.588892,-0.09856689,1.8341414,14.841228,5.535226,-7.2152777,-20.084183,-1.664111,-16.448793,-10.673388
125,1934,Rodney Buford,1999,3,2001-02,63,592,258,0.4358108108108108,draft,8.132314,-13.686298,-6.2259226,22.360579,13.903452,-9.314328,9.904835,-3.4445546,0.4546473,-3.0056353,12.359656,14.460683,1.659404,-11.525969,-10.863609,-2.9013977,3.7506092,19.868645,-0.11035514,-15.76028,-15.403108,12.334299,-16.444164,-8.742136
126,1937,Tim Young,1999,1,1999-00,17,39,13,0.3333333333333333,draft,8.78038,-15.906366,-3.8504977,13.158509,11.646638,-21.746525,-0.36094016,5.4242706,14.078981,7.5995083,11.238472,18.455532,-1.936378,-19.935978,-3.6750631,-4.0102873,0.32865167,12.559384,-5.131487,-9.245645,-17.006031,10.02729,-15.565811,-4.6116843
127,1938,Manu Ginobili,1999,4,2002-03,67,396,174,0.4393939393939394,draft,14.618481,-6.7787952,-0.60378766,19.366505,13.05527,-4.4559355,7.9047065,-7.869863,13.741182,2.3167982,8.208642,14.670538,-2.6352637,-6.3753266,-14.274143,1.3189096,2.2723045,14.751393,-0.57259,-11.318851,-20.813889,13.2216015,-14.615488,-3.4317029
128,2030,Kenyon Martin,2000,1,2000-01,68,776,346,0.4458762886597938,draft,12.71372,-19.40952,-1.7996732,24.779,20.140633,-8.2714815,17.07341,-5.9231324,3.2350028,4.802017,7.5351315,26.044498,4.8240733,-7.675167,-13.772413,0.80668294,2.0644884,19.597221,-0.5084357,-17.414448,-18.616879,6.8802943,-23.782164,-20.658733
129,2030,Kenyon Martin,2000,2,2001-02,73,961,445,0.4630593132154006,draft,14.350688,-19.666653,-9.696384,26.809347,20.638657,-18.851854,10.7595825,-1.7534994,1.2217937,6.8918285,23.678642,19.35669,3.0810974,-17.508228,-18.515463,2.8653657,7.8293276,29.300388,-1.8585525,-19.541294,-12.568403,21.044899,-21.31126,-16.38514
130,2030,Kenyon Martin,2000,3,2002-03,77,1080,509,0.4712962962962962,draft,16.276321,-19.650743,-10.949297,34.268394,27.884888,-22.64448,13.301308,-6.4738884,-6.5790977,7.3125057,27.11924,25.16365,4.9926443,-15.765293,-23.109934,-1.3145756,4.4442472,37.639305,-5.7234764,-23.1215,-16.834362,27.146608,-24.046396,-20.660135
131,2030,Kenyon Martin,2000,4,2003-04,65,900,439,0.4877777777777777,draft,12.444103,-22.885471,-15.469329,31.949137,27.424782,-22.565424,15.422789,-1.7226241,-5.11947,7.425343,24.265415,28.41549,4.4686556,-18.36965,-20.350796,1.8177907,5.661951,36.79349,1.513752,-25.893784,-15.409182,23.216904,-27.573486,-20.22194
132,2031,Stromile Swift,2000,1,2000-01,75,339,153,0.4513274336283185,draft,19.912039,-9.149704,-1.9077909,14.859836,16.56962,-12.29949,13.752262,-1.413101,14.935583,7.527364,17.072369,21.262003,1.2632143,-13.444759,-18.859673,1.5625974,5.7360687,21.733297,-0.0140657425,-22.830883,-14.372146,17.617767,-25.954147,-15.896466
133,2031,Stromile Swift,2000,2,2001-02,66,611,293,0.4795417348608838,draft,19.234833,-22.69124,-13.952265,34.676643,31.42524,-25.38206,16.030441,2.1796184,-2.5646622,13.14724,32.394775,25.73214,9.062561,-17.582726,-25.383354,6.9184904,9.784882,37.762806,-2.4592314,-27.52554,-10.2049465,27.703365,-26.703182,-25.578648
134,2031,Stromile Swift,2000,3,2002-03,66,489,235,0.4805725971370143,draft,21.674934,-18.756495,-16.975925,39.591724,37.38161,-26.6543,18.620785,-1.2617223,-3.7563274,13.431715,30.914684,29.444248,15.666775,-24.595732,-29.98951,6.49761,12.477581,41.85178,-8.076692,-28.26941,-20.654877,31.290472,-28.980682,-26.208681
135,2031,Stromile Swift,2000,4,2003-04,77,571,268,0.4693520140105078,draft,9.908401,-25.351322,-14.955145,28.94064,19.603525,-16.308052,10.809188,-9.012672,0.9698502,5.114923,17.446957,33.836983,6.2559204,-20.470772,-20.383938,2.2648175,8.879474,36.520134,5.3980517,-17.226866,-27.540518,14.465012,-28.864388,-21.407566
136,2032,Darius Miles,2000,1,2000-01,79,629,318,0.505564387917329,draft,19.294289,-26.27246,-17.415848,39.423637,33.74408,-32.536823,20.614218,-8.008287,-10.295906,15.013094,34.30123,35.975636,8.109703,-16.354973,-25.341667,-4.07112,4.335658,52.083183,-3.023062,-36.09484,-10.406105,34.673412,-36.009598,-25.095898
137,2032,Darius Miles,2000,2,2001-02,82,640,308,0.48125,draft,13.893051,-18.531471,-16.654753,32.09506,27.429337,-28.261272,16.131788,-6.1322465,-5.7510395,13.070936,26.494753,32.988083,9.160335,-17.008057,-18.587667,-3.8425384,3.8136716,40.667213,-0.1543963,-29.03616,-14.979719,25.747772,-28.656433,-21.295723
138,2032,Darius Miles,2000,3,2002-03,67,640,263,0.4109375,draft,17.210466,-14.751367,-3.9146376,18.101257,16.870646,-12.342051,11.692513,-2.913223,8.631286,8.028446,16.55235,20.415989,4.710458,-10.644426,-18.803738,5.0562587,5.221594,23.439655,0.82227445,-17.991491,-12.694003,14.449185,-20.615599,-17.659302
139,2032,Darius Miles,2000,4,2003-04,77,752,365,0.4853723404255319,draft,14.520565,-16.158339,-12.49733,26.572765,22.602333,-20.763895,8.518536,0.69540644,5.021742,10.520022,24.262253,26.241314,7.2621956,-17.302631,-20.235,2.827461,8.578249,29.96867,0.027155876,-20.442831,-19.330788,19.386112,-22.665264,-17.62723
140,2033,Marcus Fizer,2000,1,2000-01,72,645,278,0.4310077519379845,draft,7.1721797,-8.682588,-9.205394,22.442995,19.271935,-21.692589,-3.5978246,-8.048657,-4.8875427,6.1969004,19.786383,29.522284,5.2089195,-5.7323394,-7.221591,-13.626418,-3.0061123,32.300663,7.559815,-19.436802,-15.009334,14.283307,-20.646011,-4.5835342
