tensor_index,PLAYER_ID,PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,cohort_label,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24,shot_style_subtype_id,shot_style_subtype,shot_style_subtype_probability,shot_style_entropy,shot_style_prob_0,shot_style_prob_1,shot_style_prob_2,shot_style_prob_3,shot_style_prob_4
1455,201948,Austin Daye,2009,3,2011-12,37,227,73,0.3215859030837004,draft,5.0726876,-7.6544867,-0.6920587,10.777934,2.148098,-2.5934782,3.9399054,-1.3303995,11.409275,-1.2370615,3.5479991,7.896345,-4.4840884,-4.1478815,-2.858004,1.3775694,-1.0057589,5.3195724,4.05651,-5.9508333,-12.498401,1.4382132,-5.4895854,3.757466,4,Midrange Shot Creators,0.999964224522522,0.00040629444560019376,3.48649446324411e-05,9.105328385298909e-07,1.1045938991735786e-30,8.377666815392107e-15,0.999964224522522
1456,201948,Austin Daye,2009,4,2012-13,51,205,90,0.4390243902439024,draft,-1.3620887,-8.214297,-5.2985754,16.838797,4.7326117,2.0332308,5.923792,-8.157721,4.577642,-11.491415,-2.9231653,12.154299,-4.413716,0.95743454,-0.37251765,-3.6287603,-5.154271,10.963036,8.284546,-9.188408,-20.713177,1.0152738,-8.84038,5.814599,4,Midrange Shot Creators,0.952308954148545,0.1934067573960447,0.0474053230243751,0.00028572282708123035,2.7859751046977826e-176,2.9751146566903345e-143,0.952308954148545
1457,201949,James Johnson,2009,1,2009-10,62,209,95,0.4545454545454545,draft,16.172066,-25.014177,-12.525095,37.226597,27.891624,-26.487951,16.86889,-5.064966,-9.969353,8.426546,28.616592,32.42316,0.030657768,-19.630089,-24.657902,3.8789296,5.2912035,44.85106,-0.46207547,-26.364742,-16.344488,25.475468,-29.183523,-19.699566,4,Midrange Shot Creators,0.96995531726108,0.13489761719546425,1.0170242332959498e-08,1.5140313121903515e-117,0.030044672568671094,5.79301327112882e-28,0.96995531726108
1458,201949,James Johnson,2009,2,2010-11,36,236,108,0.4576271186440678,draft,15.581375,-2.6100192,4.8275476,7.6424847,3.5399475,-3.0779967,5.147377,-5.2201324,27.061895,4.516951,6.7118473,8.024586,-18.886742,-0.4031779,-8.920613,7.503502,-4.300489,7.882492,8.447884,-10.116295,-13.049585,11.990082,-7.670962,9.222794,4,Midrange Shot Creators,0.9860308879801639,0.07639051759451065,8.022307819080915e-10,0.0003751518242009789,0.013372470061524816,0.00022148933188005857,0.9860308879801639
1459,201949,James Johnson,2009,3,2011-12,62,516,233,0.4515503875968992,draft,12.2679615,4.6888824,6.864818,16.616495,7.9356685,-0.094334126,6.5179234,-4.565907,21.663902,5.3695774,-0.5936763,18.962849,-8.322419,8.2346115,-4.7782006,3.359302,-6.97757,5.3002257,2.2974606,-2.2529657,-29.744518,0.16928375,-4.1527557,11.292496,4,Midrange Shot Creators,0.691818099754938,0.6176382726891602,2.017170606006618e-09,0.3081818982278888,3.4182740155062646e-191,3.490300929622004e-63,0.691818099754938
1460,201949,James Johnson,2009,4,2012-13,52,283,117,0.4134275618374558,draft,11.513863,-4.3116016,0.20756438,12.032451,3.3070073,-2.1140459,5.170281,-4.184214,19.074306,3.9988186,6.957221,4.9576674,-9.4386425,-2.3321848,-9.849865,6.327074,-0.11348367,5.977335,7.516097,-8.377557,-13.605209,11.555649,-2.5668716,6.6934214,2,Arc-Heavy Spacers,0.9240225535799376,0.3212224235206368,0.041216658923008756,1.488260695286791e-08,0.9240225535799376,1.2310394595606295e-11,0.03476077260213811
1461,201950,Jrue Holiday,2009,1,2009-10,73,517,230,0.4448742746615087,draft,9.880801,-15.479173,-7.2881756,26.98496,19.009998,-9.517826,11.118316,1.5508847,2.1569798,-5.244437,10.750983,17.750301,2.1766224,-10.218521,-12.145235,1.9147407,3.8959968,23.635359,-10.505558,-12.633028,-23.837027,10.748383,-19.292492,-3.764109,4,Midrange Shot Creators,0.9734735815488871,0.12245210315532769,0.026526418451115315,2.2743354931795455e-29,1.7410003797109327e-295,8.229336565986021e-136,0.9734735815488871
1462,201950,Jrue Holiday,2009,2,2010-11,82,997,446,0.4473420260782347,draft,7.7630277,1.8323325,2.9977453,13.39394,6.0179625,2.0614967,-3.3011348,-2.1907992,12.717874,-11.187582,0.7262147,9.464628,-6.39469,0.16002347,-8.786837,0.7477741,1.9649537,8.908423,4.2012024,-4.212857,-25.009422,5.871071,-8.598418,7.407529,0,Rim Pressure Drivers,0.6469650625677251,0.8903217557475738,0.6469650625677251,0.20198958280104298,1.8728259266892614e-140,7.187702669273389e-74,0.15104535463123298
1463,201950,Jrue Holiday,2009,3,2011-12,65,834,360,0.4316546762589928,draft,6.534604,-7.592783,1.4358126,12.513027,2.2876244,2.236979,0.6902702,-3.9034555,13.549843,-6.8513756,1.3667741,9.216123,-7.1064396,3.0407917,-6.2630153,-0.36882412,-2.3802357,7.459403,2.5667005,-3.4604294,-20.779655,1.6244358,-6.3001556,4.3395953,0,Rim Pressure Drivers,0.9919031400687974,0.051130398989670166,0.9919031400687974,0.0016323910993617003,2.777009973175763e-105,1.6406030076312513e-32,0.006464468831838606
1464,201950,Jrue Holiday,2009,4,2012-13,78,1285,555,0.4319066147859922,draft,5.2938924,-7.427925,1.0200458,10.544299,6.057546,0.27456808,3.1295176,-3.6634278,15.421257,-2.2477815,-1.8387232,12.467745,-7.671008,-1.6930048,-3.4399183,0.6549058,-2.8113108,3.6383123,7.124219,-6.773007,-18.974407,0.7183669,-9.176828,2.7943106,0,Rim Pressure Drivers,0.993481704027042,0.04134233229425874,0.993481704027042,1.42838425259754e-08,0.005903207933771065,5.435043918846963e-08,0.0006150194049027398
1465,201951,Ty Lawson,2009,1,2009-10,64,389,201,0.5167095115681234,draft,11.185078,-25.772835,-12.895338,41.760075,31.71024,-18.683052,20.294077,-7.110638,-4.3246455,9.514332,21.487778,31.183525,6.3956923,-12.443884,-16.741169,-5.953717,4.7532983,33.557682,-8.767334,-22.532251,-25.034767,21.567507,-28.936966,-21.799198,4,Midrange Shot Creators,0.9999999589715864,7.388807969514082e-07,4.102841712714188e-08,3.580944367854518e-83,3.4868942607081955e-76,8.724053177587397e-63,0.9999999589715864
1466,201951,Ty Lawson,2009,2,2010-11,80,686,345,0.5029154518950437,draft,4.187943,-1.5135983,-1.4662226,14.897101,4.428053,-0.44694614,-5.305425,-10.567683,12.918804,-4.245614,1.483259,16.136822,-9.681184,6.9934063,-4.6498775,-5.9405212,-5.6754456,12.827396,14.764994,-8.038303,-22.180172,6.612419,-9.267352,11.544948,1,Balanced Three-Level Scorers,0.6134744580226265,0.6671825591782947,0.38652452844210117,0.6134744580226265,6.082549359454802e-157,2.2982517754e-314,1.0135352740017063e-06
1467,201951,Ty Lawson,2009,3,2011-12,61,765,374,0.4888888888888889,draft,7.8168955,1.0660088,-0.66808915,16.535284,8.579693,-0.25437975,2.106645,-9.510224,17.882917,-3.177691,0.5456001,8.9165125,-9.729494,0.55477726,-3.9942632,-3.2331018,-3.8716433,4.7612667,6.897318,-9.594447,-21.481876,10.190309,-7.5534205,10.029186,4,Midrange Shot Creators,0.9999160959003212,0.0009256958451227308,5.459935443506204e-05,2.9304745243872167e-05,2.0581413822012042e-35,3.668599624991894e-70,0.9999160959003212
1468,201951,Ty Lawson,2009,4,2012-13,73,971,448,0.4613800205973223,draft,8.173272,0.9341905,1.4677498,15.582041,5.990438,1.2890568,-5.547636,-13.11422,10.721676,-7.220976,0.44095278,13.9013,-7.279707,4.6303215,-9.764662,-2.885456,-3.9650812,13.155329,10.6445,-6.1045184,-23.444569,6.2599764,-7.4376936,9.338209,1,Balanced Three-Level Scorers,0.747056907766258,0.5716083217879208,0.0009159663552697678,0.747056907766258,7.903704950879671e-116,5.596092902971385e-108,0.2520271258784692
1469,201952,Jeff Teague,2009,1,2009-10,65,224,90,0.4017857142857143,draft,14.498594,-16.307564,2.7292466,14.281067,10.432936,-5.138924,8.016699,-5.675036,7.5760374,1.5112443,9.404676,15.657346,1.4977038,-3.5714695,-15.453762,2.9232626,2.4452307,18.339417,1.4119024,-12.0947075,-10.71912,6.784564,-17.247334,-12.936632,4,Midrange Shot Creators,0.9999503079248374,0.0005759898564088516,2.308498841525747e-22,1.0876772303954e-23,2.106795693672799e-05,2.8624118224785097e-05,0.9999503079248374
1470,201952,Jeff Teague,2009,2,2010-11,68,303,133,0.4389438943894389,draft,9.0797205,-0.83203876,0.044091858,18.219439,9.002666,1.4390857,10.960873,-2.9002304,14.879803,-1.7465179,0.23111683,3.959837,-6.2947555,1.5093195,-4.473015,4.263815,-4.528915,3.4971154,1.1643755,-6.8898964,-17.38583,9.937925,-2.0422702,9.106703,4,Midrange Shot Creators,0.904351721104268,0.31541466947603786,5.507124415028593e-12,0.09564827889022638,1.53224742881305e-167,2.2137687354138623e-84,0.904351721104268
1471,201952,Jeff Teague,2009,3,2011-12,66,672,320,0.4761904761904761,draft,9.132825,-5.037518,2.6211467,18.186228,10.93651,-0.29544687,5.174283,-5.7811365,11.226883,-2.402368,2.936587,14.017392,-12.928554,8.996685,-6.622639,0.26773667,-10.959654,10.858305,2.9089024,-8.418218,-22.129488,3.6521854,-4.6013,10.73859,4,Midrange Shot Creators,0.9998490663773777,0.001551085516321451,0.00012310026674844065,2.7833355872760808e-05,2.1300873617252976e-250,1.3292853382557006e-62,0.9998490663773777
1472,201952,Jeff Teague,2009,4,2012-13,80,974,439,0.4507186858316221,draft,9.514971,-6.5545707,0.9664509,13.771814,6.835464,1.0559297,4.6785345,-7.0749946,16.076681,-1.687787,2.2907946,8.638434,-8.270954,-0.104285896,-8.552656,-0.51563287,-1.8948972,6.795087,6.2156076,-10.444574,-16.009605,8.885931,-9.561893,3.356564,0,Rim Pressure Drivers,0.9752831592583578,0.1162230632198925,0.9752831592583578,9.972276591755328e-07,1.241253613613623e-08,4.74064554784091e-05,0.024668424645970726
1473,201953,Eric Maynor,2009,1,2009-10,78,367,154,0.4196185286103542,draft,3.6097138,-11.284149,-7.6999764,25.583696,17.00078,-3.9029145,2.2551417,-0.026040554,9.157583,-1.8453166,5.047856,9.470226,4.5047503,-8.907894,-5.6136837,1.3181425,6.245864,7.386775,3.636396,-6.587947,-20.557104,10.548813,-10.45962,-3.5602918,4,Midrange Shot Creators,0.9999999660386584,6.181695996231591e-07,1.5170190738355906e-16,1.6136241277711557e-11,3.3945207625089087e-08,2.6716791032187804e-24,0.9999999660386584
1474,201953,Eric Maynor,2009,2,2010-11,82,329,134,0.4072948328267477,draft,-0.21661796,-3.9490085,-5.2571287,17.126581,3.887876,9.044418,12.580503,7.368408,0.2698608,-17.82665,5.815573,11.070587,-1.4870605,11.441456,-3.1491566,5.8089776,-4.9366426,10.160367,-4.951035,-2.70043,-24.479307,-12.41815,2.5322094,7.3447623,1,Balanced Three-Level Scorers,1.0,1.1007905400821878e-18,3.983893810741621e-20,1.0,0.0,0.0,4.614379058685534e-176
1475,201953,Eric Maynor,2009,3,2011-12,9,39,14,0.358974358974359,draft,3.6999383,-10.960917,-1.4627571,13.73156,19.405193,7.280906,0.9797194,4.5544906,14.342406,-24.86774,-10.654427,1.7176863,-5.539629,0.27256083,-2.0892415,2.3190727,-4.6477094,2.8380826,-3.92662,-13.699228,-16.931435,2.4482512,-17.625944,7.730163,4,Midrange Shot Creators,1.0,1.5453725520108396e-15,2.4531088799393867e-59,5.592889765192114e-17,4.282364728730788e-181,2.906024501425089e-63,1.0
1476,201953,Eric Maynor,2009,4,2012-13,60,279,105,0.3763440860215054,draft,4.6907034,-8.348217,1.6503358,16.32743,9.704399,4.024001,5.7986765,-5.4128165,14.534867,-3.5045564,-6.6827393,4.917032,-0.9629841,-0.049686432,0.13897684,0.5122359,-3.2317533,-3.4987302,-0.81775695,-1.8372353,-19.883602,1.3066739,-4.144355,0.082463264,4,Midrange Shot Creators,0.9999997803021287,3.715834797510236e-06,5.374346039257085e-08,9.235336372518268e-10,1.1965168674643307e-13,1.6503075453736146e-07,0.9999997803021287
1477,201954,Darren Collison,2009,1,2009-10,75,787,376,0.4777636594663278,draft,6.43892,-12.280687,-10.679125,30.363829,22.97799,-14.982607,10.316479,-8.314828,-3.957532,-1.0437654,11.66423,33.65645,7.048205,-9.482685,-8.961578,-5.872073,2.8076913,32.948875,1.6251601,-19.147455,-26.2923,8.251129,-28.890945,-8.387343,4,Midrange Shot Creators,0.999998787804681,1.772602536099045e-05,1.2121953162785766e-06,1.2374701751454943e-45,8.650299331177283e-194,0.0,0.999998787804681
1478,201954,Darren Collison,2009,2,2010-11,79,868,398,0.4585253456221198,draft,3.8988557,8.971452,0.20132434,17.39398,4.8641,2.2585974,1.2895031,0.10021138,4.8906794,-12.809616,4.090128,13.127695,-0.73130596,9.300421,-4.1752105,-2.6303675,-0.5838702,15.97654,-0.72225416,-3.3536193,-28.689316,3.351101,-5.878678,13.392763,1,Balanced Three-Level Scorers,0.9415221867107942,0.2227584660514205,0.05847781328889034,0.9415221867107942,0.0,0.0,3.160193885393939e-13
1479,201954,Darren Collison,2009,3,2011-12,60,521,230,0.4414587332053742,draft,6.1245313,-6.813655,2.8547533,11.60408,7.3820553,2.9017367,4.102318,1.4613284,14.287174,-7.7160788,-3.4259338,9.501768,-8.864462,0.922386,-4.239066,1.8597832,-1.3960564,3.8082345,5.3721547,-7.8353844,-18.03617,1.8585151,-11.067968,6.7709665,0,Rim Pressure Drivers,0.9194601815323311,0.3257913118316991,0.9194601815323311,0.060022619491128804,2.753972856070882e-39,1.5305995535581567e-11,0.020517198961231525
1480,201954,Darren Collison,2009,4,2012-13,81,721,341,0.4729542302357836,draft,6.9699526,-8.563837,1.8289142,14.424206,7.499766,1.7700515,4.4089365,-3.8667605,16.327755,-0.9943661,-0.68905866,10.0121975,-11.7037945,5.149024,-4.741797,-1.0609167,-6.254688,2.9459095,5.9812183,-8.52636,-17.244747,5.27882,-7.116662,7.3884983,0,Rim Pressure Drivers,0.9984073810021953,0.011851602025313997,0.9984073810021953,1.3801019294855084e-10,1.6489514763710322e-32,2.2372635442340178e-13,0.0015926188595737265
1481,201956,Omri Casspi,2009,1,2009-10,77,670,300,0.4477611940298507,draft,10.162702,-17.748268,-8.474056,21.156101,20.199432,-13.757889,3.0542738,-2.0313563,3.4333572,-0.7216966,12.273272,22.643677,2.0970616,-11.0805855,-14.4463825,3.7586422,2.210437,25.469692,-1.0943084,-14.384613,-18.315447,9.661247,-21.843395,-11.736716,4,Midrange Shot Creators,0.8497092448540967,0.42947280806768323,0.14926101436716163,4.7433846700212846e-36,0.001008868814993384,2.087196374876285e-05,0.8497092448540967
1482,201956,Omri Casspi,2009,2,2010-11,71,544,225,0.4136029411764705,draft,5.8441453,4.43336,1.2543415,10.641819,-0.9369383,5.7517667,11.531904,8.738258,5.1529946,-13.910488,4.8213415,10.257769,-3.470519,7.38273,-8.064638,6.3440223,-2.0306573,13.296815,-7.1253314,-2.9468691,-24.608982,-1.3941838,-1.9311719,9.881645,1,Balanced Three-Level Scorers,1.0,4.770093739314233e-14,1.7263544909545167e-15,1.0,0.0,0.0,4.75618775860163e-68
1483,201956,Omri Casspi,2009,3,2011-12,65,412,166,0.4029126213592233,draft,6.1440144,-2.553959,-4.6871033,18.63057,11.115357,-7.1409116,4.0606117,-1.3775481,7.393098,-4.6036777,0.6499883,13.215635,-3.2273774,-1.4488591,-6.253764,-0.08691764,-1.2610068,15.667826,2.8565557,-11.5499115,-18.475842,13.126735,-12.697211,10.639166,4,Midrange Shot Creators,0.9996894015917395,0.0028452531182285843,5.095467207876903e-06,0.000305502941051688,2.9222684345768117e-125,2.2768122446715217e-145,0.9996894015917395
1484,201956,Omri Casspi,2009,4,2012-13,38,160,63,0.39375,draft,2.6588037,-6.5844154,-3.4709663,12.296854,7.907909,-2.1064782,1.9161242,-3.92065,12.240718,-5.182719,0.0738233,13.062447,-0.89008546,-2.8133314,-0.26318675,-6.004672,0.56484705,7.340554,9.790904,-11.816418,-15.461433,3.2822874,-15.006277,-0.58151937,4,Midrange Shot Creators,0.8059529098524366,0.4992347165959883,0.19286730595245455,0.001179784195106809,1.884948686981786e-43,2.8658838204441064e-154,0.8059529098524366
1485,201957,Byron Mullens,2009,2,2010-11,9,28,9,0.3214285714285714,draft,11.15354,-8.579735,4.155038,16.93082,-1.4300685,-0.75631833,5.290266,-6.272583,20.229832,10.649433,10.761751,6.2332544,-9.847171,2.6819189,-8.857076,6.8709683,-0.7886039,4.57636,16.732761,-1.5551642,-15.980425,8.244651,6.543067,4.2098804,2,Arc-Heavy Spacers,0.9999999996634443,7.743848186593673e-09,1.4564233898026607e-74,1.3434609929791094e-43,0.9999999996634443,3.198949776994408e-10,1.6657963202110216e-11
1486,201957,Byron Mullens,2009,3,2011-12,64,590,251,0.4254237288135593,draft,11.696781,-6.3229427,4.4122734,12.232464,6.3986683,0.016783953,7.3835306,-1.8062134,16.314081,1.2309898,1.8338413,12.839148,-9.145662,5.9107237,-8.773661,3.7219138,-4.324443,7.4343743,3.958581,-8.997966,-17.221958,4.443486,-8.535837,5.42791,4,Midrange Shot Creators,0.8551708140104701,0.4179029590837814,0.14415943892005204,0.0006697469335428227,5.767636977673187e-49,1.3593282836677658e-10,0.8551708140104701
1487,201957,Byron Mullens,2009,4,2012-13,52,563,217,0.3854351687388987,draft,5.442383,-5.8937902,0.75961185,8.340006,1.2419782,-0.91806865,-1.2918482,-4.8055887,14.776485,-3.4017725,-0.30698383,9.402081,-6.8228116,-0.921005,-2.9684448,-2.0227716,-1.8364611,6.2425494,5.8292704,-4.1565075,-15.647206,2.8981242,-8.440805,6.592622,0,Rim Pressure Drivers,0.9986995480829621,0.01048199234398149,0.9986995480829621,0.00018999017016396204,4.077006546422686e-21,5.846717122186572e-25,0.001110461746874571
1488,201958,Rodrigue Beaubois,2009,1,2009-10,49,298,155,0.5201342281879194,draft,15.7422695,-16.20659,-7.3134317,37.37931,27.220928,-12.512979,14.488668,-6.857728,-9.747486,-9.42462,19.915154,25.246277,1.621141,-7.950691,-24.084972,0.60138214,3.8538895,41.87189,-8.649834,-22.591583,-25.850962,20.09031,-27.210743,-12.404459,4,Midrange Shot Creators,0.9999999737778186,4.839739128668287e-07,2.6222182753397505e-08,6.7151924278664506e-74,0.0,1.1164693058485571e-72,0.9999999737778186
1489,201958,Rodrigue Beaubois,2009,2,2010-11,28,222,94,0.4234234234234234,draft,8.091639,-0.42659545,0.5588064,8.027216,7.074779,1.4868221,2.713595,-0.79742813,17.691862,-6.4914093,-0.12734213,11.692431,-12.343765,2.8468313,-6.8131967,8.180538,-5.461813,7.8173847,13.81563,-11.572229,-16.17753,1.7402185,-9.203466,9.006292,1,Balanced Three-Level Scorers,0.836106810382455,0.44607042254632767,4.789946352931718e-08,0.836106810382455,7.373469724378443e-23,5.165210938988254e-13,0.16389314171756272
1490,201958,Rodrigue Beaubois,2009,3,2011-12,52,441,188,0.4263038548752834,draft,9.071032,-5.7761374,1.1554996,14.425283,10.652546,0.82887864,7.0887485,-0.67133844,15.306158,-3.1144507,0.5428668,8.084152,-7.731295,0.831185,-5.4695444,3.8405826,-2.6584468,3.813374,3.7693224,-10.4866085,-14.638327,5.5364046,-9.369972,4.75534,0,Rim Pressure Drivers,0.8131152379573215,0.4874138179793627,0.8131152379573215,0.0009074237337223119,1.0833224554743012e-24,5.051640310373137e-12,0.18597733830390742
1491,201958,Rodrigue Beaubois,2009,4,2012-13,41,175,65,0.3714285714285714,draft,2.3943882,-3.6300514,-0.5508011,9.64282,4.6482353,-1.7056634,3.8802214,-4.005701,11.794039,-2.633214,-3.6521869,11.714088,-6.52477,2.7799182,1.2496169,-0.849954,-6.2407184,4.4213943,14.872906,-10.830233,-11.420253,2.6359034,-7.674794,6.0699577,4,Midrange Shot Creators,0.9998083456735674,0.0018707004618583707,0.00018190392632517135,9.750400104143437e-06,1.6856578660286125e-41,1.5819123377706292e-196,0.9998083456735674
1492,201959,Taj Gibson,2009,1,2009-10,81,629,311,0.4944356120826709,draft,16.363762,-28.43724,-10.665401,34.341084,32.346397,-23.236475,12.180373,3.7604768,-0.10285282,12.657379,22.95787,31.01017,7.493007,-10.3331,-21.622578,5.6577,5.0793676,33.597515,-5.25906,-21.290762,-16.606237,19.34494,-27.349848,-23.676352,4,Midrange Shot Creators,0.528967685019443,0.6914679898733562,1.265034051939394e-10,1.754228079497383e-92,0.47103231485193175,2.122247419953429e-12,0.528967685019443
1493,201959,Taj Gibson,2009,2,2010-11,79,500,234,0.468,draft,10.350193,-4.059178,1.8985866,15.625944,4.6173587,1.1216085,12.605518,-6.938536,20.43529,1.3929619,-3.031767,12.575287,-15.420941,6.0272965,-7.1490936,4.0183563,-6.5068755,7.217149,9.674656,-12.416702,-19.930038,12.006636,-9.416318,11.371687,4,Midrange Shot Creators,0.9999999999999076,2.6421323857644175e-12,3.3736225451271864e-14,5.854273229762361e-14,1.815373069187186e-35,5.097438564934765e-62,0.9999999999999076
1494,201959,Taj Gibson,2009,3,2011-12,63,404,200,0.495049504950495,draft,13.657156,-5.0138197,2.1931598,13.245226,11.048286,-3.559228,5.8722005,1.2388742,25.615942,7.9313736,2.2260263,10.959355,-12.173457,3.285104,-8.143129,5.3300543,-4.8094196,2.5622647,6.2601013,-11.4177475,-14.898215,12.028229,-8.034815,7.5333233,3,Interior Finishers,0.9754864690044679,0.11659568375809617,3.4325175261697743e-10,3.205788789898139e-07,0.024246278434329447,0.9754864690044679,0.00026693163907279824
1495,201959,Taj Gibson,2009,4,2012-13,65,441,214,0.4852607709750567,draft,14.334703,-2.0288987,2.044965,14.687112,8.255629,-2.9020348,8.820997,-1.3211346,24.204395,9.019788,10.095419,5.873241,-9.833665,-0.08249897,-9.739025,4.137158,-1.2973061,2.0118499,7.627331,-13.460028,-12.7892685,16.018257,-4.0668087,3.5062814,2,Arc-Heavy Spacers,0.4954116956366328,0.99295904146396,5.258735772118908e-10,1.962652277191778e-09,0.4954116956366328,0.36260582717475254,0.14198247470008893
1496,201960,DeMarre Carroll,2009,1,2009-10,60,222,88,0.3963963963963964,draft,10.381376,-18.278725,-12.189452,28.563538,23.722729,-14.492896,10.751797,-1.9781348,0.39730108,1.779702,14.605009,12.870757,5.471437,-16.952477,-14.865085,2.2618742,6.6826096,22.46774,-5.9107194,-16.563107,-15.168892,21.74356,-17.91155,-11.545374,4,Midrange Shot Creators,0.9999995325717164,7.282134119717397e-06,4.672651185130011e-07,8.803696704091288e-38,1.6316556103738464e-10,4.780785435511296e-28,0.9999995325717164
1497,201960,DeMarre Carroll,2009,3,2011-12,22,105,43,0.4095238095238095,draft,8.217926,-11.133465,7.59726,10.769125,2.489346,1.625439,6.271075,-7.359494,14.4127445,2.2377126,-6.491652,22.773159,-5.6683364,13.35778,-5.2489,-0.22979558,-11.977297,7.1499357,6.2096376,-4.4601784,-21.473995,-9.335777,-7.3110695,1.8540204,4,Midrange Shot Creators,1.0,5.279695322024291e-26,1.2768173046281052e-39,1.9107854537366915e-27,6.758014113057782e-105,3.709969892632578e-59,1.0
1498,201960,DeMarre Carroll,2009,4,2012-13,63,324,149,0.4598765432098765,draft,3.2108502,-3.7093902,-3.2692027,15.327664,3.8718781,-1.4223602,2.2429297,-9.519221,14.09008,-4.044784,0.7707755,9.016739,-10.018726,-5.545368,-2.6200466,2.1894321,-0.55953336,8.566397,11.792019,-6.307205,-20.65841,7.033682,-5.758664,10.68375,4,Midrange Shot Creators,0.9999666563264693,0.0003786051846559796,3.30809780904833e-05,2.6269543914737713e-07,1.4735612952837728e-18,4.160547889103218e-68,0.9999666563264693
1499,201961,Wayne Ellington,2009,1,2009-10,75,448,190,0.4241071428571428,draft,7.107164,-13.717468,-4.702079,20.906422,13.866978,-7.0743504,5.581708,-3.565669,3.871183,-2.13615,7.351754,15.588463,-0.19003105,-8.772187,-9.781906,0.14897442,2.0802555,16.055906,3.3417537,-11.106113,-17.396473,8.707547,-14.871004,-6.846816,0,Rim Pressure Drivers,0.9999990471250896,1.4816075087315128e-05,0.9999990471250896,1.1617612773963967e-18,8.06691441801644e-11,4.1280760196729297e-07,5.399866389184579e-07
1500,201961,Wayne Ellington,2009,2,2010-11,59,394,160,0.4060913705583756,draft,2.6823785,-4.2047596,-0.3250277,13.553902,7.505789,-2.6530302,1.4581869,-5.071245,4.608743,-5.433653,1.536674,10.941252,1.5292978,13.816489,10.25272,-17.837584,-7.0939803,15.375173,0.5520303,-10.370325,-8.578232,2.385769,-14.534877,15.658467,1,Balanced Three-Level Scorers,1.0,1.2781578276886102e-44,4.625807429721757e-46,1.0,0.0,0.0,1.6461089329592864e-105
1501,201961,Wayne Ellington,2009,3,2011-12,47,302,122,0.4039735099337748,draft,-0.7208361,-6.092407,-5.1742578,12.731268,7.436502,-6.0429597,2.7230263,-1.9841069,7.6375217,-4.816022,-2.8840222,12.6989155,-2.1971223,-2.9013717,4.740636,-7.0940228,-3.0967636,7.0142727,10.2448635,-12.342911,-11.872347,4.704921,-13.5412855,5.838237,1,Balanced Three-Level Scorers,0.8555065358430789,0.41899975333787065,0.1434949391420837,0.8555065358430789,1.0509161749484699e-91,0.0,0.0009985250148384027
1502,201961,Wayne Ellington,2009,4,2012-13,77,529,226,0.4272211720226843,draft,4.023252,-8.616859,-0.91923743,7.43472,6.322603,2.075211,2.529695,-2.298741,13.752063,-6.660719,-4.414246,10.132692,-3.601181,-0.3463533,-2.1847692,1.2761737,-3.7901292,4.310063,4.815977,-5.812967,-16.238945,-1.3065578,-10.14608,0.28436673,0,Rim Pressure Drivers,0.6986288497074565,0.7907246392133861,0.6986288497074565,0.2169835040809282,1.875746396640941e-29,3.1406707682882826e-08,0.08438761480490853
1503,201962,Toney Douglas,2009,1,2009-10,53,389,179,0.4601542416452442,draft,8.81288,-14.820204,-6.179116,25.499863,14.985143,-7.9729376,9.810436,-0.91122127,3.8120947,-3.30702,14.610315,17.095566,-0.03867483,-8.429761,-13.029209,-0.0035123825,4.845083,22.023273,-3.1869476,-13.521521,-22.7846,12.395276,-17.880707,-8.698931,0,Rim Pressure Drivers,0.9941618206972285,0.03584882337041759,0.9941618206972285,8.628066745798524e-38,2.5318459645083647e-124,2.6972659007612975e-46,0.0058381793027687725
1504,201962,Toney Douglas,2009,2,2010-11,81,753,314,0.4169986719787517,draft,3.0140848,-3.8208284,-1.419939,9.04668,1.9991403,-0.053830385,0.3552344,-7.015976,14.992218,-3.3798022,-3.9416988,11.349153,-5.085078,-1.5451181,-0.44646204,-1.9738245,-2.66238,4.1068354,10.266187,-5.8883033,-17.769663,0.16424215,-7.5002546,6.7887754,0,Rim Pressure Drivers,0.9708120915878644,0.13190784836324296,0.9708120915878644,1.2600239195279496e-09,1.4544755967212426e-18,7.296661042634087e-78,0.029187907152114414
1505,201962,Toney Douglas,2009,3,2011-12,37,290,94,0.3241379310344827,draft,3.4883213,-7.6627903,0.6729536,9.4785385,2.5716772,0.34179854,-2.0619211,-2.0292265,13.213627,-3.6519785,0.04987651,6.1433406,-5.765313,-1.310136,-2.1876388,0.70132643,-0.7034665,2.5390754,9.046334,-4.0277605,-12.317827,1.303002,-4.756346,5.209853,4,Midrange Shot Creators,0.8383812896990613,0.5267029230306469,0.1266942579923539,1.6930274107850098e-07,0.03492389203938633,3.909664598495154e-07,0.8383812896990613
