PLAYER_ID,season_num,PLAYER_NAME,shot_attempts,shot_makes,avg_loc_x,avg_loc_y,season_string,DRAFT_YEAR,games_with_shots,fg_pct,eligible_for_tensor
1914,1,Chris Herren,124,45,13.53225806451613,100.93548387096774,1999-00,1999,40,0.3629032258064516,1
1914,2,Chris Herren,96,29,34.083333333333336,102.26041666666667,2000-01,1999,21,0.3020833333333333,1
1915,1,Evan Eschmeyer,72,38,-5.444444444444445,13.583333333333334,1999-00,1999,23,0.5277777777777778,1
1915,2,Evan Eschmeyer,200,92,-1.385,12.595,2000-01,1999,63,0.46,1
1915,3,Evan Eschmeyer,50,21,-8.16,11.86,2001-02,1999,20,0.42,1
1915,4,Evan Eschmeyer,19,7,-7.052631578947368,32.421052631578945,2002-03,1999,11,0.3684210526315789,0
1916,1,Calvin Booth,46,16,-6.239130434782608,39.108695652173914,1999-00,1999,10,0.34782608695652173,1
1916,2,Calvin Booth,252,120,-3.6666666666666665,35.107142857142854,2000-01,1999,51,0.47619047619047616,1
1916,3,Calvin Booth,82,35,18.048780487804876,72.63414634146342,2001-02,1999,15,0.4268292682926829,1
1916,4,Calvin Booth,119,52,0.7226890756302521,58.563025210084035,2002-03,1999,38,0.4369747899159664,1
1917,2,Wang Zhi-zhi,19,8,24.157894736842106,86.42105263157895,2000-01,1999,4,0.42105263157894735,0
1917,3,Wang Zhi-zhi,248,109,5.879032258064516,117.53225806451613,2001-02,1999,54,0.43951612903225806,1
1917,4,Wang Zhi-zhi,162,62,21.580246913580247,85.11111111111111,2002-03,1999,37,0.38271604938271603,1
1918,1,Obinna Ekezie,88,41,4.7272727272727275,23.204545454545453,1999-00,1999,32,0.4659090909090909,1
1918,2,Obinna Ekezie,81,32,3.5308641975308643,33.97530864197531,2000-01,1999,25,0.3950617283950617,1
1918,3,Obinna Ekezie,39,13,5.461538461538462,54.53846153846154,2001-02,1999,18,0.3333333333333333,1
1919,1,Laron Profit,59,21,4.661016949152542,69.2542372881356,1999-00,1999,21,0.3559322033898305,1
1919,2,Laron Profit,142,56,-0.8732394366197183,52.605633802816904,2000-01,1999,31,0.39436619718309857,1
1921,4,Gordan Giricek,803,350,7.364881693648817,70.06102117061022,2002-03,1999,76,0.43586550435865506,1
1924,2,Lee Nailon,136,66,-25.022058823529413,37.80882352941177,2000-01,1999,37,0.4852941176470588,1
1924,3,Lee Nailon,764,369,-7.557591623036649,37.8848167539267,2001-02,1999,79,0.4829842931937173,1
1924,4,Lee Nailon,190,84,6.947368421052632,34.92631578947368,2002-03,1999,34,0.4421052631578947,1
1926,1,Ryan Robertson,6,2,107.66666666666667,52.666666666666664,1999-00,1999,1,0.3333333333333333,0
1928,1,Todd MacCulloch,161,89,16.93167701863354,11.521739130434783,1999-00,1999,43,0.5527950310559007,1
1928,2,Todd MacCulloch,185,109,2.0648648648648646,12.086486486486486,2000-01,1999,55,0.5891891891891892,1
1928,3,Todd MacCulloch,465,247,9.810752688172043,12.931182795698925,2001-02,1999,62,0.5311827956989247,1
1928,4,Todd MacCulloch,238,123,7.5966386554621845,12.630252100840336,2002-03,1999,38,0.5168067226890757,1
1930,1,Lari Ketner,32,13,1.1875,24.28125,1999-00,1999,14,0.40625,1
1934,1,Rodney Buford,151,62,13.019867549668874,69.28476821192054,1999-00,1999,29,0.4105960264900662,1
1934,2,Rodney Buford,241,104,-12.726141078838173,70.81327800829875,2000-01,1999,43,0.4315352697095436,1
1934,3,Rodney Buford,592,258,7.91554054054054,64.58108108108108,2001-02,1999,63,0.4358108108108108,1
1937,1,Tim Young,39,13,-2.6923076923076925,48.41025641025641,1999-00,1999,17,0.3333333333333333,1
1938,4,Manu Ginobili,396,174,-2.9722222222222223,67.25757575757575,2002-03,1999,67,0.4393939393939394,1
2030,1,Kenyon Martin,776,346,-13.42396907216495,52.524484536082475,2000-01,2000,68,0.44587628865979384,1
2030,2,Kenyon Martin,961,445,-14.02913631633715,53.636836628511965,2001-02,2000,73,0.4630593132154006,1
2030,3,Kenyon Martin,1080,509,-11.542592592592593,42.964814814814815,2002-03,2000,77,0.47129629629629627,1
2030,4,Kenyon Martin,900,439,-14.64,46.46111111111111,2003-04,2000,65,0.48777777777777775,1
2031,1,Stromile Swift,339,153,-1.9823008849557522,30.967551622418878,2000-01,2000,75,0.45132743362831856,1
2031,2,Stromile Swift,611,293,-3.690671031096563,32.782324058919805,2001-02,2000,66,0.4795417348608838,1
2031,3,Stromile Swift,489,235,3.014314928425358,29.67484662576687,2002-03,2000,66,0.48057259713701433,1
2031,4,Stromile Swift,571,268,-3.225919439579685,43.185639229422065,2003-04,2000,77,0.46935201401050786,1
2032,1,Darius Miles,629,318,-2.2225755166931638,28.605723370429253,2000-01,2000,79,0.505564387917329,1
2032,2,Darius Miles,640,308,8.3046875,43.3734375,2001-02,2000,82,0.48125,1
2032,3,Darius Miles,640,263,3.725,42.509375,2002-03,2000,67,0.4109375,1
2032,4,Darius Miles,752,365,4.3936170212765955,35.26063829787234,2003-04,2000,77,0.4853723404255319,1
2033,1,Marcus Fizer,645,278,9.513178294573644,37.368992248062014,2000-01,2000,72,0.4310077519379845,1
2033,2,Marcus Fizer,846,371,-10.52482269503546,37.526004728132385,2001-02,2000,76,0.4385342789598109,1
2033,3,Marcus Fizer,383,178,-7.067885117493472,30.720626631853786,2002-03,2000,38,0.46475195822454307,1
2033,4,Marcus Fizer,349,134,-14.722063037249283,40.87679083094556,2003-04,2000,44,0.3839541547277937,1
2034,1,Mike Miller,845,368,10.550295857988166,110.4603550295858,2000-01,2000,80,0.43550295857988164,1
2034,2,Mike Miller,802,351,7.594763092269327,93.89900249376558,2001-02,2000,63,0.4376558603491272,1
2034,3,Mike Miller,859,373,2.026775320139697,101.50989522700814,2002-03,2000,65,0.4342258440046566,1
2034,4,Mike Miller,616,270,7.071428571428571,101.5340909090909,2003-04,2000,65,0.4383116883116883,1
2035,1,DerMarr Johnson,388,146,23.9819587628866,65.7139175257732,2000-01,2000,72,0.37628865979381443,1
2035,2,DerMarr Johnson,540,214,36.28148148148148,71.21296296296296,2001-02,2000,69,0.3962962962962963,1
2035,4,DerMarr Johnson,97,36,-3.4123711340206184,58.52577319587629,2003-04,2000,20,0.3711340206185567,1
2036,1,Chris Mihm,391,173,-4.038363171355499,35.09462915601023,2000-01,2000,57,0.4424552429667519,1
2036,2,Chris Mihm,526,221,2.0228136882129277,42.69011406844106,2001-02,2000,72,0.42015209125475284,1
2036,3,Chris Mihm,287,116,5.2334494773519165,36.62020905923345,2002-03,2000,52,0.40418118466898956,1
2036,4,Chris Mihm,381,186,-4.837270341207349,29.00262467191601,2003-04,2000,72,0.4881889763779528,1
2037,1,Jamal Crawford,303,107,-0.7425742574257426,119.47524752475248,2000-01,2000,57,0.35313531353135313,1
2037,2,Jamal Crawford,187,89,-13.016042780748663,128.96791443850267,2001-02,2000,23,0.47593582887700536,1
2037,3,Jamal Crawford,806,334,-4.671215880893301,105.95161290322581,2002-03,2000,80,0.4143920595533499,1
2037,4,Jamal Crawford,1315,508,-9.217490494296579,114.81140684410646,2003-04,2000,80,0.38631178707224334,1
2038,1,Joel Przybilla,35,12,-2.257142857142857,6.514285714285714,2000-01,2000,19,0.34285714285714286,1
2038,2,Joel Przybilla,142,76,3.4225352112676055,7.302816901408451,2001-02,2000,58,0.5352112676056338,1
2038,3,Joel Przybilla,46,18,16.652173913043477,8.565217391304348,2002-03,2000,23,0.391304347826087,1
2038,4,Joel Przybilla,50,18,-7.96,18.7,2003-04,2000,11,0.36,1
2039,1,Keyon Dooling,362,148,-16.861878453038674,83.9475138121547,2000-01,2000,76,0.4088397790055249,1
2039,2,Keyon Dooling,57,22,-3.3859649122807016,100.54385964912281,2001-02,2000,14,0.38596491228070173,1
2039,3,Keyon Dooling,329,128,-16.64437689969605,116.26443768996961,2002-03,2000,55,0.3890577507598784,1
2039,4,Keyon Dooling,351,137,-7.669515669515669,92.96011396011396,2003-04,2000,56,0.3903133903133903,1
2040,1,Jerome Moiso,30,12,-28.266666666666666,37.53333333333333,2000-01,2000,15,0.4,1
2040,2,Jerome Moiso,20,8,11.3,52.05,2001-02,2000,10,0.4,0
2040,3,Jerome Moiso,171,89,3.0526315789473686,30.666666666666668,2002-03,2000,48,0.52046783625731,1
2040,4,Jerome Moiso,84,40,-4.523809523809524,24.345238095238095,2003-04,2000,20,0.47619047619047616,1
2041,2,Etan Thomas,151,81,0.5033112582781457,20.410596026490065,2001-02,2000,37,0.5364238410596026,1
2041,3,Etan Thomas,124,61,-0.9838709677419355,21.983870967741936,2002-03,2000,32,0.49193548387096775,1
2041,4,Etan Thomas,526,257,-1.429657794676806,23.486692015209126,2003-04,2000,79,0.48859315589353614,1
2042,1,Courtney Alexander,573,239,19.804537521815007,71.34380453752182,2000-01,2000,62,0.41710296684118675,1
2042,2,Courtney Alexander,474,223,1.229957805907173,58.949367088607595,2001-02,2000,54,0.4704641350210971,1
2042,3,Courtney Alexander,505,193,1.617821782178218,62.229702970297026,2002-03,2000,66,0.3821782178217822,1
2044,3,Jason Collier,36,17,-11.027777777777779,33.75,2002-03,2000,12,0.4722222222222222,1
2044,4,Jason Collier,165,79,0.23030303030303031,53.73939393939394,2003-04,2000,20,0.47878787878787876,1
2045,1,Hedo Turkoglu,335,138,19.03283582089552,65.1910447761194,2000-01,2000,70,0.41194029850746267,1
2045,2,Hedo Turkoglu,686,290,6.262390670553936,82.32944606413994,2001-02,2000,80,0.4227405247813411,1
2045,3,Hedo Turkoglu,391,165,12.831202046035806,90.48593350383632,2002-03,2000,66,0.4219948849104859,1
2045,4,Hedo Turkoglu,645,262,1.3038759689922481,84.01240310077519,2003-04,2000,79,0.4062015503875969,1
2046,1,Desmond Mason,437,189,19.778032036613272,57.73684210526316,2000-01,2000,75,0.43249427917620137,1
2046,2,Desmond Mason,768,357,13.598958333333334,68.67578125,2001-02,2000,75,0.46484375,1
2046,3,Desmond Mason,1015,457,17.69064039408867,68.1192118226601,2002-03,2000,80,0.45024630541871924,1
2046,4,Desmond Mason,866,409,8.34295612009238,37.32332563510393,2003-04,2000,82,0.4722863741339492,1
2047,1,Quentin Richardson,525,232,6.190476190476191,68.3295238095238,2000-01,2000,75,0.4419047619047619,1
2047,2,Quentin Richardson,924,401,22.341991341991342,95.41017316017316,2001-02,2000,81,0.43398268398268397,1
2047,3,Quentin Richardson,543,203,2.751381215469613,86.69429097605894,2002-03,2000,58,0.3738489871086556,1
2047,4,Quentin Richardson,1067,425,8.934395501405811,80.59512652296158,2003-04,2000,65,0.3983130271790066,1
2048,1,Jamaal Magloire,270,122,7.277777777777778,36.492592592592594,2000-01,2000,67,0.45185185185185184,1
2048,2,Jamaal Magloire,413,227,-1.8861985472154963,15.038740920096853,2001-02,2000,82,0.549636803874092,1
2048,3,Jamaal Magloire,634,305,4.61198738170347,21.746056782334385,2002-03,2000,82,0.4810725552050473,1
2048,4,Jamaal Magloire,809,383,7.875154511742893,27.711990111248454,2003-04,2000,82,0.47342398022249693,1
2049,2,Speedy Claxton,451,181,-9.079822616407982,55.63636363636363,2001-02,2000,66,0.401330376940133,1
2049,3,Speedy Claxton,145,67,8.303448275862069,74.48275862068965,2002-03,2000,28,0.46206896551724136,1
2049,4,Speedy Claxton,524,224,-10.454198473282442,73.71374045801527,2003-04,2000,60,0.42748091603053434,1
2050,1,Morris Peterson,670,290,-20.050746268656717,53.940298507462686,2000-01,2000,79,0.43283582089552236,1
2050,2,Morris Peterson,765,336,-21.963398692810458,70.918954248366,2001-02,2000,63,0.4392156862745098,1
2050,3,Morris Peterson,1070,421,-26.59906542056075,77.16355140186916,2002-03,2000,82,0.39345794392523364,1
2050,4,Morris Peterson,586,238,-3.8276450511945392,63.46928327645051,2003-04,2000,82,0.4061433447098976,1
2051,1,Donnell Harvey,14,8,-17.357142857142858,33.785714285714285,2000-01,2000,7,0.5714285714285714,0
2051,2,Donnell Harvey,217,108,-2.6774193548387095,28.691244239631338,2001-02,2000,40,0.4976958525345622,1
2051,3,Donnell Harvey,551,246,2.381125226860254,32.83847549909256,2002-03,2000,76,0.44646098003629764,1
2051,4,Donnell Harvey,200,89,4.315,35.6,2003-04,2000,51,0.445,1
2052,1,DeShawn Stevenson,91,31,17.64835164835165,50.08791208791209,2000-01,2000,35,0.34065934065934067,1
2052,2,DeShawn Stevenson,369,143,11.962059620596206,66.87533875338754,2001-02,2000,65,0.3875338753387534,1
2052,3,DeShawn Stevenson,284,114,19.257042253521128,70.92605633802818,2002-03,2000,54,0.4014084507042254,1
2052,4,DeShawn Stevenson,871,376,15.26865671641791,84.53157290470723,2003-04,2000,80,0.4316877152698048,1
2053,1,Dalibor Bagaric,65,17,13.553846153846154,41.30769230769231,2000-01,2000,22,0.26153846153846155,1
2053,2,Dalibor Bagaric,178,72,6.207865168539326,36.657303370786515,2001-02,2000,48,0.4044943820224719,1
2053,3,Dalibor Bagaric,26,8,-28.76923076923077,46.76923076923077,2002-03,2000,9,0.3076923076923077,1
2054,1,Jake Tsakalidis,215,101,-0.16744186046511628,25.837209302325583,2000-01,2000,53,0.4697674418604651,1
2054,2,Jake Tsakalidis,400,190,-4.4575,29.4825,2001-02,2000,64,0.475,1
2054,3,Jake Tsakalidis,135,61,4.007407407407407,28.28148148148148,2002-03,2000,31,0.45185185185185184,1
2054,4,Jake Tsakalidis,133,67,3.8496240601503757,39.962406015037594,2003-04,2000,35,0.5037593984962406,1
2055,1,Mamadou N'diaye,4,1,-16.25,36.75,2000-01,2000,3,0.25,0
2055,2,Mamadou N'diaye,10,6,-9.1,27.3,2001-02,2000,5,0.6,0
2055,3,Mamadou N'diaye,96,43,-8.739583333333334,27.291666666666668,2002-03,2000,18,0.4479166666666667,1
2055,4,Mamadou N'diaye,69,27,4.753623188405797,19.304347826086957,2003-04,2000,23,0.391304347826087,1
2056,2,Primoz Brezec,29,14,-8.10344827586207,24.689655172413794,2001-02,2000,12,0.4827586206896552,1
2056,3,Primoz Brezec,38,15,-11.263157894736842,49.921052631578945,2002-03,2000,17,0.39473684210526316,1
2056,4,Primoz Brezec,26,12,-2.4615384615384617,11.923076923076923,2003-04,2000,12,0.46153846153846156,1
2057,1,Erick Barkley,22,8,39.18181818181818,119.72727272727273,2000-01,2000,8,0.36363636363636365,0
2057,2,Erick Barkley,68,24,-2.6029411764705883,80.25,2001-02,2000,17,0.35294117647058826,1
2058,1,Mark Madsen,113,55,7.769911504424779,15.743362831858407,2000-01,2000,44,0.48672566371681414,1
2058,2,Mark Madsen,145,66,5.158620689655172,21.23448275862069,2001-02,2000,48,0.45517241379310347,1
2058,3,Mark Madsen,163,69,10.085889570552148,22.631901840490798,2002-03,2000,47,0.4233128834355828,1
2058,4,Mark Madsen,201,101,5.338308457711443,25.104477611940297,2003-04,2000,62,0.5024875621890548,1
2059,1,Eduardo Najera,111,58,-5.81981981981982,28.036036036036037,2000-01,2000,34,0.5225225225225225,1
2059,2,Eduardo Najera,300,150,2.45,23.176666666666666,2001-02,2000,59,0.5,1
2059,3,Eduardo Najera,231,129,1.1774891774891776,32.56709956709957,2002-03,2000,48,0.5584415584415584,1
2059,4,Eduardo Najera,161,72,4.012422360248447,38.58385093167702,2003-04,2000,52,0.4472049689440994,1
2060,3,Marko Jaric,443,179,-3.259593679458239,87.43115124153499,2002-03,2000,65,0.4040632054176072,1
2060,4,Marko Jaric,474,185,-14.60126582278481,104.66877637130801,2003-04,2000,58,0.39029535864978904,1
2061,1,Dan Langhi,99,37,-30.161616161616163,49.7979797979798,2000-01,2000,28,0.37373737373737376,1
2061,2,Dan Langhi,125,49,-34.456,68.808,2001-02,2000,27,0.392,1
2061,3,Dan Langhi,202,81,31.955445544554454,77.00990099009901,2002-03,2000,50,0.400990099009901,1
2061,4,Dan Langhi,14,5,2.5714285714285716,53.285714285714285,2003-04,2000,5,0.35714285714285715,0
2062,1,A.J. Guyton,192,78,5.671875,111.44270833333333,2000-01,2000,32,0.40625,1
2062,2,A.J. Guyton,242,87,12.570247933884298,126.95867768595042,2001-02,2000,43,0.359504132231405,1
2062,3,A.J. Guyton,3,0,53.0,68.33333333333333,2002-03,2000,2,0.0,0
2063,1,Jake Voskuhl,25,11,-7.12,24.92,2000-01,2000,11,0.44,1
2063,2,Jake Voskuhl,193,107,-0.02072538860103627,11.031088082901555,2001-02,2000,51,0.5544041450777202,1
2063,3,Jake Voskuhl,163,92,2.079754601226994,18.754601226993866,2002-03,2000,55,0.5644171779141104,1
2063,4,Jake Voskuhl,300,152,-4.1033333333333335,25.66,2003-04,2000,66,0.5066666666666667,1
