tensor_index,PLAYER_ID,season_num,PLAYER_NAME,season_string,DRAFT_YEAR,games_with_shots,shot_attempts,shot_makes,fg_pct
159,2038,1,Joel Przybilla,2000-01,2000,19,35,12,0.34285714285714286
160,2038,2,Joel Przybilla,2001-02,2000,58,142,76,0.5352112676056338
161,2038,3,Joel Przybilla,2002-03,2000,23,46,18,0.391304347826087
162,2038,4,Joel Przybilla,2003-04,2000,11,50,18,0.36
163,2039,1,Keyon Dooling,2000-01,2000,76,362,148,0.4088397790055249
164,2039,2,Keyon Dooling,2001-02,2000,14,57,22,0.38596491228070173
165,2039,3,Keyon Dooling,2002-03,2000,55,329,128,0.3890577507598784
166,2039,4,Keyon Dooling,2003-04,2000,56,351,137,0.3903133903133903
167,2040,1,Jerome Moiso,2000-01,2000,15,30,12,0.4
168,2040,3,Jerome Moiso,2002-03,2000,48,171,89,0.52046783625731
169,2040,4,Jerome Moiso,2003-04,2000,20,84,40,0.47619047619047616
170,2041,2,Etan Thomas,2001-02,2000,37,151,81,0.5364238410596026
171,2041,3,Etan Thomas,2002-03,2000,32,124,61,0.49193548387096775
172,2041,4,Etan Thomas,2003-04,2000,79,526,257,0.48859315589353614
173,2042,1,Courtney Alexander,2000-01,2000,62,573,239,0.41710296684118675
174,2042,2,Courtney Alexander,2001-02,2000,54,474,223,0.4704641350210971
175,2042,3,Courtney Alexander,2002-03,2000,66,505,193,0.3821782178217822
176,2044,3,Jason Collier,2002-03,2000,12,36,17,0.4722222222222222
177,2044,4,Jason Collier,2003-04,2000,20,165,79,0.47878787878787876
178,2045,1,Hedo Turkoglu,2000-01,2000,70,335,138,0.41194029850746267
179,2045,2,Hedo Turkoglu,2001-02,2000,80,686,290,0.4227405247813411
180,2045,3,Hedo Turkoglu,2002-03,2000,66,391,165,0.4219948849104859
181,2045,4,Hedo Turkoglu,2003-04,2000,79,645,262,0.4062015503875969
182,2046,1,Desmond Mason,2000-01,2000,75,437,189,0.43249427917620137
183,2046,2,Desmond Mason,2001-02,2000,75,768,357,0.46484375
184,2046,3,Desmond Mason,2002-03,2000,80,1015,457,0.45024630541871924
185,2046,4,Desmond Mason,2003-04,2000,82,866,409,0.4722863741339492
186,2047,1,Quentin Richardson,2000-01,2000,75,525,232,0.4419047619047619
187,2047,2,Quentin Richardson,2001-02,2000,81,924,401,0.43398268398268397
188,2047,3,Quentin Richardson,2002-03,2000,58,543,203,0.3738489871086556
189,2047,4,Quentin Richardson,2003-04,2000,65,1067,425,0.3983130271790066
190,2048,1,Jamaal Magloire,2000-01,2000,67,270,122,0.45185185185185184
191,2048,2,Jamaal Magloire,2001-02,2000,82,413,227,0.549636803874092
192,2048,3,Jamaal Magloire,2002-03,2000,82,634,305,0.4810725552050473
193,2048,4,Jamaal Magloire,2003-04,2000,82,809,383,0.47342398022249693
194,2049,2,Speedy Claxton,2001-02,2000,66,451,181,0.401330376940133
195,2049,3,Speedy Claxton,2002-03,2000,28,145,67,0.46206896551724136
196,2049,4,Speedy Claxton,2003-04,2000,60,524,224,0.42748091603053434
197,2050,1,Morris Peterson,2000-01,2000,79,670,290,0.43283582089552236
198,2050,2,Morris Peterson,2001-02,2000,63,765,336,0.4392156862745098
199,2050,3,Morris Peterson,2002-03,2000,82,1070,421,0.39345794392523364
200,2050,4,Morris Peterson,2003-04,2000,82,586,238,0.4061433447098976
201,2051,2,Donnell Harvey,2001-02,2000,40,217,108,0.4976958525345622
202,2051,3,Donnell Harvey,2002-03,2000,76,551,246,0.44646098003629764
203,2051,4,Donnell Harvey,2003-04,2000,51,200,89,0.445
204,2052,1,DeShawn Stevenson,2000-01,2000,35,91,31,0.34065934065934067
205,2052,2,DeShawn Stevenson,2001-02,2000,65,369,143,0.3875338753387534
206,2052,3,DeShawn Stevenson,2002-03,2000,54,284,114,0.4014084507042254
207,2052,4,DeShawn Stevenson,2003-04,2000,80,871,376,0.4316877152698048
208,2053,1,Dalibor Bagaric,2000-01,2000,22,65,17,0.26153846153846155
209,2053,2,Dalibor Bagaric,2001-02,2000,48,178,72,0.4044943820224719
210,2053,3,Dalibor Bagaric,2002-03,2000,9,26,8,0.3076923076923077
211,2054,1,Jake Tsakalidis,2000-01,2000,53,215,101,0.4697674418604651
212,2054,2,Jake Tsakalidis,2001-02,2000,64,400,190,0.475
213,2054,3,Jake Tsakalidis,2002-03,2000,31,135,61,0.45185185185185184
214,2054,4,Jake Tsakalidis,2003-04,2000,35,133,67,0.5037593984962406
215,2055,3,Mamadou N'diaye,2002-03,2000,18,96,43,0.4479166666666667
216,2055,4,Mamadou N'diaye,2003-04,2000,23,69,27,0.391304347826087
217,2056,2,Primoz Brezec,2001-02,2000,12,29,14,0.4827586206896552
218,2056,3,Primoz Brezec,2002-03,2000,17,38,15,0.39473684210526316
219,2056,4,Primoz Brezec,2003-04,2000,12,26,12,0.46153846153846156
220,2057,2,Erick Barkley,2001-02,2000,17,68,24,0.35294117647058826
221,2058,1,Mark Madsen,2000-01,2000,44,113,55,0.48672566371681414
222,2058,2,Mark Madsen,2001-02,2000,48,145,66,0.45517241379310347
223,2058,3,Mark Madsen,2002-03,2000,47,163,69,0.4233128834355828
224,2058,4,Mark Madsen,2003-04,2000,62,201,101,0.5024875621890548
225,2059,1,Eduardo Najera,2000-01,2000,34,111,58,0.5225225225225225
226,2059,2,Eduardo Najera,2001-02,2000,59,300,150,0.5
227,2059,3,Eduardo Najera,2002-03,2000,48,231,129,0.5584415584415584
228,2059,4,Eduardo Najera,2003-04,2000,52,161,72,0.4472049689440994
229,2060,3,Marko Jaric,2002-03,2000,65,443,179,0.4040632054176072
230,2060,4,Marko Jaric,2003-04,2000,58,474,185,0.39029535864978904
231,2061,1,Dan Langhi,2000-01,2000,28,99,37,0.37373737373737376
232,2061,2,Dan Langhi,2001-02,2000,27,125,49,0.392
233,2061,3,Dan Langhi,2002-03,2000,50,202,81,0.400990099009901
234,2062,1,A.J. Guyton,2000-01,2000,32,192,78,0.40625
235,2062,2,A.J. Guyton,2001-02,2000,43,242,87,0.359504132231405
236,2063,1,Jake Voskuhl,2000-01,2000,11,25,11,0.44
237,2063,2,Jake Voskuhl,2001-02,2000,51,193,107,0.5544041450777202
238,2063,3,Jake Voskuhl,2002-03,2000,55,163,92,0.5644171779141104
239,2063,4,Jake Voskuhl,2003-04,2000,66,300,152,0.5066666666666667
240,2064,1,Khalid El-Amin,2000-01,2000,50,311,115,0.36977491961414793
241,2065,1,Mike Smith,2000-01,2000,14,59,19,0.3220338983050847
242,2066,1,Soumaila Samake,2000-01,2000,23,48,18,0.375
243,2067,1,Eddie House,2000-01,2000,47,247,104,0.42105263157894735
244,2067,2,Eddie House,2001-02,2000,62,518,209,0.4034749034749035
245,2067,3,Eddie House,2002-03,2000,52,442,172,0.3891402714932127
246,2067,4,Eddie House,2003-04,2000,59,447,161,0.36017897091722595
247,2068,1,Lavor Postell,2000-01,2000,21,54,17,0.3148148148148148
248,2068,2,Lavor Postell,2001-02,2000,19,84,28,0.3333333333333333
249,2068,3,Lavor Postell,2002-03,2000,10,38,14,0.3684210526315789
250,2069,1,Hanno Mottola,2000-01,2000,66,277,123,0.44404332129963897
251,2069,2,Hanno Mottola,2001-02,2000,76,384,169,0.4401041666666667
252,2071,1,Olumide Oyedeji,2000-01,2000,16,37,18,0.4864864864864865
253,2071,2,Olumide Oyedeji,2001-02,2000,23,41,22,0.5365853658536586
254,2072,2,Michael Redd,2001-02,2000,67,608,294,0.48355263157894735
255,2072,3,Michael Redd,2002-03,2000,82,971,455,0.4685890834191555
256,2072,4,Michael Redd,2003-04,2000,82,1437,633,0.4405010438413361
257,2073,1,Brian Cardinal,2000-01,2000,11,31,10,0.3225806451612903
258,2073,4,Brian Cardinal,2003-04,2000,71,463,219,0.47300215982721383
259,2074,2,Jabari Smith,2001-02,2000,18,63,26,0.4126984126984127
260,2084,1,Chris Porter,2000-01,2000,49,445,173,0.3887640449438202
261,2198,1,Kwame Brown,2001-02,2001,48,243,94,0.3868312757201646
262,2198,2,Kwame Brown,2002-03,2001,77,502,224,0.44621513944223107
263,2198,3,Kwame Brown,2003-04,2001,74,589,288,0.48896434634974534
264,2198,4,Kwame Brown,2004-05,2001,40,237,109,0.459915611814346
265,2199,1,Tyson Chandler,2001-02,2001,69,304,151,0.4967105263157895
266,2199,2,Tyson Chandler,2002-03,2001,75,484,257,0.53099173553719
267,2199,3,Tyson Chandler,2003-04,2001,34,157,67,0.4267515923566879
268,2199,4,Tyson Chandler,2004-05,2001,79,419,207,0.49403341288782815
269,2200,1,Pau Gasol,2001-02,2001,82,1064,551,0.5178571428571429
270,2200,2,Pau Gasol,2002-03,2001,82,1115,569,0.5103139013452915
271,2200,3,Pau Gasol,2003-04,2001,78,1049,506,0.48236415633937085
272,2200,4,Pau Gasol,2004-05,2001,56,695,357,0.5136690647482014
273,2201,1,Eddy Curry,2001-02,2001,71,377,189,0.5013262599469496
274,2201,2,Eddy Curry,2002-03,2001,78,573,335,0.5846422338568935
275,2201,3,Eddy Curry,2003-04,2001,73,840,417,0.49642857142857144
276,2201,4,Eddy Curry,2004-05,2001,63,730,393,0.5383561643835616
277,2202,1,Jason Richardson,2001-02,2001,80,1087,463,0.42594296228150874
278,2202,2,Jason Richardson,2002-03,2001,82,1159,476,0.41069887834339946
279,2202,3,Jason Richardson,2003-04,2001,78,1283,563,0.4388152766952455
280,2202,4,Jason Richardson,2004-05,2001,72,1367,610,0.44623262618873444
281,2203,1,Shane Battier,2001-02,2001,78,960,412,0.42916666666666664
282,2203,2,Shane Battier,2002-03,2001,78,569,275,0.4833040421792619
283,2203,3,Shane Battier,2003-04,2001,78,541,242,0.44731977818853974
284,2203,4,Shane Battier,2004-05,2001,80,612,271,0.44281045751633985
285,2204,1,Eddie Griffin,2001-02,2001,73,666,244,0.3663663663663664
286,2204,2,Eddie Griffin,2002-03,2001,77,678,271,0.3997050147492625
287,2204,4,Eddie Griffin,2004-05,2001,69,522,202,0.38697318007662834
288,2205,1,DeSagana Diop,2001-02,2001,14,29,12,0.41379310344827586
289,2205,2,DeSagana Diop,2002-03,2001,63,154,54,0.35064935064935066
290,2205,3,DeSagana Diop,2003-04,2001,45,147,57,0.3877551020408163
291,2205,4,DeSagana Diop,2004-05,2001,28,69,20,0.2898550724637681
292,2206,1,Rodney White,2001-02,2001,15,60,21,0.35
293,2206,2,Rodney White,2002-03,2001,71,638,260,0.40752351097178685
294,2206,3,Rodney White,2003-04,2001,71,467,215,0.4603854389721627
295,2206,4,Rodney White,2004-05,2001,54,288,121,0.4201388888888889
296,2207,1,Joe Johnson,2001-02,2001,77,584,251,0.4297945205479452
297,2207,2,Joe Johnson,2002-03,2001,81,795,316,0.39748427672955977
298,2207,3,Joe Johnson,2003-04,2001,82,1287,555,0.43123543123543123
299,2207,4,Joe Johnson,2004-05,2001,82,1171,544,0.4645602049530316
300,2208,1,Kedrick Brown,2001-02,2001,24,70,23,0.32857142857142857
301,2208,2,Kedrick Brown,2002-03,2001,45,170,61,0.3588235294117647
302,2208,3,Kedrick Brown,2003-04,2001,52,254,117,0.46062992125984253
303,2209,1,Vladimir Radmanovic,2001-02,2001,58,354,146,0.4124293785310734
304,2209,2,Vladimir Radmanovic,2002-03,2001,71,666,274,0.4114114114114114
305,2209,3,Vladimir Radmanovic,2003-04,2001,77,810,345,0.42592592592592593
306,2209,4,Vladimir Radmanovic,2004-05,2001,63,647,267,0.4126738794435858
307,2210,1,Richard Jefferson,2001-02,2001,79,591,270,0.45685279187817257
308,2210,2,Richard Jefferson,2002-03,2001,80,911,456,0.5005488474204172
309,2210,3,Richard Jefferson,2003-04,2001,82,1115,555,0.4977578475336323
310,2210,4,Richard Jefferson,2004-05,2001,33,564,238,0.4219858156028369
311,2211,1,Troy Murphy,2001-02,2001,78,422,178,0.4218009478672986
312,2211,2,Troy Murphy,2002-03,2001,79,749,338,0.4512683578104139
313,2211,3,Troy Murphy,2003-04,2001,28,243,107,0.4403292181069959
314,2211,4,Troy Murphy,2004-05,2001,70,947,392,0.4139387539598733
315,2212,1,Steven Hunter,2001-02,2001,41,147,67,0.4557823129251701
316,2212,2,Steven Hunter,2002-03,2001,30,103,56,0.5436893203883495
317,2212,3,Steven Hunter,2003-04,2001,47,155,82,0.5290322580645161
318,2212,4,Steven Hunter,2004-05,2001,66,219,135,0.6164383561643836
319,2213,1,Kirk Haston,2001-02,2001,15,39,11,0.28205128205128205
320,2214,2,Michael Bradley,2002-03,2001,63,312,151,0.483974358974359
321,2215,1,Jason Collins,2001-02,2001,74,278,117,0.420863309352518
322,2215,2,Jason Collins,2002-03,2001,79,337,140,0.41543026706231456
323,2215,3,Jason Collins,2003-04,2001,77,384,163,0.4244791666666667
324,2215,4,Jason Collins,2004-05,2001,80,450,186,0.41333333333333333
325,2216,1,Zach Randolph,2001-02,2001,35,107,48,0.4485981308411215
326,2216,2,Zach Randolph,2002-03,2001,75,514,264,0.5136186770428015
327,2216,3,Zach Randolph,2003-04,2001,81,1367,663,0.48500365764447695
328,2216,4,Zach Randolph,2004-05,2001,46,741,332,0.44804318488529016
329,2217,1,Brendan Haywood,2001-02,2001,54,221,109,0.49321266968325794
330,2217,2,Brendan Haywood,2002-03,2001,78,339,173,0.5103244837758112
331,2217,3,Brendan Haywood,2003-04,2001,76,388,200,0.5154639175257731
332,2217,4,Brendan Haywood,2004-05,2001,68,427,239,0.5597189695550351
333,2218,2,Joseph Forte,2002-03,2001,12,35,10,0.2857142857142857
334,2219,2,Jeryl Sasser,2002-03,2001,66,206,64,0.3106796116504854
335,2220,1,Brandon Armstrong,2001-02,2001,28,85,27,0.3176470588235294
336,2220,2,Brandon Armstrong,2002-03,2001,13,27,9,0.3333333333333333
337,2220,3,Brandon Armstrong,2003-04,2001,48,175,65,0.37142857142857144
338,2221,3,Raul Lopez,2003-04,2001,79,516,223,0.4321705426356589
339,2221,4,Raul Lopez,2004-05,2001,29,135,57,0.4222222222222222
340,2222,1,Gerald Wallace,2001-02,2001,43,175,75,0.42857142857142855
341,2222,2,Gerald Wallace,2002-03,2001,41,183,90,0.4918032786885246
342,2222,3,Gerald Wallace,2003-04,2001,31,89,32,0.3595505617977528
343,2222,4,Gerald Wallace,2004-05,2001,70,637,286,0.4489795918367347
344,2223,1,Samuel Dalembert,2001-02,2001,20,50,22,0.44
345,2223,3,Samuel Dalembert,2003-04,2001,78,499,270,0.5410821643286573
346,2223,4,Samuel Dalembert,2004-05,2001,71,477,250,0.5241090146750524
347,2224,1,Jamaal Tinsley,2001-02,2001,80,759,289,0.380764163372859
348,2224,2,Jamaal Tinsley,2002-03,2001,72,556,220,0.39568345323741005
349,2224,3,Jamaal Tinsley,2003-04,2001,50,370,153,0.4135135135135135
350,2224,4,Jamaal Tinsley,2004-05,2001,39,522,218,0.41762452107279696
351,2225,1,Tony Parker,2001-02,2001,77,638,268,0.4200626959247649
352,2225,2,Tony Parker,2002-03,2001,82,1042,484,0.46449136276391556
353,2225,3,Tony Parker,2003-04,2001,75,945,423,0.44761904761904764
354,2225,4,Tony Parker,2004-05,2001,80,1117,539,0.4825425246195166
355,2226,1,Will Solomon,2001-02,2001,56,330,113,0.3424242424242424
356,2228,1,Alton Ford,2001-02,2001,38,118,61,0.5169491525423728
357,2238,1,Antonis Fotsis,2001-02,2001,24,104,42,0.40384615384615385
358,2239,1,Trenton Hassell,2001-02,2001,78,626,267,0.426517571884984
359,2239,2,Trenton Hassell,2002-03,2001,81,392,144,0.3673469387755102
360,2239,3,Trenton Hassell,2003-04,2001,80,381,177,0.4645669291338583
361,2239,4,Trenton Hassell,2004-05,2001,82,475,225,0.47368421052631576
362,2240,1,Gilbert Arenas,2001-02,2001,44,383,174,0.45430809399477806
363,2240,2,Gilbert Arenas,2002-03,2001,82,1180,509,0.43135593220338986
364,2240,3,Gilbert Arenas,2003-04,2001,55,914,358,0.3916849015317287
365,2240,4,Gilbert Arenas,2004-05,2001,80,1520,655,0.4309210526315789
366,2241,3,Omar Cook,2003-04,2001,14,27,7,0.25925925925925924
367,2242,1,Terence Morris,2001-02,2001,62,289,111,0.38408304498269896
368,2242,2,Terence Morris,2002-03,2001,44,176,82,0.4659090909090909
369,2243,1,Brian Scalabrine,2001-02,2001,22,66,23,0.3484848484848485
370,2243,2,Brian Scalabrine,2002-03,2001,46,169,68,0.40236686390532544
371,2243,3,Brian Scalabrine,2003-04,2001,59,218,86,0.3944954128440367
372,2243,4,Brian Scalabrine,2004-05,2001,54,332,132,0.39759036144578314
373,2244,2,Jeff Trepagnier,2002-03,2001,8,40,17,0.425
374,2244,3,Jeff Trepagnier,2003-04,2001,8,38,10,0.2631578947368421
375,2245,2,Damone Brown,2002-03,2001,5,35,11,0.3142857142857143
376,2245,4,Damone Brown,2004-05,2001,12,62,23,0.3709677419354839
377,2246,2,Mehmet Okur,2002-03,2001,69,423,180,0.425531914893617
378,2246,3,Mehmet Okur,2003-04,2001,71,542,251,0.46309963099630996
379,2246,4,Mehmet Okur,2004-05,2001,82,755,354,0.4688741721854305
380,2248,1,Earl Watson,2001-02,2001,55,211,96,0.4549763033175355
381,2248,2,Earl Watson,2002-03,2001,76,388,170,0.4381443298969072
382,2248,3,Earl Watson,2003-04,2001,81,459,171,0.37254901960784315
383,2248,4,Earl Watson,2004-05,2001,80,554,236,0.4259927797833935
384,2249,3,Jamison Brewer,2003-04,2001,9,34,13,0.38235294117647056
385,2249,4,Jamison Brewer,2004-05,2001,15,37,11,0.2972972972972973
386,2250,1,Bobby Simmons,2001-02,2001,21,95,43,0.45263157894736844
387,2250,2,Bobby Simmons,2002-03,2001,26,112,44,0.39285714285714285
388,2250,3,Bobby Simmons,2003-04,2001,56,373,147,0.3941018766756032
389,2250,4,Bobby Simmons,2004-05,2001,75,1017,474,0.46607669616519176
390,2253,2,Sean Lampley,2002-03,2001,30,129,56,0.43410852713178294
391,2254,1,Loren Woods,2001-02,2001,42,96,33,0.34375
392,2254,2,Loren Woods,2002-03,2001,24,76,29,0.3815789473684211
393,2254,3,Loren Woods,2003-04,2001,32,96,44,0.4583333333333333
394,2254,4,Loren Woods,2004-05,2001,37,164,71,0.4329268292682927
395,2256,2,Ken Johnson,2002-03,2001,11,37,15,0.40540540540540543
