PLAYER_ID,PLAYER_NAME,player_name_key,draft_year,INPUT_SEASON,FORECAST_SEASON,predicted_class,actual_class,label_known,is_correct,sleeper_probability,neutral_probability,bust_probability,confidence_rating,confidence_score,uncertainty_proxy,holdout_split_tag,actual_years5_7_perf_score_component_mean,predicted_years5_7_perf_score_component_mean,performance_pred_error_component_mean,actual_scoring_metric_score,actual_efficiency_metric_score,actual_playmaking_metric_score,actual_defense_metric_score,actual_control_metric_score,predicted_scoring_metric_score,predicted_efficiency_metric_score,predicted_playmaking_metric_score,predicted_defense_metric_score,predicted_control_metric_score,actual_years5_7_games_avg,actual_years5_7_minutes_avg,actual_years5_7_points_avg,actual_years5_7_rebounds_avg,actual_years5_7_assists_avg,boxscore_target_support_flag,performance_test_prediction_available,identity_source,classification_support_flag,forecast_support_flag,block1_ready_flag,deliverable3_block1_note
202722.0,Davis Bertans,davis bertans,2016,2016-2020,2020-2023,Bust,Bust,1,1.0,0.039324187,0.415222,0.5454538,Low,0.5454538,0.4545462,Test,32.7003167246222,44.1324348,11.4321184,40.36390335524434,66.60224060017671,23.543514774935357,19.30795928846429,13.683965604290336,47.071125,52.050194,38.439568,50.102737,32.99855,52.666666666666664,920.5938889,390.6666666666667,112.66666666666667,33.666666666666664,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Day'Ron Sharpe,day ron sharpe,,,,Bust,,0,,0.013757011,0.442023,0.54422,Low,0.54422,0.45577999999999996,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
1628368.0,De'Aaron Fox,de aaron fox,2017,2017-2021,2021-2024,Sleeper,Sleeper,1,1.0,0.6800517,0.31557077,0.0043775104,Medium,0.6800517,0.31994829999999996,Test,54.06117577450037,46.2445426,-7.816633199999998,86.24262730728627,56.90409027759053,58.08280172040913,54.96049102662002,14.115868540595937,49.435493,54.495193,40.274384,52.41267,34.604973,68.66666666666667,2392.4866666666667,1719.6666666666667,292.3333333333333,398.3333333333333,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
1629631.0,De'Andre Hunter,de andre hunter,2019,2019-2023,2023-2026,Neutral,Neutral,1,1.0,0.006330729,0.7618699,0.23179941,High,0.7618699,0.2381301,Train,38.635088514727755,,,62.18575163463561,66.52422579188209,20.027547414963166,24.30899843638592,20.12891929577197,,,,,,55.333333333333336,1532.1983333333335,864.6666666666666,221.66666666666666,89.66666666666667,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
1629001.0,De'Anthony Melton,de anthony melton,2018,2018-2022,2022-2025,Neutral,Bust,1,0.0,0.013033451,0.6458278,0.3411388,Medium,0.6458278,0.35417220000000005,Train,43.57912844775025,,,33.991255886972525,47.7771560877225,41.37635362000204,73.86433519107317,20.886541452981,,,,,,40.333333333333336,1098.0472224333332,421.0,157.66666666666666,109.33333333333333,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
201599.0,DeAndre Jordan,deandre jordan,2007,2008-2012,2012-2015,Neutral,Neutral,1,1.0,0.0011124023,0.8085246,0.19036302,High,0.8085246,0.19147539999999996,Train,58.88658062097032,,,25.364868561513333,81.88811512451049,7.306788871171226,90.22192252838344,89.65120801927314,,,,,,82.0,2566.7222223333333,842.0,978.0,54.333333333333336,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,DeAndre' Bembry,deandre bembry,,,,Bust,,0,,0.011085421,0.118095145,0.87081945,High,0.87081945,0.12918054999999995,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
201971.0,DeJuan Blair,dejuan blair,2009,2009-2013,2013-2016,Bust,Bust,1,1.0,0.06998208,0.2965424,0.6334755,Medium,0.6334755,0.36652450000000003,Test,31.089039213504133,37.082622799999996,5.993583199999996,33.5969386402678,36.72350829376997,11.322616140672851,5.866283810225667,67.93584918258438,38.93238,43.77642,32.434258,42.443043,27.827013,45.333333333333336,537.4205554333333,204.66666666666666,160.33333333333334,28.0,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
201942.0,DeMar DeRozan,demar derozan,2009,2009-2013,2013-2016,Sleeper,Sleeper,1,1.0,0.8839195,0.11243311,0.0036474145,High,0.8839195,0.11608050000000003,Train,40.810162332711634,,,69.15516889760447,38.1084419123078,37.07828753603376,45.40130145580312,14.307611861809002,,,,,,72.33333333333333,2640.231111333333,1608.3333333333333,323.0,279.3333333333333,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
202326.0,DeMarcus Cousins,demarcus cousins,2010,2010-2014,2014-2017,Sleeper,Sleeper,1,1.0,0.99528235,0.0043038535,0.00041381875,High,0.99528235,0.004717650000000018,Train,59.997901782632084,,,92.67497589745106,45.82217595309292,16.11588242427038,71.50235832270818,73.87411631563786,,,,,,65.33333333333333,2241.4599999999996,1703.6666666666667,762.6666666666666,252.0,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
201960.0,DeMarre Carroll,demarre carroll,2009,2009-2013,2013-2016,Bust,Bust,1,1.0,0.0032059208,0.33216774,0.66462636,Medium,0.66462636,0.33537364000000003,Train,39.82068695130401,,,32.25390002673764,56.80805981518331,25.40117224140313,56.01961332236338,28.620689350832585,,,,,,56.333333333333336,1771.8316665666669,659.6666666666666,299.0,93.0,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
2205.0,DeSagana Diop,desagana diop,2000,2001-2005,2005-2008,Bust,Bust,1,1.0,0.00029192108,0.008433451,0.99127465,High,0.99127465,0.008725349999999965,Train,35.75629831202919,,,0.0,31.07788674448645,10.465029486715531,73.39051745852015,63.84805787042382,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
2052.0,DeShawn Stevenson,deshawn stevenson,1999,2000-2004,2004-2007,Neutral,Neutral,1,1.0,0.00329909,0.5432108,0.45349014,Low,0.5432108,0.4567892,Train,25.486732535312,,,31.19157551699768,27.359531552124327,28.013307823052383,33.61406321089871,7.255184573486895,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Dean Wade,dean wade,,,,Bust,,0,,0.003846754,0.084224425,0.91192883,High,0.91192883,0.08807116999999998,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
1629028.0,Deandre Ayton,deandre ayton,2018,2018-2022,2022-2025,Neutral,Neutral,1,1.0,0.36204547,0.6210946,0.01685998,Medium,0.6210946,0.37890539999999995,Test,53.91986140253984,45.1520516,-8.767809200000002,57.95103453487754,69.28123864229785,15.484608694649928,51.86869208606064,75.01373305481323,48.25585,53.231903,39.313725,51.19976,33.75902,54.0,1674.8183333333334,899.6666666666666,560.6666666666666,89.66666666666667,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
1627749.0,Dejounte Murray,dejounte murray,2016,2019-2023,2023-2026,Sleeper,Sleeper,1,1.0,0.9089061,0.07591706,0.015176834,High,0.9089061,0.09109389999999995,Train,54.94224495872644,,,69.53341184192669,44.17990700005402,66.34513526093295,70.01669854928404,24.63607214143451,,,,,,41.0,1394.9694442333332,843.0,230.33333333333334,273.0,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
1626153.0,Delon Wright,delon wright,2015,2015-2019,2019-2022,Neutral,Neutral,1,1.0,0.072704114,0.58481216,0.34248373,Medium,0.58481216,0.41518784,Test,52.15106111681283,38.01284,-14.138221199999997,22.94409617468334,52.18795012131095,65.21365417074993,94.33232512100568,26.077279996314225,39.929806,44.89573,33.229324,43.50478,28.50456,71.0,1590.0605556666667,497.0,256.3333333333333,236.66666666666666,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
2753.0,Delonte West,delonte west,2003,2004-2008,2008-2011,Bust,Bust,1,1.0,0.015114167,0.41485175,0.570034,Medium,0.570034,0.42996599999999996,Test,38.52664230502325,37.804099799999996,-0.7225430000000017,27.920737842956715,44.05505909064764,47.23473549145532,65.07573822914605,8.346940870910526,39.845764,44.612915,33.03486,43.19041,28.33655,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Deni Avdija,deni avdija,,,,Neutral,,0,,0.0018916321,0.9449407,0.05316764,High,0.9449407,0.05505930000000003,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
203471.0,Dennis Schr?der,dennis schroder,2013,2013-2017,2017-2020,Neutral,Neutral,1,1.0,0.10106694,0.8859441,0.012988966,High,0.8859441,0.11405589999999999,Train,39.64849230485941,,,65.76649920093108,37.31215992402871,51.06755299315211,32.31049227861927,11.785757127565896,,,,,,70.33333333333333,2130.1900003333335,1251.3333333333333,242.66666666666666,334.0,ok,,fuzzy_name_fallback:dennis schroder,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
1628372.0,Dennis Smith Jr.,dennis smith jr,2017,2017-2021,2021-2024,Bust,Bust,1,1.0,0.009661129,0.12321356,0.86712533,High,0.86712533,0.13287466999999997,Test,41.49515622699882,42.2990348,0.8038778000000022,27.179822895883817,16.171189905209538,74.76991747752461,70.37432954050273,18.98052131587343,44.776768,49.941936,36.889473,48.24914,31.637857,49.0,1029.012222,349.6666666666667,139.66666666666666,198.66666666666666,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Denzel Valentine,denzel valentine,,,,Bust,,0,,0.00096994074,0.025031462,0.9739985,High,0.9739985,0.02600150000000001,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,DerMarr Johnson,dermarr johnson,,,,Bust,,0,,0.0004038904,0.026311096,0.97328496,High,0.97328496,0.026715040000000023,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Derek Anderson,derek anderson,,,,Sleeper,Bust,1,0.0,0.65272826,0.3418112,0.0054605976,Medium,0.65272826,0.34727174000000005,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Derek Fisher,derek fisher,,,,Neutral,Neutral,1,1.0,0.036709614,0.6486373,0.31465316,Medium,0.6486373,0.35136270000000003,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
101114.0,Deron Williams,deron williams,2004,2005-2009,2009-2012,Sleeper,Sleeper,1,1.0,0.9140755,0.084612586,0.0013119762,High,0.9140755,0.08592449999999996,Train,50.51291887134388,,,57.491125569932734,49.29322593922739,94.32132522715403,42.43767051266003,9.021247107745198,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Derrick Coleman,derrick coleman,,,,Bust,,0,,0.13485377,0.40158057,0.4635657,Low,0.4635657,0.5364343,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
202324.0,Derrick Favors,derrick favors,2010,2010-2014,2014-2017,Neutral,Neutral,1,1.0,0.0011281942,0.6149416,0.38393015,Medium,0.6149416,0.3850584,Train,49.150108050539394,,,50.851524149874685,44.553833008104576,15.286935632485562,79.53970147817783,55.51854598405431,,,,,,62.0,1816.1411113333334,893.0,471.6666666666667,87.33333333333333,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Derrick Jones Jr.,derrick jones jr,,,,Neutral,Bust,1,0.0,0.008520333,0.6031944,0.38828528,Medium,0.6031944,0.3968056,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
201565.0,Derrick Rose,derrick rose,2007,2013-2017,2017-2020,Neutral,Neutral,1,1.0,0.21776934,0.7758591,0.0063715857,High,0.7758591,0.22414089999999998,Train,49.068881543383476,,,75.97913864400606,46.50945062122763,59.467117152233925,55.21834188333828,8.170359416111452,,,,,,42.0,1036.353889,676.6666666666666,98.66666666666667,178.33333333333334,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
1628401.0,Derrick White,derrick white,2017,2017-2021,2021-2024,Bust,Neutral,1,0.0,0.097877905,0.4235108,0.47861138,Low,0.47861138,0.52138862,Test,50.62810844440625,43.007309,-7.6207998,44.62151721816661,63.92132770685295,65.34230983576876,64.1514210126257,15.10396644861722,45.762985,50.741974,37.481274,48.889614,32.160698,76.66666666666667,2299.705,1038.6666666666667,288.0,354.6666666666667,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
202682.0,Derrick Williams,derrick williams,2011,2011-2015,2015-2018,Neutral,Neutral,1,1.0,0.0045227674,0.7408435,0.25463375,High,0.7408435,0.2591565,Train,35.48939985316737,,,47.16271737053978,44.01673053659606,19.99059925145773,34.34857154780943,31.928380559433844,,,,,,44.0,749.2350000000001,350.6666666666667,142.33333333333334,34.333333333333336,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Desmond Bane,desmond bane,,,,Sleeper,,0,,0.78110236,0.16024661,0.05865104,High,0.78110236,0.21889764,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
2046.0,Desmond Mason,desmond mason,1999,2000-2004,2004-2007,Neutral,Neutral,1,1.0,0.08716136,0.89282775,0.02001086,High,0.89282775,0.10717224999999997,Train,24.614005193895395,,,39.331222135832014,21.84387166192851,12.964899376332632,31.70193204554317,17.228100749840657,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
1904.0,Devean George,devean george,1999,1999-2003,2003-2006,Bust,Bust,1,1.0,0.0005554496,0.02675126,0.97269326,High,0.97269326,0.027306739999999996,Train,28.054703755948726,,,21.85905350699553,17.45971876652377,21.92192862334053,48.9076199575485,30.12519792533529,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
1626164.0,Devin Booker,devin booker,2015,2015-2019,2019-2022,Sleeper,Sleeper,1,1.0,0.9181375,0.07986137,0.0020012304,High,0.9181375,0.08186249999999995,Train,49.76098783576758,,,92.23068165075368,66.70088129174135,45.042198439561496,29.43315613152356,15.398021665257836,,,,,,68.33333333333333,2375.435555333333,1799.0,306.6666666666667,358.0,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Devin Brown,devin brown,,,,Neutral,Bust,1,0.0,0.009545987,0.58126915,0.4091848,Medium,0.58126915,0.41873085,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
2734.0,Devin Harris,devin harris,2003,2004-2008,2008-2011,Neutral,Neutral,1,1.0,0.03307965,0.9368591,0.03006126,High,0.9368591,0.06314090000000006,Train,43.27565019448689,,,55.38260475202825,42.43058719204847,68.99273310141099,45.13002375008745,4.442302176859336,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Devin Vassell,devin vassell,,,,Neutral,,0,,0.13585104,0.4409006,0.42324838,Low,0.4409006,0.5590994,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Devonte' Graham,devonte graham,,,,Neutral,,0,,0.20051646,0.59261364,0.2068699,Medium,0.59261364,0.40738635999999995,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Dewayne Dedmon,dewayne dedmon,,,,Bust,Bust,1,1.0,0.000819554,0.46431434,0.5348661,Low,0.5348661,0.4651339,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Dikembe Mutombo,dikembe mutombo,,,,Sleeper,Bust,1,0.0,0.5392184,0.09035691,0.37042466,Low,0.5392184,0.4607816,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
1628415.0,Dillon Brooks,dillon brooks,2017,2017-2021,2021-2024,Neutral,Neutral,1,1.0,0.00045452378,0.9802334,0.01931203,High,0.9802334,0.019766599999999968,Test,27.85701461047996,45.05568039999999,17.19866619999999,48.905571065670784,31.160045868204023,30.20353026662449,16.922839027369818,12.09308682453069,48.1516,53.120453,39.229034,51.09284,33.684475,59.0,1775.3427775666667,850.6666666666666,197.33333333333334,132.0,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Dion Glover,dion glover,,,,Neutral,,0,,0.0039809616,0.505688,0.490331,Low,0.505688,0.494312,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
203079.0,Dion Waiters,dion waiters,2012,2012-2016,2016-2019,Neutral,Bust,1,0.0,0.02104993,0.9276549,0.051295184,High,0.9276549,0.07234510000000005,Test,34.25533703567036,42.7287618,8.473424199999997,50.567325183613264,26.80314508050377,42.96696347650316,43.15067536307511,7.788576074656468,45.251114,50.443153,37.258747,48.72745,31.963345,40.0,1146.5527776666668,561.6666666666666,115.33333333333333,144.66666666666666,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Dirk Nowitzki,dirk nowitzki,,,,Sleeper,Sleeper,1,1.0,0.9980263,0.0018869312,8.67044e-05,High,0.9980263,0.001973699999999967,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
1627734.0,Domantas Sabonis,domantas sabonis,2016,2016-2020,2020-2023,Neutral,Sleeper,1,0.0,0.02953523,0.96487725,0.005587477,High,0.96487725,0.03512274999999998,Test,62.865653231017085,44.70632680000001,-18.15932699999999,60.69519236324796,86.71826829728757,59.839775405002015,30.13324903794912,76.94178105159877,47.754074,52.71718,38.92581,50.71638,33.41819,67.66666666666667,2367.612778,1313.6666666666667,822.3333333333334,437.0,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Dominic McGuire,dominic mcguire,,,,Bust,,0,,0.0008081705,0.008634188,0.9905577,High,0.9905577,0.009442300000000015,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Dominick Barlow,dominick barlow,,,,Bust,,0,,0.0038034609,0.39994437,0.5962522,Medium,0.5962522,0.4037478,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Donald Sloan,donald sloan,,,,Bust,,0,,0.0043946896,0.058681127,0.93692416,High,0.93692416,0.06307584,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Donatas Motiejunas,donatas motiejunas,,,,Bust,,0,,0.04577262,0.40967068,0.5445567,Low,0.5445567,0.4554433,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
1628378.0,Donovan Mitchell,donovan mitchell,2017,2017-2021,2021-2024,Sleeper,Sleeper,1,1.0,0.97501254,0.024333304,0.0006541902,High,0.97501254,0.02498745999999996,Train,57.55501693659237,,,94.31917301516856,67.05927699171166,48.23304704896817,61.83461888062557,16.328968746487927,,,,,,63.333333333333336,2213.547222333333,1706.0,283.6666666666667,330.6666666666667,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
1628978.0,Donte DiVincenzo,donte divincenzo,2018,2018-2022,2022-2025,Neutral,Neutral,1,1.0,0.045103986,0.8873692,0.067526855,High,0.8873692,0.11263080000000003,Test,48.185331339605966,37.320949399999996,-10.864381000000002,44.97441750758861,66.08267458111544,45.533742406865535,63.26587999728409,21.069942205176154,39.2256,44.050507,32.635967,42.692066,28.000607,71.66666666666667,1953.502222,886.6666666666666,283.3333333333333,231.0,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Donte Greene,donte greene,,,,Bust,,0,,0.0011023312,0.05013284,0.94876486,High,0.94876486,0.05123513999999996,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Donyell Marshall,donyell marshall,,,,Neutral,Neutral,1,1.0,0.29969135,0.65381056,0.046498083,Medium,0.65381056,0.34618943999999996,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
2748.0,Dorell Wright,dorell wright,2003,2004-2008,2008-2011,Bust,Bust,1,1.0,0.08945347,0.27853924,0.6320073,Medium,0.6320073,0.36799269999999995,Train,40.44148110097337,,,36.09785116417256,43.79456621084925,30.83716201633068,70.32946579214384,21.14836032137052,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Dorian Finney-Smith,dorian finney smith,,,,Neutral,Neutral,1,1.0,0.0005241719,0.52983993,0.46963587,Low,0.52983993,0.47016007000000004,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Doug Christie,doug christie,,,,Neutral,,0,,0.0015779104,0.9972236,0.0011984595,High,0.9972236,0.002776400000000012,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
203926.0,Doug McDermott,doug mcdermott,2014,2014-2018,2018-2021,Bust,Bust,1,1.0,0.00784296,0.114589326,0.87756777,High,0.87756777,0.12243223000000003,Train,37.00388567857636,,,52.42216069635512,81.7020455487578,26.85354440723465,10.687246635337583,13.354431105196628,,,,,,70.66666666666667,1443.7294446666667,724.3333333333334,168.0,76.66666666666667,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
203110.0,Draymond Green,draymond green,2012,2012-2016,2016-2019,Neutral,Neutral,1,1.0,0.013208021,0.97666544,0.010126535,High,0.97666544,0.023334560000000004,Train,54.53044192761191,,,20.722989572496772,39.35721565838716,79.20622078288376,89.48340985934581,43.88237376494602,,,,,,70.66666666666667,2274.1444443333335,678.3333333333334,538.3333333333334,498.3333333333333,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Drew Eubanks,drew eubanks,,,,Bust,Bust,1,1.0,0.009710307,0.23308747,0.7572022,High,0.7572022,0.24279779999999995,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
2400.0,Drew Gooden,drew gooden,2001,2002-2006,2006-2009,Neutral,Neutral,1,1.0,0.004293053,0.9819609,0.013746065,High,0.9819609,0.018039099999999975,Train,33.94925948343475,,,38.412863541724064,26.40114646727916,9.502859718386595,30.732930409129366,64.69649728065457,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Duncan Robinson,duncan robinson,,,,Neutral,Neutral,1,1.0,0.05580512,0.57155776,0.37263715,Medium,0.57155776,0.42844224,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
,Dwayne Bacon,dwayne bacon,,,,Bust,,0,,0.0024282928,0.14968517,0.84788656,High,0.84788656,0.15211344000000004,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
2730.0,Dwight Howard,dwight howard,2003,2004-2008,2008-2011,Sleeper,Sleeper,1,1.0,0.9979955,0.0018182552,0.00018631855,High,0.9979955,0.0020044999999999646,Train,65.58816722905512,,,63.23095018520647,76.83531999431223,0.0,100.0,87.87456596575684,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
203939.0,Dwight Powell,dwight powell,2014,2014-2018,2018-2021,Bust,Bust,1,1.0,0.0038783087,0.31862798,0.6774937,Medium,0.6774937,0.3225063,Train,50.56960434082906,,,38.980028543077815,100.0,28.288741327565763,36.221065659324914,49.3581861741768,,,,,,58.333333333333336,1229.5505554333333,511.0,290.6666666666667,78.0,ok,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
2548.0,Dwyane Wade,dwyane wade,2002,2003-2007,2007-2010,Sleeper,Sleeper,1,1.0,0.98316413,0.016184766,0.0006510993,High,0.98316413,0.016835869999999975,Train,61.52946746556644,,,87.8913695367902,52.8213201844969,57.38671073779096,92.89085934638165,16.6570775223725,,,,,,0.0,0.0,0.0,0.0,0.0,missing_all_stats_window,,player_id_all_stats,label_known,actual_target_only,ready_for_name_or_id_merge,classification probabilities available; only realized target-side performance components available
,Dyson Daniels,dyson daniels,,,,Sleeper,,0,,0.7184579,0.26551223,0.01602987,High,0.7184579,0.2815421,,,,,,,,,,,,,,,,,,,,,,,prediction_only,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
202734.0,E'Twaun Moore,e twaun moore,2011,2011-2015,2015-2018,Bust,Neutral,1,0.0,0.007527396,0.071437806,0.9210348,High,0.9210348,0.07896519999999996,Test,34.126757741863784,32.563317,-1.563441300000001,33.75401536959889,53.05839748805573,35.6892456793537,41.196812699573314,6.935317472737296,34.30097,38.496307,28.531403,37.069202,24.418703,71.33333333333333,1889.547222,721.6666666666666,174.33333333333334,150.0,ok,1.0,player_id_all_stats,label_known,test_prediction_available,ready_for_name_or_id_merge,classification probabilities plus test-set performance forecast available
,Earl Boykins,earl boykins,,,,Neutral,Neutral,1,1.0,0.07229422,0.59979045,0.32791537,Medium,0.59979045,0.40020955,,,,,,,,,,,,,,,,,,,,,,,label_known,classification_only,name_only_merge,classification probabilities only; no linked performance component row in current split table
