distribution,count,min,p10,p25,median,mean,p75,p90,max
fair_price_cap_pct_supported_only,941,0.000366349863555,0.0272669950067315,0.0461771158934649,0.0733331960976038,0.08184666102286213,0.1106427033959988,0.147654128280809,0.253109887907588
