PLAYER_ID,PLAYER_NAME,draft_year,macro_archetype,shot_style_subtype,hybrid_archetype_label,identity_drift_class,prototype_fit_ambiguity,comp_salary_match_count,comp_salary_match_rate,comp_salary_anchor_support,detail_matched_comp_count,detail_effective_comp_n,detail_top_comp_weight,detail_same_macro_share,detail_name_alignment_share,detail_anchor_std_weighted,protected_price_cap_pct,fair_price_cap_pct,walk_away_max_cap_pct,anchor_band_width,anchor_band_relative_width,fair_price_source,anchor_band_source,market_anchor_supported_flag,market_anchor_band_text,historical_year5_salary_cap_pct_observed,historical_year5_salary_observed_flag,historical_vs_fair_gap,historical_vs_protected_gap,historical_vs_walkaway_gap,holdout_for_case_study,holdout_reason
1920,A.J. Bramlett,1999,Fringe / Low-Opportunity Players,,Fringe / Low-Opportunity Players | No Shot Subtype,insufficient_data,0.7209966874197653,0,,,,,,,,,,,,,,missing,mixed_fallback,0,Comp-based market anchor not supported.,,0,,,,0,
1885,Lamar Odom,1999,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,role_shifting_materially,0.8095339608882459,5,1.0,medium,5.0,4.989385769755957,0.2135633330811165,0.4,1.0,0.051896518108003845,0.1126516464471403,0.1583432735512024,0.1666666666666666,0.0540150202195263,0.3411260801176996,block2_weighted_mean,block2_direct,1,"Protected around 0.113 of cap, fair around 0.158, walk-away max around 0.167.",0.227271806569343,1,0.06892853301814061,0.1146201601222027,0.06060513990267641,0,
1930,Lari Ketner,1999,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,insufficient_data,0.8398751779995975,2,0.4,low,2.0,12.653185437611956,0.2033401513521089,0.0,1.0,0.009956540267275802,0.0422592816848818,0.0524494184592645,0.062177717135598,0.0199184354507162,0.3797646577566175,block2_weighted_mean,block2_direct,1,"Protected around 0.042 of cap, fair around 0.052, walk-away max around 0.062.",,0,,,,0,
1919,Laron Profit,1999,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,insufficient_data,0.978069266390476,3,0.6,low,3.0,8.94207339776409,0.19746153422982,0.0,1.0,0.006385277496255887,0.0223459840828916,0.0311939595613806,0.0363951473136915,0.0140491632307999,0.4503808887472349,block2_weighted_mean,block2_direct,1,"Protected around 0.022 of cap, fair around 0.031, walk-away max around 0.036.",,0,,,,0,
1924,Lee Nailon,1999,Perimeter Wings & Connectors,Arc-Heavy Spacers,Perimeter Wings & Connectors | Arc-Heavy Spacers,insufficient_data,0.8764401070752418,5,1.0,high,5.0,4.9930460984963245,0.2087093541353866,0.4,1.0,0.036299990149881244,0.0752222475495783,0.1011457254153893,0.1399830620118566,0.06476081446227828,0.6402723812233883,block2_weighted_mean,block2_direct,1,"Protected around 0.075 of cap, fair around 0.101, walk-away max around 0.140.",,0,,,,0,
1910,Leon Smith,1999,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,insufficient_data,0.8586975333654471,2,0.4,low,2.0,13.808278327189802,0.2006496072234882,0.0,1.0,0.012966950424157488,0.0170959653521768,0.030811975426233,0.0430707738956653,0.0259748085434885,0.8430101667994261,block2_weighted_mean,block2_direct,1,"Protected around 0.017 of cap, fair around 0.031, walk-away max around 0.043.",,0,,,,0,
1938,Manu Ginobili,1999,Perimeter Wings & Connectors,Midrange Shot Creators,Perimeter Wings & Connectors | Midrange Shot Creators,insufficient_data,0.7259378841521114,3,0.6,medium,3.0,8.084339082557483,0.2172142790145557,0.0,1.0,0.056343083855104135,0.0288512335469643,0.1057632083088906,0.1696969696969697,0.1408457361500054,1.3317082414770667,block2_weighted_mean,block2_direct,1,"Protected around 0.029 of cap, fair around 0.106, walk-away max around 0.170.",0.0332458941605839,1,-0.0725173141483067,0.004394660613619598,-0.1364510755363858,0,
1897,Metta World Peace,1999,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,role_shifting_materially,0.8591962945389476,4,0.8,high,4.0,6.308040901346312,0.2201384296724014,0.5,1.0,0.024329109775230572,0.1399830620118566,0.1624893803945158,0.1795734949494949,0.03959043293763831,0.24364935629340692,block2_weighted_mean,block2_direct,1,"Protected around 0.140 of cap, fair around 0.162, walk-away max around 0.180.",0.1248559306569343,1,-0.037633449737581495,-0.015127131354922288,-0.0547175642925606,0,
1913,Michael Ruffin,1999,Low-Usage Interior Bigs,Arc-Heavy Spacers,Low-Usage Interior Bigs | Arc-Heavy Spacers,insufficient_data,0.8541782506222992,4,0.8,low,4.0,6.352587293148773,0.2078922003046484,1.0,1.0,0.046273958028559395,0.0258424643373992,0.0671747053342349,0.1242153284671532,0.098372864129754,1.4644331320887727,block2_weighted_mean,block2_direct,1,"Protected around 0.026 of cap, fair around 0.067, walk-away max around 0.124.",0.0151386633211678,1,-0.05203604201306711,-0.0107038010162314,-0.10907666514598541,0,
1918,Obinna Ekezie,1999,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,insufficient_data,0.9053082558265076,3,0.6,low,3.0,8.078086716259493,0.2092629952654178,0.0,1.0,0.046230010191293865,0.0111634534697215,0.0734954147173754,0.124242700729927,0.1130792472602055,1.5385891445751907,block2_weighted_mean,block2_direct,1,"Protected around 0.011 of cap, fair around 0.073, walk-away max around 0.124.",0.0157089187956204,1,-0.057786495921755,0.004545465325898902,-0.1085337819343066,0,
1900,Quincy Lewis,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,insufficient_data,0.8881450280950669,4,0.8,high,4.0,6.366948444251784,0.2145730543495352,0.75,1.0,0.041247353380785404,0.0169830408023706,0.0558534646417582,0.0558534646417582,0.0388704238393876,0.6959357685096329,block2_weighted_mean,block2_direct,1,"Protected around 0.017 of cap, fair around 0.056, walk-away max around 0.056.",0.0046154425182481,1,-0.0512380221235101,-0.012367598284122499,-0.0512380221235101,0,
1888,Richard Hamilton,1999,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,role_shifting_materially,0.725736046526192,2,0.4,low,2.0,11.815901502803547,0.2150039031743131,0.5,1.0,0.010622011092683719,0.0479909664063235,0.0581319626630899,0.0692578044242299,0.021266838017906395,0.36583726135586825,block2_weighted_mean,block2_direct,1,"Protected around 0.048 of cap, fair around 0.058, walk-away max around 0.069.",0.1482664233576642,1,0.09013446069457431,0.10027545695134071,0.07900861893343432,0,
1934,Rodney Buford,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,insufficient_data,0.8107238747202263,4,0.8,high,4.0,5.665589118519894,0.2568273129391098,0.5,1.0,0.0414710618350634,0.0556174725867337,0.0948028840261365,0.1616161616161616,0.10599868902942791,1.118095616165061,block2_weighted_mean,block2_direct,1,"Protected around 0.056 of cap, fair around 0.095, walk-away max around 0.162.",0.0033231295620437,1,-0.0914797544640928,-0.05229434302469,-0.1582930320541179,0,
1926,Ryan Robertson,1999,Fringe / Low-Opportunity Players,,Fringe / Low-Opportunity Players | No Shot Subtype,insufficient_data,0.9824871080896376,0,,,,,,,,,,,,,,missing,mixed_fallback,0,Comp-based market anchor not supported.,,0,,,,0,
1909,Scott Padgett,1999,Low-Usage Interior Bigs,Rim Pressure Drivers,Low-Usage Interior Bigs | Rim Pressure Drivers,role_shifting_materially,0.881055320154496,5,1.0,medium,5.0,4.992549678656105,0.210409343601104,0.0,1.0,0.04021961896576689,0.0335815387380909,0.0620238590292673,0.0686929519149336,0.0351114131768427,0.5660952692458981,block2_weighted_mean,block2_direct,1,"Protected around 0.034 of cap, fair around 0.062, walk-away max around 0.069.",0.0157089187956204,1,-0.04631494023364689,-0.0178726199424705,-0.0529840331193132,0,
1890,Shawn Marion,1999,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,role_shifting_materially,0.6462030126387787,5,1.0,high,5.0,4.8123041038122585,0.266331710430718,0.6,1.0,0.06265534186703817,0.1248559306569343,0.134753979181723,0.1937151126731445,0.0688591820162102,0.5109992479209085,block2_weighted_mean,block2_direct,1,"Protected around 0.125 of cap, fair around 0.135, walk-away max around 0.194.",0.25,1,0.115246020818277,0.1251440693430657,0.05628488732685549,0,
1883,Steve Francis,1999,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,role_shifting_materially,0.5036629756697013,5,1.0,medium,5.0,4.975372326063237,0.2267974245820131,0.8,1.0,0.05080431319608499,0.1312201772324471,0.163547081388785,0.2135857885615251,0.08236561132907799,0.5036201846566618,block2_weighted_mean,block2_direct,1,"Protected around 0.131 of cap, fair around 0.164, walk-away max around 0.214.",0.25,1,0.08645291861121501,0.11877982276755289,0.0364142114384749,0,
1906,Tim James,1999,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,insufficient_data,0.6921158085508198,3,0.6,low,3.0,8.378136040509744,0.2136263101932539,0.3333333333333333,1.0,0.009159813991992132,0.0140124400112919,0.0208658563650417,0.0342153284671532,0.020202888455861302,0.9682271411447496,block2_weighted_mean,block2_direct,1,"Protected around 0.014 of cap, fair around 0.021, walk-away max around 0.034.",,0,,,,0,
1937,Tim Young,1999,Fringe / Low-Opportunity Players,Interior Finishers,Fringe / Low-Opportunity Players | Interior Finishers,insufficient_data,0.641376561461766,2,0.4,low,2.0,11.098201477281144,0.2255366580970727,0.5,1.0,0.054152833908857244,0.0157089187956204,0.0664592724203549,0.124242700729927,0.1085337819343066,1.6330871221073626,block2_weighted_mean,block2_direct,1,"Protected around 0.016 of cap, fair around 0.066, walk-away max around 0.124.",,0,,,,0,
1928,Todd MacCulloch,1999,Low-Usage Interior Bigs,Arc-Heavy Spacers,Low-Usage Interior Bigs | Arc-Heavy Spacers,role_shifting_materially,0.5977888565152845,4,0.8,medium,4.0,6.011151769199597,0.2260358384238828,0.5,1.0,0.07697913437731056,0.0169830408023706,0.1214394419632015,0.1733102253032929,0.1563271845009223,1.287285102547593,block2_weighted_mean,block2_direct,1,"Protected around 0.017 of cap, fair around 0.121, walk-away max around 0.173.",0.1242153284671532,1,0.002775886503951705,0.1072322876647826,-0.0490948968361397,0,
1892,Trajan Langdon,1999,Perimeter Wings & Connectors,Midrange Shot Creators,Perimeter Wings & Connectors | Midrange Shot Creators,insufficient_data,0.6472793813185141,4,0.8,medium,4.0,6.13699400242132,0.2272003090917182,0.75,1.0,0.017564373048773153,0.0375653469781545,0.042114958663862,0.0636733684790848,0.026108021500930292,0.6199227621071622,block2_weighted_mean,block2_direct,1,"Protected around 0.038 of cap, fair around 0.042, walk-away max around 0.064.",,0,,,,0,
