distribution,count,min,p10,p25,median,mean,p75,p90,max
matched_year5_salary_cap_pct,665,9.280890359037972e-05,0.014810826914399241,0.0272669950067315,0.0752222475495783,0.09497635206504379,0.1476925327706751,0.2233850158117046,0.3
