PLAYER_ID,PLAYER_NAME,draft_year,macro_archetype,shot_style_subtype,hybrid_archetype_label,prototype_fit_ambiguity,own_cluster_distance,shot_style_subtype_probability_x,identity_drift_class,box_role_y1_to_y4_displacement,shotstyle_y1_to_y4_displacement,shot_style_subtype_changes,realistic_comp_list,realistic_comp_similarity_mean,ceiling_comp_PLAYER_NAME,ceiling_comp_supported,median_comp_group_points,median_comp_group_minutes,median_comp_group_rebounds,median_comp_group_assists,supporting_shot_style_explanation,comp_based_interpretation,shot_style_subtype_id,shot_style_subtype_probability_y,seasons_with_embeddings,total_shot_attempts_covered,total_raw_shot_attempts,total_raw_shot_makes,seasons_with_raw_shots,has_valid_comp_list,comp_support_scaled,clarity_scaled,shot_volume_scaled,subtype_confidence_scaled,dossier_showcase_eligible,dossier_selection_score
202689,Kemba Walker,2011,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,0.370182067781297,3.085520036396517,0.9999995227134344,role_shifting_materially,1.3704662704270345,10.841368171806144,1.0,"Isaiah Thomas, D'Angelo Russell, Marcus Smart, Paul George, Nickeil Alexander-Walker",5.540264226965643,Paul Pierce,1.0,554.0,1452.0,165.0,233.5,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"Closest realistic comps: Isaiah Thomas, D'Angelo Russell, Marcus Smart, Paul George, Nickeil Alexander-Walker. Comp group median later-career points: 554.0; minutes: 1452.0.",0.0,0.9999995227134344,4.0,4116.0,4112.0,1634.0,4.0,True,0.921617154253048,0.9351131389735959,0.9461591868574096,0.0,True,0.6066587537294632
1629027,Trae Young,2018,High-Usage Primary Creators,Balanced Three-Level Scorers,High-Usage Primary Creators | Balanced Three-Level Scorers,0.6405590626815935,9.089498050358692,0.9999999999945856,role_shifting_materially,2.360857292815839,31.989877461825767,1.0,"Luka Dončić, Donovan Mitchell, Shai Gilgeous-Alexander, Jamal Murray, Jordan Poole",7.826870921849223,Paul Pierce,1.0,1589.0,2154.5,289.0,351.0,"Profiles with meaningful rim, midrange, and three-point balance.","Closest realistic comps: Luka Dončić, Donovan Mitchell, Shai Gilgeous-Alexander, Jamal Murray, Jordan Poole. Comp group median later-career points: 1589.0; minutes: 2154.5.",1.0,0.9999999999945856,4.0,5160.0,5159.0,2269.0,4.0,True,0.7349121617316969,0.5317350981867168,0.971851890543978,0.0,True,0.48444543817906327
201579,Roy Hibbert,2008,Scoring Bigs / Two-Way Forwards,Arc-Heavy Spacers,Scoring Bigs / Two-Way Forwards | Arc-Heavy Spacers,0.5174750144748307,4.069517872088793,0.9978907596380604,role_shifting_materially,2.215977435926741,55.14579279251011,2.0,"Aaron Gordon, Will Barton, Joffrey Lauvergne, Skal Labissiere, Darnell Jackson",7.6575449047266115,Manu Ginobili,1.0,256.0,636.5,162.0,46.0,High-frequency perimeter shot makers and floor-spacing profiles.,"Closest realistic comps: Aaron Gordon, Will Barton, Joffrey Lauvergne, Skal Labissiere, Darnell Jackson. Comp group median later-career points: 256.0; minutes: 636.5.",2.0,0.9978907596380604,4.0,2759.0,2759.0,1327.0,4.0,True,0.7487378943473171,0.7153653742613153,0.9006985481670692,0.0,True,0.5103972580725062
203124,Kyle O'Quinn,2012,Low-Usage Interior Bigs,Interior Finishers,Low-Usage Interior Bigs | Interior Finishers,0.6060590701230026,4.092339113671896,0.9344898433105596,role_shifting_materially,1.7098536977117924,34.82580681397786,3.0,"Lavoy Allen, James Anderson, Stanley Johnson, Xavier Henry, Cory Joseph",6.00629203024166,Paul Pierce,1.0,283.0,1015.0,133.0,68.0,Big-oriented finishing maps concentrated near the basket and paint.,"Closest realistic comps: Lavoy Allen, James Anderson, Stanley Johnson, Xavier Henry, Cory Joseph. Comp group median later-career points: 283.0; minutes: 1015.0.",3.0,0.9344898433105596,4.0,1079.0,1079.0,535.0,4.0,True,0.8835652593993857,0.5832059691111389,0.7940344564125305,0.0,True,0.4963393999545803
202696,Nikola Vučević,2011,Scoring Bigs / Two-Way Forwards,Midrange Shot Creators,Scoring Bigs / Two-Way Forwards | Midrange Shot Creators,0.5570709766986763,5.231742162484796,0.9954867242409968,role_shifting_materially,3.673547953966552,36.63500984958485,1.0,"Bobby Portis, Tobias Harris, T.J. Warren, Jaylen Brown, Jimmy Butler III",8.053623379778818,Paul Pierce,1.0,1002.0,1904.0,366.0,124.0,Self-created midrange-heavy profiles with intermediate-area usage.,"Closest realistic comps: Bobby Portis, Tobias Harris, T.J. Warren, Jaylen Brown, Jimmy Butler III. Comp group median later-career points: 1002.0; minutes: 1904.0.",4.0,0.9954867242409968,4.0,3082.0,3082.0,1576.0,4.0,True,0.7163974709207797,0.6562917771499339,0.9132799830992298,0.0,True,0.4930137197800277
