kmeans_cluster_k5,cluster_archetype_k5,mean_min,pts_per36_4yr,reb_per36_4yr,ast_per36_4yr,blk_per36_4yr,ts_pct_4yr,fg3a_rate_4yr,ftr_4yr,usage_proxy_per36_4yr,mpg_slope,pts_per36_slope,recent_minutes_share,late_vs_early_minutes_ratio
0,High-Usage Primary Creators,30.391256889533697,17.74551650860717,4.394797287289728,5.274913657351556,0.3530562958136152,0.5350869101863485,0.28632134260396974,0.287054565212284,19.242233140180936,1.85715181129561,1.4026139214065838,0.5297778668100103,1.2259806048250148
1,Low-Usage Interior Bigs,15.546015827318868,11.859448017891207,9.132134350943904,1.463391502272794,1.495079683000991,0.5387377312660998,0.07281067344423742,0.3752775873202314,12.830076222001068,1.397210149651372,-0.015908165075388565,0.556177469109683,2.84980946910964
2,Perimeter Wings & Connectors,18.331509741367,12.680072410676509,4.610688328983195,3.1660332901420167,0.42281160096512144,0.5120236316145975,0.36310728691218686,0.2169156567519351,14.292324799894926,0.8005152764845636,0.21985285052705428,0.4939870676797497,1.5835356639255334
3,Fringe / Low-Opportunity Players,7.842106103375323,10.891669966665676,6.152101052598859,2.1542689691700443,0.7961216919485588,0.4396994870695577,0.23065893752238378,0.3093650255274272,14.71749219069632,0.2801846474534125,0.20964993073824698,0.16117751441276046,0.27476466981003683
4,Scoring Bigs / Two-Way Forwards,26.943461923006804,16.05182892669196,8.131271877474337,2.099546106732111,1.0294712548426825,0.5517729858558111,0.17629681327011726,0.33069946685489593,16.54789707412881,3.134365758104979,1.2152611829449902,0.5805834958745422,1.4184485731967917
