PLAYER_ID,PLAYER_NAME,season_num,season_string,DRAFT_YEAR,games_with_shots,shot_attempts,shot_makes,fg_pct,split,shot_emb_1,shot_emb_2,shot_emb_3,shot_emb_4,shot_emb_5,shot_emb_6,shot_emb_7,shot_emb_8,shot_emb_9,shot_emb_10,shot_emb_11,shot_emb_12,shot_emb_13,shot_emb_14,shot_emb_15,shot_emb_16,shot_emb_17,shot_emb_18,shot_emb_19,shot_emb_20,shot_emb_21,shot_emb_22,shot_emb_23,shot_emb_24
1898,Cal Bowdler,3,2001-02,1999,46,174,61,0.3505747126436782,train,14.185122,9.241358,-7.7872553,8.896997,8.117073,-7.214449,-9.458678,-14.25252,9.328676,-0.92437106,-9.690845,6.14614,2.38711,-5.6775956,-7.0601788,-7.102538,-12.763966,5.8498564,3.974326,-4.0515614,-5.3926587,15.778168,-5.313222,-2.510497
1899,James Posey,1,1999-00,1999,78,536,230,0.4291044776119403,validation,15.591988,11.120396,-5.76414,12.823648,8.088131,0.96982133,6.071685,-3.2991774,7.2812495,0.89949524,-2.4945521,4.581218,18.259972,-16.670511,-3.5417328,-6.4966435,-6.7168417,2.0226705,1.7656468,-3.1515517,-1.2019775,7.543853,8.222941,-4.10284
1899,James Posey,2,2000-01,1999,82,588,243,0.413265306122449,validation,6.878736,8.83951,-3.9454508,11.852875,6.0988526,-3.3958204,-1.0692115,-12.016815,14.9671755,-0.8047161,-10.882897,1.0014825,12.548887,-7.636823,0.40327644,-4.849399,-8.853375,7.101259,2.6375232,-2.7325246,4.2503686,9.177734,-3.8830109,0.20611453
1899,James Posey,3,2001-02,1999,73,733,277,0.3778990450204638,validation,14.307529,6.6266003,-6.756903,10.131401,3.986069,-3.4962595,7.091282,-4.7349186,6.984619,-0.7756671,-7.8263855,3.5097225,9.645878,-13.235563,-7.285529,-8.07404,-7.6949577,-6.1458282,4.1597805,-5.5917788,-2.7176511,12.19574,0.7607919,0.28497887
1899,James Posey,4,2002-03,1999,82,749,309,0.4125500667556742,validation,14.632135,8.361986,-11.874933,12.059585,2.7148278,2.5534286,4.6601853,-4.225314,7.2130933,3.9525793,-4.0564795,5.438257,15.75955,-18.375465,-4.5375533,-7.6973286,-3.3165126,5.176941,4.0143046,-0.045490697,-2.6813037,4.1452007,5.0029106,-1.9042158
1900,Quincy Lewis,1,1999-00,1999,69,297,111,0.3737373737373737,train,8.730623,6.4071484,-6.507385,7.4756994,0.9198345,1.478696,5.8428454,-4.8343463,5.808176,3.6282349,-8.55381,7.7266245,5.782672,-17.46612,-4.4422503,-10.135996,-6.7357397,7.6719174,5.971822,-2.387539,0.6085284,6.613265,0.10796869,1.597639
1900,Quincy Lewis,2,2000-01,1999,30,123,50,0.4065040650406504,train,18.198986,11.320232,-6.4954925,10.5021,-0.40435052,-3.8956819,8.118914,-1.3112681,7.9194374,-0.5915082,-6.4581137,9.689611,15.147234,-18.040798,-5.883226,-6.7112036,-7.6143622,3.0874062,7.4558916,-4.838519,-2.2538807,12.207284,-0.52354467,-9.805222
1900,Quincy Lewis,3,2001-02,1999,30,143,64,0.4475524475524475,train,4.9299064,4.947566,-11.487589,9.896883,1.5904882,-4.7731752,4.7397914,-8.943464,3.627183,-4.4121556,-19.96709,-1.7323868,10.27503,-11.690775,-2.3575306,-3.0971541,-5.4513025,8.658339,9.30812,-5.2972565,-4.3868475,16.953756,-8.722395,9.955824
1901,Dion Glover,1,1999-00,1999,29,171,66,0.3859649122807017,train,2.5155454,15.8771305,-8.244262,4.0374594,5.4830465,-10.169739,-6.739003,-0.9920851,9.675255,3.1424837,-13.222172,8.829058,12.423669,-6.7008357,-7.37379,-8.94321,-9.031658,9.274164,3.6589751,3.6478653,6.9357014,2.8239512,-1.8889154,-4.687758
1901,Dion Glover,2,2000-01,1999,53,335,141,0.4208955223880597,train,0.052960157,7.7991138,-2.1326475,14.413225,15.012344,-2.922717,1.3006971,-11.392138,14.005418,-8.79913,-12.958638,2.9180522,14.259014,-3.7560425,3.492651,-5.1869874,-10.706771,8.058714,-1.5357391,3.2173738,3.5300832,8.188013,-8.690778,4.2628374
1901,Dion Glover,3,2001-02,1999,54,455,192,0.421978021978022,train,7.742324,5.1087956,-11.6695175,9.465853,0.097856194,5.5018225,2.7885153,-10.813554,3.3013332,1.02921,-9.338951,-0.6636423,13.747285,-18.365318,-3.4197943,-6.4901605,-6.283821,10.966536,4.1674314,1.0396593,-1.135494,8.755346,-1.6936039,0.74327135
