PLAYER_ID,PLAYER_NAME,PCA1,PCA2,PCA3,pca_cluster,pca_label,expected_score,realized_score,delta_score
15,Eric Piatkowski,-3.217278331491755,-1.0354634368523983,0.03704394564833812,1,Bust,479.475,119.26666666666665,-360.20833333333337
56,Gary Payton,1.3716540938742954,-4.459198012514923,0.057377797559386524,0,Sleeper,1474.1750000000002,759.7666666666668,-714.4083333333334
87,Dikembe Mutombo,-1.75329958269881,-1.3779872365796555,1.5480176544814384,1,Bust,743.5749999999999,330.3333333333333,-413.2416666666666
89,Nick Van Exel,-1.5903303627973993,-2.680995614757778,-0.029178714514235465,1,Bust,894.3000000000001,316.3333333333333,-577.9666666666667
109,Robert Horry,-1.5982157002910542,-0.3903867936334128,0.3555565980677814,1,Bust,497.25,348.6333333333334,-148.61666666666662
133,David Wesley,0.09650963145340143,-1.60999354081502,-0.2632908392392683,2,Neutral,802.55,532.6666666666666,-269.8833333333333
136,P.J. Brown,1.3278290109229884,-0.24681818273639294,1.6021741396877893,2,Neutral,754.8,744.4333333333333,-10.366666666666674
147,Jalen Rose,0.9497029136157105,-2.392322296336275,0.08765114274680869,2,Neutral,1048.55,696.8333333333334,-351.7166666666666
185,Chris Webber,1.256224598656999,-3.021677108543573,1.3890256055856929,2,Neutral,1269.0749999999998,773.0333333333334,-496.0416666666664
208,Sam Cassell,2.1266264020281618,-2.703662978850303,-1.0050067091421475,0,Sleeper,1162.5,946.7000000000002,-215.79999999999984
213,Antonio Davis,-0.8615274060764961,-1.3484056957163257,1.3747805932170398,1,Bust,763.425,386.4666666666667,-376.95833333333326
224,Eddie Jones,1.4388709878328718,-1.3763308083276478,0.24023420045245772,2,Neutral,920.0750000000002,795.0666666666666,-125.00833333333355
255,Grant Hill,0.7521019706611044,-0.6123932534090746,0.21897671488932405,2,Neutral,738.9,743.3333333333334,4.433333333333394
258,Brian Grant,-2.009911201362516,-1.2185306331758188,0.9350139320014696,1,Bust,640.475,252.9333333333333,-387.54166666666674
278,Stacey Augmon,-2.840244671547322,0.3180202520850118,-0.2600161316027674,1,Bust,225.59999999999997,154.46666666666667,-71.1333333333333
283,Lindsey Hunter,-2.9570394862548195,-0.9386025859571154,-0.2287821588963377,1,Bust,453.725,132.66666666666666,-321.0583333333334
353,Darrell Armstrong,-1.5757886631770321,-2.7942075455232547,0.06968953681632395,1,Bust,927.4499999999999,327.8333333333333,-599.6166666666666
361,Clifford Robinson,-0.436343274944288,-1.7938067429781985,0.44334961096170505,2,Neutral,824.975,434.1000000000001,-390.87499999999994
389,Toni Kukoc,-1.5672479168633064,-0.8623953329801587,-0.1786595128688453,1,Bust,548.75,338.43333333333334,-210.31666666666666
406,Shaquille O'Neal,2.6743093299400638,-3.789605080462876,2.5629829047498127,0,Sleeper,1656.0750000000003,1122.5,-533.5750000000003
436,Juwan Howard,0.7035693060209295,-1.2558869375807997,1.2801263340536395,2,Neutral,868.0750000000002,633.4333333333334,-234.64166666666677
448,Bo Outlaw,-2.862179792382275,-1.2922862889855489,0.4699376370905772,1,Bust,580.0749999999999,170.43333333333337,-409.64166666666654
458,Howard Eisley,-2.0638456618243683,-0.7686808683360287,-0.792860393502817,1,Bust,443.5,234.36666666666665,-209.13333333333335
467,Jason Kidd,3.0563317159481533,-2.6076901465390474,-0.7317217596905767,0,Sleeper,1198.4499999999998,1022.6666666666666,-175.7833333333332
673,Alan Henderson,-2.842453842520166,-0.48303537393417356,0.5095453168615737,1,Bust,429.9749999999999,174.99999999999997,-254.97499999999994
677,Eric Williams,-2.0084241716880995,-0.19945412381683833,-0.01604371602263327,1,Bust,398.6,267.8333333333333,-130.7666666666667
686,Antonio McDyess,-0.001048288610029536,-0.7957921527173466,1.5533514778951212,2,Neutral,760.2,572.7666666666667,-187.4333333333334
689,Theo Ratliff,-2.291923607425516,-1.2263190385063387,0.825844188139309,1,Bust,628.6500000000001,237.43333333333337,-391.2166666666667
693,Joe Smith,-0.2438180464231423,0.30189230727877875,1.1026441867528365,2,Neutral,518.425,560.4333333333333,42.008333333333326
699,Brent Barry,-0.7395355876722903,-1.8199216225940749,-0.1697620884379777,1,Bust,812.875,489.79999999999995,-323.07500000000005
703,Kurt Thomas,0.6626127055507299,-0.37149787343616153,1.6351847302702347,2,Neutral,708.3000000000001,613.7999999999998,-94.50000000000023
708,Kevin Garnett,6.097522919824442,-2.0137370681122144,2.3781000743917002,0,Sleeper,1599.15,1703.8333333333333,104.68333333333317
711,Jerry Stackhouse,-1.3524872174367069,-3.839051188476964,0.6809290212808327,1,Bust,1192.1499999999999,390.9666666666667,-801.1833333333332
714,Michael Finley,0.7833360365486964,-2.5670498243607818,0.6406324020183916,2,Neutral,1129.4250000000002,724.2666666666665,-405.15833333333364
722,Corliss Williamson,-1.802215692502411,-0.8967169343711071,0.40621310954920276,1,Bust,580.55,321.90000000000003,-258.6499999999999
727,Eric Snow,0.22911553291873515,-1.4857878305109113,-1.1237721683636233,2,Neutral,706.625,489.2666666666666,-217.3583333333334
731,Greg Ostertag,-1.8930858338009071,0.13223262929936927,0.526371609078262,1,Bust,370.525,278.2666666666667,-92.25833333333327
739,Rasheed Wallace,1.783019496918763,-1.6786100647060345,1.4672485270143572,0,Sleeper,1076.45,864.5333333333334,-211.91666666666663
754,Jim Jackson,-0.7407629227671045,-0.16370036420237433,0.029073286187532247,1,Bust,468.20000000000005,398.13333333333327,-70.06666666666678
757,Damon Stoudamire,0.8667236121592822,-0.8753771161188781,-1.0184210641039875,2,Neutral,682.55,675.3,-7.25
905,Dale Davis,-2.2307162334191104,-1.477659736804958,0.9833776505247176,1,Bust,688.0249999999999,248.59999999999994,-439.42499999999995
923,Donyell Marshall,0.8938845787399811,-0.5422464507591828,1.611677422533367,2,Neutral,802.125,740.1666666666666,-61.95833333333337
947,Allen Iverson,4.077195761386756,-2.5252377006945603,-1.254314563204498,0,Sleeper,1315.925,1350.0666666666668,34.14166666666688
948,Marcus Camby,0.8489704023880007,1.147724600552582,1.3247465255764306,2,Neutral,461.17499999999995,745.0999999999999,283.92499999999995
949,Shareef Abdur-Rahim,1.1057377922033882,-2.725549527139875,1.5131702662301607,2,Neutral,1242.275,805.3666666666667,-436.9083333333334
950,Stephon Marbury,3.4737513182334063,-2.614882367820038,-1.724536534053049,0,Sleeper,1216.95,1158.2,-58.75
951,Ray Allen,3.0264966957368,-2.2013051672789494,0.050813807232353965,0,Sleeper,1246.4250000000002,1172.9,-73.52500000000009
952,Antoine Walker,2.0989534589320797,-2.1788213600601276,1.2576413423827901,0,Sleeper,1132.8249999999998,817.3000000000002,-315.52499999999964
953,Lorenzen Wright,-0.38902396724178634,0.39474351216298476,1.0818809738748512,2,Neutral,462.875,483.1666666666667,20.291666666666686
956,Erick Dampier,0.297462305264803,1.588860165226744,1.554486628159332,2,Neutral,329.09999999999997,619.1,290.00000000000006
958,Vitaly Potapenko,-2.930336155792198,-0.15934555588450922,0.14097110432299761,1,Bust,333.67499999999995,148.00000000000003,-185.67499999999993
959,Steve Nash,3.8492725112905095,-1.4209697517929352,-2.922469031018536,0,Sleeper,945.7,1224.6666666666667,278.9666666666667
960,Tony Delk,-2.6371396835771215,-0.5866263783157228,-0.15035227949848956,1,Bust,434.875,221.33333333333337,-213.54166666666663
962,Walter McCarty,-2.404285109670654,0.6110444953963768,-0.265101284928442,1,Bust,194.65,199.26666666666665,4.616666666666646
965,Derek Fisher,0.7353786300166452,0.012575115015971106,-1.193595408922952,2,Neutral,500.87500000000006,661.8666666666667,160.99166666666662
970,Othella Harrington,-2.238958494901408,-0.6403098196638811,0.4368097006525477,1,Bust,489.85,238.23333333333335,-251.61666666666667
976,Jeff McInnis,-0.4153827899158818,-0.5737466602367571,-1.1664119560556816,2,Neutral,519.45,485.26666666666665,-34.183333333333394
977,Kobe Bryant,4.370042714950391,-2.56196284841,-0.019269545011294346,0,Sleeper,1443.7250000000001,1451.0666666666666,7.34166666666647
978,Peja Stojakovic,2.5023937614595924,-0.6571422567269262,0.600029415644337,0,Sleeper,944.9499999999999,1085.3000000000002,140.35000000000025
979,Jermaine O'Neal,1.3734869084619685,-0.575558802956137,1.2618380774384372,2,Neutral,833.575,847.2666666666668,13.69166666666672
980,Zydrunas Ilgauskas,1.7032938392244046,0.5659338774525345,1.3401188317986488,2,Neutral,656.8000000000002,906.7333333333332,249.93333333333305
983,Moochie Norris,-3.2339528891884997,-0.7366161123566161,-0.2666957708379115,1,Bust,395.575,102.83333333333333,-292.7416666666667
990,Malik Rose,-1.596619542862691,-0.2251428798955712,0.5824966250615564,1,Bust,459.475,312.83333333333337,-146.64166666666665
1000,Shandon Anderson,-2.1520106403407255,-0.7978555701589827,0.16561962491215015,1,Bust,502.30000000000007,221.4666666666667,-280.83333333333337
1088,Chucky Atkins,-0.11956924931334267,-0.3075403159260404,-1.0600670646436992,2,Neutral,501.2500000000001,530.6666666666666,29.416666666666515
1112,Ben Wallace,2.245356589908415,0.19719171101773647,2.6291484047169984,0,Sleeper,818.65,922.1666666666666,103.51666666666665
1425,Aaron Williams,-2.672164629489223,-0.920771264818478,0.44899642527730876,1,Bust,514.9000000000001,183.0333333333333,-331.8666666666668
1477,Bruce Bowen,-0.15758673687211272,0.9071081006056654,-0.09426125032044061,2,Neutral,303.8500000000001,456.7,152.8499999999999
1495,Tim Duncan,3.44055819651317,-3.016493301813174,2.634752913722503,0,Sleeper,1569.7,1233.0,-336.70000000000005
1496,Keith Van Horn,-0.5299228291780077,-1.2854672183242866,0.9048875089095769,2,Neutral,786.875,520.4666666666667,-266.4083333333333
1497,Chauncey Billups,3.2457302811789828,-0.5778728656581773,-2.0500650572662638,0,Sleeper,813.3750000000001,1166.0333333333333,352.6583333333332
1498,Antonio Daniels,0.16256057927658416,0.1994519226633708,-1.2977365992197574,2,Neutral,444.725,644.2,199.47500000000002
1499,Tony Battie,-0.9015385512387056,0.3288667048641238,0.9702626465821798,1,Bust,421.82499999999993,383.2666666666666,-38.55833333333334
1501,Tim Thomas,-1.0138326721313913,-0.8126891624119437,0.33590108029160043,1,Bust,616.675,423.7,-192.97499999999997
1502,Adonal Foyle,-1.7567218645750386,0.09570027253874103,0.7987181057284037,1,Bust,410.37499999999994,303.9666666666667,-106.40833333333325
1503,Tracy McGrady,3.1820057626813014,-3.27596482462014,0.32922404418876255,0,Sleeper,1464.825,1182.8000000000002,-282.02499999999986
1506,Austin Croshere,-1.418352264977716,0.013338358413499715,0.43577250693517666,1,Bust,434.775,369.0,-65.77499999999998
1507,Derek Anderson,-1.4728428509290334,-1.9899115959508655,0.034401011725380085,1,Bust,782.825,346.13333333333327,-436.6916666666668
1509,Kelvin Cato,-1.836080807958955,0.20405528775707132,0.6562597043249577,1,Bust,380.275,308.7666666666667,-71.50833333333327
1510,Brevin Knight,0.3139524598644146,0.23512061653235955,-2.143854513005115,2,Neutral,370.3,618.2333333333333,247.93333333333334
1513,Scot Pollard,-2.876128653528605,-0.3871823821430054,0.45854334594375984,1,Bust,397.625,149.86666666666665,-247.75833333333335
1517,Bobby Jackson,-1.459946829634502,-0.5135986606805348,-0.2023343762070571,1,Bust,505.6,390.6333333333334,-114.96666666666664
1521,Jacque Vaughn,-2.0794408118928898,-0.28751837362243,-0.6109223277053953,1,Bust,358.27500000000003,215.6,-142.67500000000004
1531,Marc Jackson,-1.3218877783693839,0.9206018114327992,0.10544052187016567,1,Bust,251.72499999999997,387.70000000000005,135.97500000000008
1533,Anthony Johnson,-0.568682032630617,1.359800234587915,-1.540226505335707,2,Neutral,118.72500000000001,463.6666666666667,344.94166666666666
