PLAYER_ID,PLAYER_NAME,expected_score,realized_score,delta_score,PTS_5to7_avg,MIN_5to7_avg,REB_5to7_avg,AST_5to7_avg,PCA1,PCA2,PCA3,pca_cluster,pca_label,TSNE1,TSNE2,TSNE3,tsne_cluster,tsne_label
727,Eric Snow,706.625,489.2666666666666,-217.3583333333334,519.0,2389.5316666666668,211.33333333333334,408.6666666666667,0.22911553291873515,-1.4857878305109113,-1.1237721683636233,2,Neutral,4.610703,5.1993833,1.0741792,0,Sleeper
731,Greg Ostertag,370.525,278.2666666666667,-92.25833333333327,254.0,1172.4727778666668,323.3333333333333,72.66666666666667,-1.8930858338009071,0.13223262929936927,0.526371609078262,1,Bust,-5.7131233,-0.063682854,2.7167275,2,Neutral
739,Rasheed Wallace,1076.45,864.5333333333334,-211.91666666666663,1147.3333333333333,2623.112778,550.0,160.0,1.783019496918763,-1.6786100647060345,1.4672485270143572,0,Sleeper,6.1648827,-0.285469,-4.7388678,0,Sleeper
754,Jim Jackson,468.20000000000005,398.13333333333327,-70.06666666666678,608.6666666666666,1875.82,277.3333333333333,148.0,-0.7407629227671045,-0.16370036420237433,0.029073286187532247,1,Bust,-1.9783623,0.9529913,0.34697294,2,Neutral
757,Damon Stoudamire,682.55,675.3,-7.25,897.6666666666666,2251.2749997666665,237.66666666666666,362.0,0.8667236121592822,-0.8753771161188781,-1.0184210641039875,2,Neutral,4.777802,3.8892117,1.5354518,0,Sleeper
905,Dale Davis,688.0249999999999,248.59999999999994,-439.42499999999995,213.66666666666666,1056.3205556666667,275.3333333333333,41.666666666666664,-2.2307162334191104,-1.477659736804958,0.9833776505247176,1,Bust,-5.472459,5.311729,-0.44419545,1,Bust
923,Donyell Marshall,802.125,740.1666666666666,-61.95833333333337,900.6666666666666,2238.9161113333334,576.0,87.66666666666667,0.8938845787399811,-0.5422464507591828,1.611677422533367,2,Neutral,3.8334837,-3.3182907,-3.7824714,0,Sleeper
947,Allen Iverson,1315.925,1350.0666666666668,34.14166666666688,1981.6666666666667,2775.372777666667,236.33333333333334,484.0,4.077195761386756,-2.5252377006945603,-1.254314563204498,0,Sleeper,10.156392,1.938137,-2.2859643,0,Sleeper
948,Marcus Camby,461.17499999999995,745.0999999999999,283.92499999999995,673.6666666666666,2013.4133330000002,685.3333333333334,133.0,0.8489704023880007,1.147724600552582,1.3247465255764306,2,Neutral,4.0834565,-5.700435,-0.5675777,0,Sleeper
949,Shareef Abdur-Rahim,1242.275,805.3666666666667,-436.9083333333334,1060.0,2175.2461113333334,462.6666666666667,144.66666666666666,1.1057377922033882,-2.725549527139875,1.5131702662301607,2,Neutral,6.167357,0.9764428,-5.2476583,0,Sleeper
950,Stephon Marbury,1216.95,1158.2,-58.75,1465.6666666666667,2914.1572223333333,228.66666666666666,589.6666666666666,3.4737513182334063,-2.614882367820038,-1.724536534053049,0,Sleeper,9.656978,3.5131152,-1.565331,0,Sleeper
951,Ray Allen,1246.4250000000002,1172.9,-73.52500000000009,1703.0,2749.146111,321.6666666666667,281.0,3.0264966957368,-2.2013051672789494,0.050813807232353965,0,Sleeper,9.056097,1.2793767,-3.1282864,0,Sleeper
952,Antoine Walker,1132.8249999999998,817.3000000000002,-315.52499999999964,1208.0,2667.104444666667,600.0,266.6666666666667,2.0989534589320797,-2.1788213600601276,1.2576413423827901,0,Sleeper,6.2454696,0.114623405,-5.0240293,0,Sleeper
953,Lorenzen Wright,462.875,483.1666666666667,20.291666666666686,611.6666666666666,1884.0983333333334,484.3333333333333,68.66666666666667,-0.38902396724178634,0.39474351216298476,1.0818809738748512,2,Neutral,0.14602478,-4.6925225,-0.7035486,2,Neutral
956,Erick Dampier,329.09999999999997,619.1,290.00000000000006,641.3333333333334,1982.632222,676.0,54.0,0.297462305264803,1.588860165226744,1.554486628159332,2,Neutral,3.8211539,-6.102737,-0.3547784,0,Sleeper
958,Vitaly Potapenko,333.67499999999995,148.00000000000003,-185.67499999999993,220.0,703.5366667666667,143.66666666666666,23.666666666666668,-2.930336155792198,-0.15934555588450922,0.14097110432299761,1,Bust,-9.714156,2.5933683,-3.379512,1,Bust
959,Steve Nash,945.7,1224.6666666666667,278.9666666666667,1260.6666666666667,2659.955,271.3333333333333,791.3333333333334,3.8492725112905095,-1.4209697517929352,-2.922469031018536,0,Sleeper,10.522172,3.3101711,-0.61863756,0,Sleeper
960,Tony Delk,434.875,221.33333333333337,-213.54166666666663,348.6666666666667,749.2772222,80.66666666666667,55.0,-2.6371396835771215,-0.5866263783157228,-0.15035227949848956,1,Bust,-9.302687,2.9486685,-1.7174203,1,Bust
962,Walter McCarty,194.65,199.26666666666665,4.616666666666646,317.6666666666667,1050.7311111000001,148.33333333333334,61.333333333333336,-2.404285109670654,0.6110444953963768,-0.265101284928442,1,Bust,-10.5202055,-1.0005517,-2.7118022,1,Bust
965,Derek Fisher,500.87500000000006,661.8666666666667,160.99166666666662,930.6666666666666,2366.0,192.66666666666666,309.0,0.7353786300166452,0.012575115015971106,-1.193595408922952,2,Neutral,4.4059215,2.3765948,2.886219,0,Sleeper
970,Othella Harrington,489.85,238.23333333333335,-251.61666666666667,388.3333333333333,990.9772221,207.66666666666666,41.333333333333336,-2.238958494901408,-0.6403098196638811,0.4368097006525477,1,Bust,-7.1187744,3.61623,-1.7838395,1,Bust
976,Jeff McInnis,519.45,485.26666666666665,-34.183333333333394,650.6666666666666,1838.0516666666665,127.66666666666667,291.0,-0.4153827899158818,-0.5737466602367571,-1.1664119560556816,2,Neutral,2.7614028,4.156662,2.1455853,0,Sleeper
977,Kobe Bryant,1443.7250000000001,1451.0666666666666,7.34166666666647,2069.3333333333335,2804.692778,392.0,362.6666666666667,4.370042714950391,-2.56196284841,-0.019269545011294346,0,Sleeper,9.907428,1.2787691,-2.9353511,0,Sleeper
978,Peja Stojakovic,944.9499999999999,1085.3000000000002,140.35000000000025,1527.6666666666667,2803.2188886666663,402.6666666666667,149.0,2.5023937614595924,-0.6571422567269262,0.600029415644337,0,Sleeper,7.215355,-0.04722323,-2.3265402,0,Sleeper
979,Jermaine O'Neal,833.575,847.2666666666668,13.69166666666672,1219.3333333333333,2043.6305553333332,547.3333333333334,126.33333333333333,1.3734869084619685,-0.575558802956137,1.2618380774384372,2,Neutral,5.2614617,-2.0776498,-3.7050703,0,Sleeper
980,Zydrunas Ilgauskas,656.8000000000002,906.7333333333332,249.93333333333305,1154.0,2342.749444333333,620.6666666666666,104.66666666666667,1.7032938392244046,0.5659338774525345,1.3401188317986488,2,Neutral,5.950097,-3.8521094,-1.8765033,0,Sleeper
983,Moochie Norris,395.575,102.83333333333333,-292.7416666666667,149.66666666666666,541.3861111,55.0,70.0,-3.2339528891884997,-0.7366161123566161,-0.2666957708379115,1,Bust,-10.652789,4.497852,-3.0972185,1,Bust
990,Malik Rose,459.475,312.83333333333337,-146.64166666666665,460.3333333333333,1284.4405556666668,306.6666666666667,65.0,-1.596619542862691,-0.2251428798955712,0.5824966250615564,1,Bust,-4.9685526,1.1229299,2.2480562,2,Neutral
1000,Shandon Anderson,502.30000000000007,221.4666666666667,-280.83333333333337,338.6666666666667,1259.0722224333333,164.66666666666666,74.0,-2.1520106403407255,-0.7978555701589827,0.16561962491215015,1,Bust,-6.844425,3.4374337,-0.94677705,1,Bust
1088,Chucky Atkins,501.2500000000001,530.6666666666666,29.416666666666515,777.0,2054.603889,136.66666666666666,259.6666666666667,-0.11956924931334267,-0.3075403159260404,-1.0600670646436992,2,Neutral,2.9740007,3.4621913,2.5086691,0,Sleeper
1112,Ben Wallace,818.65,922.1666666666666,103.51666666666665,697.0,2874.2511113333335,943.6666666666666,139.66666666666666,2.245356589908415,0.19719171101773647,2.6291484047169984,0,Sleeper,5.494384,-5.0839405,-3.2929406,0,Sleeper
1425,Aaron Williams,514.9000000000001,183.0333333333333,-331.8666666666668,248.33333333333334,812.7333334333334,178.33333333333334,35.333333333333336,-2.672164629489223,-0.920771264818478,0.44899642527730876,1,Bust,-8.638375,4.6706953,-2.5868762,1,Bust
1477,Bruce Bowen,303.8500000000001,456.7,152.8499999999999,619.6666666666666,2668.298889,286.0,121.66666666666667,-0.15758673687211272,0.9071081006056654,-0.09426125032044061,2,Neutral,0.9647048,-2.0043306,2.4928944,2,Neutral
1495,Tim Duncan,1569.7,1233.0,-336.70000000000005,1455.0,2504.671111,824.0,215.0,3.44055819651317,-3.016493301813174,2.634752913722503,0,Sleeper,7.623815,0.6413071,-5.4529696,0,Sleeper
1496,Keith Van Horn,786.875,520.4666666666667,-266.4083333333333,776.6666666666666,1644.8427776666667,329.0,77.33333333333333,-0.5299228291780077,-1.2854672183242866,0.9048875089095769,2,Neutral,-2.3378582,4.1111917,0.7480756,2,Neutral
1497,Chauncey Billups,813.3750000000001,1166.0333333333333,352.6583333333332,1334.0,2777.295,253.33333333333334,555.0,3.2457302811789828,-0.5778728656581773,-2.0500650572662638,0,Sleeper,9.5228,2.2788506,0.29897702,0,Sleeper
1498,Antonio Daniels,444.725,644.2,199.47500000000002,727.0,1941.6477776666668,161.0,297.0,0.16256057927658416,0.1994519226633708,-1.2977365992197574,2,Neutral,3.550048,2.3379903,3.143885,0,Sleeper
1499,Tony Battie,421.82499999999993,383.2666666666666,-38.55833333333334,483.6666666666667,1866.4155556666667,422.6666666666667,49.666666666666664,-0.9015385512387056,0.3288667048641238,0.9702626465821798,1,Bust,-2.0887153,-0.38801658,2.862381,2,Neutral
1501,Tim Thomas,616.675,423.7,-192.97499999999997,707.0,1565.0027777666667,229.33333333333334,84.66666666666667,-1.0138326721313913,-0.8126891624119437,0.33590108029160043,1,Bust,-3.1694696,2.8501055,0.2418511,2,Neutral
1502,Adonal Foyle,410.37499999999994,303.9666666666667,-106.40833333333325,278.0,1366.3855557666666,340.0,35.333333333333336,-1.7567218645750386,0.09570027253874103,0.7987181057284037,1,Bust,-5.6077924,0.24787916,2.723362,2,Neutral
1503,Tracy McGrady,1464.825,1182.8000000000002,-282.02499999999986,1676.0,2541.077777666667,397.6666666666667,347.6666666666667,3.1820057626813014,-3.27596482462014,0.32922404418876255,0,Sleeper,9.052818,1.5978206,-3.5188682,0,Sleeper
1506,Austin Croshere,434.775,369.0,-65.77499999999998,480.6666666666667,1339.261111,294.3333333333333,70.66666666666667,-1.418352264977716,0.013338358413499715,0.43577250693517666,1,Bust,-4.535035,0.26462832,2.2590241,2,Neutral
1507,Derek Anderson,782.825,346.13333333333327,-436.6916666666668,491.6666666666667,1365.5955556666668,151.0,157.33333333333334,-1.4728428509290334,-1.9899115959508655,0.034401011725380085,1,Bust,-6.641564,5.1664896,1.3510712,1,Bust
1509,Kelvin Cato,380.275,308.7666666666667,-71.50833333333327,316.0,1200.5455554333332,319.3333333333333,38.666666666666664,-1.836080807958955,0.20405528775707132,0.6562597043249577,1,Bust,-5.4847836,-0.17888542,2.7585928,2,Neutral
1510,Brevin Knight,370.3,618.2333333333333,247.93333333333334,599.3333333333334,1776.945,168.33333333333334,468.3333333333333,0.3139524598644146,0.23512061653235955,-2.143854513005115,2,Neutral,4.2785654,2.4582539,4.4901686,0,Sleeper
1513,Scot Pollard,397.625,149.86666666666665,-247.75833333333335,155.33333333333334,772.5183333333334,195.66666666666666,17.333333333333332,-2.876128653528605,-0.3871823821430054,0.45854334594375984,1,Bust,-8.6400795,3.6267934,-3.4912264,1,Bust
1517,Bobby Jackson,505.6,390.6333333333334,-114.96666666666664,599.3333333333334,1168.2783334333333,160.66666666666666,119.66666666666667,-1.459946829634502,-0.5135986606805348,-0.2023343762070571,1,Bust,-7.0091662,2.3323872,0.8045779,1,Bust
1521,Jacque Vaughn,358.27500000000003,215.6,-142.67500000000004,305.6666666666667,1299.7961113333333,104.66666666666667,151.0,-2.0794408118928898,-0.28751837362243,-0.6109223277053953,1,Bust,-9.2557955,0.65962243,0.6079322,1,Bust
1531,Marc Jackson,251.72499999999997,387.70000000000005,135.97500000000008,597.3333333333334,1340.5977776666666,271.6666666666667,61.0,-1.3218877783693839,0.9206018114327992,0.10544052187016567,1,Bust,-4.3908505,-4.0253863,1.0762645,2,Neutral
1533,Anthony Johnson,118.72500000000001,463.6666666666667,344.94166666666666,557.6666666666666,1780.0788886666667,159.0,276.0,-0.568682032630617,1.359800234587915,-1.540226505335707,2,Neutral,2.5875437,0.85218364,5.3344326,2,Neutral
1536,Stephen Jackson,494.9750000000001,715.9,220.9249999999999,1147.6666666666667,2394.3633333333332,261.3333333333333,210.33333333333334,0.9545582713264831,0.371697870750251,-0.557993945155815,2,Neutral,4.3868504,-0.3617361,1.6642482,0,Sleeper
1548,Mark Blount,335.54999999999995,581.3000000000001,245.7500000000001,898.3333333333334,2309.253333666667,422.3333333333333,98.33333333333333,0.34363116556721934,1.1583991700273715,0.43423659469324855,2,Neutral,2.4549248,-3.4655893,1.3742663,0,Sleeper
1559,Adrian Griffin,312.625,176.86666666666667,-135.75833333333333,175.0,829.4983334666667,160.66666666666666,67.0,-2.6938947365453667,-0.018348935172372235,-0.04305259355138797,1,Bust,-9.687287,1.3773738,-2.9495835,1,Bust
1563,Kevin Ollie,302.625,176.33333333333334,-126.29166666666666,187.0,873.2961112333332,95.66666666666667,118.0,-2.638397631316136,-0.10984148510160201,-0.5309581288354024,1,Bust,-10.246411,1.2223622,-1.3656167,1,Bust
1607,Troy Hudson,499.74999999999994,252.3666666666667,-247.38333333333324,417.0,1016.5694445666668,61.333333333333336,153.0,-2.1292736893261144,-0.9687814366836665,-0.6104445631571417,1,Bust,-8.521923,2.8808193,0.7374168,1,Bust
1630,Mikki Moore,159.325,336.9,177.575,442.0,1279.0838889,259.6666666666667,49.333333333333336,-1.6718115390913515,1.2568501000158627,0.035168863775644384,1,Bust,-5.1478376,-4.4889345,1.864045,2,Neutral
1709,Michael Olowokandi,449.07500000000005,195.0666666666667,-254.00833333333335,294.6666666666667,1020.1444445333333,263.0,25.333333333333332,-2.358614921153891,-0.4567602850089196,0.6926509358882994,1,Bust,-7.101771,3.6000934,-2.4151232,1,Bust
1710,Mike Bibby,911.65,1207.1999999999998,295.54999999999984,1601.6666666666667,3079.9522223333333,283.0,476.3333333333333,3.633544738241555,-0.7946120793446628,-1.4940371008177606,0,Sleeper,9.569775,1.8697921,-0.03360622,0,Sleeper
1711,Raef LaFrentz,756.9749999999999,431.7333333333333,-325.2416666666666,541.0,1528.5661111,343.0,73.66666666666667,-1.0165923337935954,-1.326669037652781,1.0175239726022158,1,Bust,-3.0294971,4.5730405,0.9936868,2,Neutral
1712,Antawn Jamison,1047.3500000000001,1016.4000000000002,-30.949999999999932,1410.0,2758.6672223333335,601.3333333333334,127.33333333333333,2.473620908899057,-1.0806805889964903,1.6286671934093315,0,Sleeper,6.946582,-1.1468276,-4.152905,0,Sleeper
1713,Vince Carter,1148.375,1226.3,77.92499999999995,1814.0,2843.5177776666665,404.0,337.6666666666667,3.589035468080058,-1.6050881933944228,-0.10708542512673755,0,Sleeper,9.281044,1.1882985,-2.8342752,0,Sleeper
1715,Jason Williams,709.5,626.8000000000001,-82.69999999999993,743.0,1978.33,136.0,392.6666666666667,0.3489888756302162,-1.2855001804926722,-1.4385096511093172,2,Neutral,4.548228,4.5861616,1.1511098,0,Sleeper
1716,Larry Hughes,637.15,706.8000000000001,69.65000000000009,1017.0,1901.9533333333331,289.6666666666667,188.0,0.4991701016941045,-0.31539095815409635,-0.12374820643397623,2,Neutral,3.3033834,1.1850938,-0.49597114,0,Sleeper
1717,Dirk Nowitzki,1363.325,1519.4333333333334,156.10833333333335,1954.3333333333333,3012.3388886666667,718.3333333333334,224.33333333333334,4.745033529357646,-1.439871007533974,1.6568607235443416,0,Sleeper,9.981298,-0.9609403,-3.4320493,0,Sleeper
1718,Paul Pierce,1344.2250000000004,1364.3000000000002,20.074999999999818,1907.0,3049.181111,530.3333333333334,377.6666666666667,4.427664391900649,-2.135153706917222,0.345301668548111,0,Sleeper,9.835993,1.0675871,-3.0195642,0,Sleeper
1719,Bonzi Wells,684.75,509.5333333333333,-175.2166666666667,771.3333333333334,1681.6905553333334,296.6666666666667,121.0,-0.4825123047592903,-0.9141798444641421,0.44431655865266406,2,Neutral,-1.748709,3.2281995,0.3833448,2,Neutral
1720,Michael Doleac,234.32499999999993,178.1333333333333,-56.191666666666634,248.0,855.0950001000001,203.0,33.0,-2.6193562915069593,0.4509426597838834,0.144388632038208,1,Bust,-10.283027,-0.24836293,-4.0584736,1,Bust
1723,Matt Harpring,614.1500000000001,677.4666666666666,63.31666666666649,956.3333333333334,2164.48,400.3333333333333,113.0,0.5311664613373424,-0.016010088997714052,0.6198472312544121,2,Neutral,2.6077564,-1.5191857,-1.664102,0,Sleeper
1725,Rasho Nesterovic,464.5,453.3,-11.199999999999989,494.0,1885.8500000000001,467.0,72.66666666666667,-0.5874797155159611,0.3033115988643775,1.0376674502077488,2,Neutral,-0.14416987,-4.727114,-0.73625845,2,Neutral
1727,Pat Garrity,458.425,123.53333333333332,-334.8916666666667,225.66666666666666,721.3588888666667,91.33333333333333,27.333333333333332,-3.049979052752601,-0.8752481769493116,0.13178203625351873,1,Bust,-9.867378,4.7164197,-2.9153183,1,Bust
1729,Ricky Davis,668.9500000000002,958.3000000000002,289.35,1399.6666666666667,2973.4161113333334,305.0,341.6666666666667,2.5043583667322045,0.005411251885331018,-0.9498337703137052,0,Sleeper,8.081195,0.6252157,0.48927963,0,Sleeper
1730,Brian Skinner,233.54999999999995,293.06666666666666,59.51666666666671,337.6666666666667,1155.7383333333335,306.3333333333333,40.666666666666664,-1.894035643662643,0.8491553560282145,0.39416302708237033,1,Bust,-5.344392,-3.2056937,2.7864707,2,Neutral
1731,Tyronn Lue,381.57500000000005,461.73333333333335,80.1583333333333,661.0,1576.8422223333334,111.66666666666667,226.66666666666666,-0.80207381820106,0.08447769041307147,-1.1117779738630484,1,Bust,0.94864553,1.327855,4.473903,2,Neutral
1733,Al Harrington,393.6,774.2666666666668,380.66666666666674,1205.6666666666667,2589.6349996666663,497.3333333333333,192.33333333333334,1.6090209641195372,1.2787441772978878,0.18595037097778275,2,Neutral,6.267351,-2.9553065,1.3657473,0,Sleeper
1737,Nazr Mohammed,265.27500000000003,495.2666666666667,229.99166666666667,605.3333333333334,1646.1005553333332,492.6666666666667,36.666666666666664,-0.5737952648084012,1.406079692629275,0.9655781308173574,2,Neutral,0.14476004,-5.383069,1.5296948,2,Neutral
1739,Ruben Patterson,673.0749999999999,543.5666666666667,-129.5083333333332,724.6666666666666,1802.7622223333335,261.6666666666667,134.66666666666666,-0.3965495707435993,-0.8124421778987335,0.2207214800555643,2,Neutral,-1.5019758,2.9338887,0.12739648,2,Neutral
1740,Rashard Lewis,835.575,1046.9333333333334,211.35833333333335,1482.0,2837.23,432.0,150.33333333333334,2.4430993469144653,-0.18815703589273017,0.5722136261090949,0,Sleeper,7.226755,-0.23975141,-2.1188142,0,Sleeper
