PLAYER_ID,PLAYER_NAME,TSNE1,TSNE2,TSNE3,tsne_cluster,tsne_label,expected_score,realized_score,delta_score
2546,Carmelo Anthony,8.949089,0.5299476,-3.171385,0,Sleeper,1161.775,1215.4999999999998,53.72499999999968
2547,Chris Bosh,9.202192,-1.7841171,-3.2978585,0,Sleeper,1065.85,1309.1000000000001,243.25000000000023
2548,Dwyane Wade,10.364374,1.6852286,-1.8963698,0,Sleeper,1211.8500000000001,1463.3,251.44999999999982
2549,Chris Kaman,2.7425404,-4.4530473,-1.1195168,0,Sleeper,520.5749999999999,657.9999999999999,137.42499999999995
2550,Kirk Hinrich,3.220613,5.3012557,-0.18208727,0,Sleeper,896.2,565.1666666666666,-331.0333333333334
2551,T.J. Ford,1.6783838,4.875608,1.3414639,0,Sleeper,607.0,457.2666666666667,-149.7333333333333
2553,Jarvis Hayes,-6.0907702,-1.571005,0.081346706,2,Neutral,304.35,319.13333333333327,14.783333333333246
2554,Mickael Pietrus,-5.1754375,-1.4793255,0.21474165,2,Neutral,341.75,366.86666666666673,25.11666666666673
2555,Nick Collison,-2.6148074,0.4985869,3.0548515,2,Neutral,531.575,424.0666666666668,-107.50833333333327
2556,Marcus Banks,-12.062842,3.337241,-3.9343684,1,Bust,283.85,89.56666666666668,-194.28333333333336
2557,Luke Ridnour,2.729956,4.5589137,1.6298574,0,Sleeper,612.5250000000001,513.9000000000001,-98.625
2561,David West,8.309888,-3.21634,0.9045762,0,Sleeper,510.975,1161.2333333333333,650.2583333333333
2562,Sasha Pavlovic,-10.57033,-0.6114344,-2.5149972,1,Bust,208.05,160.9333333333333,-47.1166666666667
2563,Dahntay Jones,-7.732822,-3.590144,-0.06701225,1,Bust,166.05,308.09999999999997,142.04999999999995
2564,Boris Diaw,6.2145634,-0.94131136,0.74348164,0,Sleeper,557.8,736.9666666666667,179.16666666666674
2566,Travis Outlaw,-2.671679,-2.2537396,-0.19765127,2,Neutral,417.225,442.9333333333334,25.70833333333337
2567,Brian Cook,-11.638452,3.3575618,-3.9783409,1,Bust,299.12499999999994,85.53333333333335,-213.59166666666658
2568,Carlos Delfino,0.8862659,-1.2566624,3.79184,2,Neutral,279.375,474.2,194.825
2570,Kendrick Perkins,0.07400977,-5.2322307,1.1284304,2,Neutral,312.04999999999995,468.2,156.15000000000003
2571,Leandro Barbosa,0.18415989,0.31435394,-0.58551526,2,Neutral,552.05,615.6333333333333,63.58333333333337
2572,Josh Howard,-0.6109988,3.2453597,-0.050974682,2,Neutral,724.5500000000001,636.7333333333335,-87.8166666666666
2574,Jason Kapono,-6.9515557,-1.8279188,-0.69675124,1,Bust,263.35,293.3333333333333,29.98333333333329
2575,Luke Walton,-9.34487,-0.49084893,0.046194404,1,Bust,315.45,269.93333333333334,-45.51666666666665
2581,Steve Blake,4.1651554,2.22269,4.27374,0,Sleeper,347.07500000000005,580.7666666666665,233.6916666666665
2584,Willie Green,-2.9393737,-0.7864457,-1.5718796,2,Neutral,330.07499999999993,407.36666666666673,77.2916666666668
2585,Zaza Pachulia,-5.1645575,1.2552755,2.5353782,2,Neutral,478.19999999999993,303.5,-174.69999999999993
2586,Keith Bogans,-4.5688467,-1.5661777,-0.5328309,2,Neutral,339.375,337.63333333333327,-1.741666666666731
2588,Matt Bonner,-3.710774,-3.115469,0.7286962,2,Neutral,327.425,435.8999999999999,108.47499999999991
2590,Mo Williams,7.244823,0.9527274,2.2833292,0,Sleeper,523.3000000000001,891.5666666666667,368.26666666666665
2592,James Jones,-9.680269,2.375913,-2.357112,1,Bust,355.02500000000003,180.6,-174.42500000000004
2594,Kyle Korver,-3.8321478,2.0931525,0.044910338,2,Neutral,540.2,423.13333333333327,-117.06666666666678
2605,Marquis Daniels,-4.6427646,-0.7020223,-0.47214374,2,Neutral,378.47499999999997,362.6333333333334,-15.841666666666583
2617,Udonis Haslem,2.688654,-3.9542089,-3.7675412,0,Sleeper,645.4000000000001,588.6999999999999,-56.70000000000016
2624,Quinton Ross,-11.322742,3.0093715,-3.8227994,1,Bust,276.75,75.23333333333336,-201.51666666666665
2679,Matt Carroll,-10.967998,4.285115,-3.483024,1,Bust,382.70000000000005,81.90000000000002,-300.8
2730,Dwight Howard,10.085411,-2.42785,-3.7301025,0,Sleeper,1174.45,1455.5333333333335,281.0833333333335
2731,Emeka Okafor,4.7809167,-4.559908,-3.3729157,0,Sleeper,752.75,813.0333333333333,60.2833333333333
2732,Ben Gordon,2.7769756,2.7906408,-1.6132933,0,Sleeper,826.525,722.7666666666668,-103.75833333333321
2733,Shaun Livingston,-9.481919,-1.6676049,0.9389029,1,Bust,286.075,339.3,53.22500000000002
2734,Devin Harris,7.646447,1.565614,2.5841963,0,Sleeper,541.6000000000001,917.3666666666668,375.76666666666665
2736,Luol Deng,4.8637624,-0.11841339,-3.0989735,0,Sleeper,830.125,824.5333333333334,-5.591666666666583
2738,Andre Iguodala,8.859743,3.0124717,-1.5004444,0,Sleeper,1014.1,1113.8,99.69999999999993
2740,Andris Biedrins,-2.9558294,0.48087022,3.4607334,2,Neutral,497.69999999999993,433.00000000000006,-64.69999999999987
2742,Sebastian Telfair,-9.602371,-0.044456348,0.9766385,1,Bust,351.0750000000001,272.0333333333333,-79.0416666666668
2743,Kris Humphries,-3.4164236,-4.924797,2.5667317,2,Neutral,191.89999999999998,399.3999999999999,207.49999999999994
2744,Al Jefferson,6.8338723,-3.843559,-2.0482347,0,Sleeper,734.75,1034.1,299.3499999999999
2746,Josh Smith,7.724596,-2.3779964,-2.4960735,0,Sleeper,868.4999999999999,1028.7333333333333,160.23333333333346
2747,JR Smith,4.071267,-0.7732564,1.9059912,0,Sleeper,440.0000000000001,745.5666666666667,305.5666666666666
2748,Dorell Wright,-3.5790527,1.4466839,0.5737276,2,Neutral,521.65,450.2,-71.44999999999999
2749,Jameer Nelson,3.9438856,3.7458887,1.5662658,0,Sleeper,608.8499999999999,640.8333333333334,31.983333333333462
2753,Delonte West,-8.72617,0.7411417,1.4983883,1,Bust,472.34999999999997,389.6000000000001,-82.74999999999989
2754,Tony Allen,-7.558973,-1.9524653,0.27191415,1,Bust,306.32500000000005,351.76666666666665,45.441666666666606
2755,Kevin Martin,4.3951883,0.61956173,-0.722012,0,Sleeper,714.5249999999999,900.6666666666666,186.14166666666677
2756,Sasha Vujacic,-8.021791,-2.5871196,0.009928403,1,Bust,240.95000000000002,304.93333333333334,63.98333333333332
2757,Beno Udrih,6.862774,0.2418664,3.5600069,0,Sleeper,326.70000000000005,783.1333333333333,456.4333333333333
2760,Anderson Varejao,0.4625319,-5.1617823,1.1354876,2,Neutral,331.7,546.0333333333333,214.33333333333331
2767,Royal Ivey,-12.666515,2.1314733,-4.106053,1,Bust,168.375,78.86666666666667,-89.50833333333333
2768,Chris Duhon,2.9704664,4.406521,2.5317943,0,Sleeper,463.425,459.1666666666667,-4.258333333333326
2772,Trevor Ariza,4.772777,-2.067136,2.9940677,0,Sleeper,291.725,675.8666666666667,384.14166666666665
2804,Andres Nocioni,-4.0009894,2.6388333,0.69397783,2,Neutral,554.6999999999999,362.36666666666673,-192.3333333333332
2863,Damien Wilkins,-8.828212,1.9305664,-1.9182434,1,Bust,382.29999999999995,220.13333333333335,-162.1666666666666
101106,Andrew Bogut,2.8110638,-3.562408,-3.8761044,0,Sleeper,682.125,635.0333333333333,-47.0916666666667
101107,Marvin Williams,-0.9952475,2.7077396,0.7287199,2,Neutral,633.95,548.6333333333333,-85.31666666666672
101108,Chris Paul,9.262381,4.106412,-1.8480394,0,Sleeper,1437.4,1125.6000000000001,-311.79999999999995
101109,Raymond Felton,6.3720016,4.2380414,0.81009567,0,Sleeper,833.25,787.2333333333335,-46.01666666666654
