AST_1to4_avg,AST_5to7_avg,AST_improve_y1_to_y4,AST_slope_1to4,AST_year4,BLK_1to4_avg,BLK_5to7_avg,BLK_improve_y1_to_y4,BLK_slope_1to4,BLK_year4,FG3_PCT_1to4_avg,FG3_PCT_5to7_avg,FG3_PCT_improve_y1_to_y4,FG3_PCT_slope_1to4,FG3_PCT_year4,FG_PCT_1to4_avg,FG_PCT_5to7_avg,FG_PCT_improve_y1_to_y4,FG_PCT_slope_1to4,FG_PCT_year4,FT_PCT_1to4_avg,FT_PCT_5to7_avg,FT_PCT_improve_y1_to_y4,FT_PCT_slope_1to4,FT_PCT_year4,GP_1to4_avg,GP_5to7_avg,GP_improve_y1_to_y4,GP_slope_1to4,GP_year4,MIN_1to4_avg,MIN_5to7_avg,MIN_improve_y1_to_y4,MIN_slope_1to4,MIN_year4,PLAYER_ID,PLAYER_NAME,PTS_1to4_avg,PTS_5to7_avg,PTS_improve_y1_to_y4,PTS_slope_1to4,PTS_year4,REB_1to4_avg,REB_5to7_avg,REB_improve_y1_to_y4,REB_slope_1to4,REB_year4,STL_1to4_avg,STL_5to7_avg,STL_improve_y1_to_y4,STL_slope_1to4,STL_year4,TOV_1to4_avg,TOV_5to7_avg,TOV_improve_y1_to_y4,TOV_slope_1to4,TOV_year4,data_source,has_full_1to4_and_5to7,performance_score_1to4_avg,performance_score_5to7_avg,performance_score_5to7_total,performance_score_improve_y1_to_y4,performance_score_slope_1to4,performance_score_year4,expected_score,realized_score,delta_score,pca_label,tsne_label
124.25,79.33333333333333,26.0,12.699999999999994,131.0,99.0,38.666666666666664,-38.0,-18.199999999999992,62.0,0.0,0.0,0.0,0.0,0.0,0.4265,0.432,-0.03300000000000003,-0.010599999999999967,0.407,0.777,0.7213333333333334,0.006000000000000005,0.008199999999999923,0.771,71.75,65.33333333333333,-26.0,-7.899999999999992,53.0,2521.55375,1787.1427777666668,-582.6783340000002,-150.21950019999997,1897.743333,213,Antonio Davis,957.5,475.0,-172.0,-47.19999999999991,738.0,665.0,435.6666666666667,-259.0,-82.39999999999996,437.0,34.25,29.0,-15.0,-1.2999999999999994,23.0,133.25,87.0,-3.0,1.499999999999999,118.0,,0.0,763.425,386.4666666666667,1159.4,-227.20000000000016,-70.13000000000005,531.2999999999998,763.425,386.4666666666667,-376.95833333333326,Bust,Neutral
227.75,215.66666666666666,-132.0,-30.500000000000018,173.0,53.75,33.0,-18.0,-3.499999999999996,31.0,0.3875,0.36599999999999994,0.03199999999999997,0.010799999999999957,0.407,0.43174999999999997,0.4136666666666667,-0.0040000000000000036,-0.0025000000000000282,0.423,0.84175,0.8073333333333333,-0.04200000000000004,-0.01330000000000004,0.822,65.75,78.66666666666667,-25.0,-5.7,47.0,2505.5754165,2758.281666666667,-1013.47,-216.2578333999998,1788.113333,224,Eddie Jones,1222.25,1101.3333333333333,-577.0,-134.50000000000009,869.0,309.75,330.6666666666667,-117.0,-26.500000000000018,226.0,120.75,103.0,-128.0,-37.7,64.0,132.0,107.0,-75.0,-21.200000000000003,85.0,,0.0,920.0750000000002,795.0666666666666,2385.2,-539.5999999999998,-135.52999999999994,636.2000000000002,920.0750000000002,795.0666666666666,-125.00833333333355,Neutral,Sleeper
193.75,175.66666666666666,-337.0,-91.30000000000003,48.0,22.5,45.0,-37.0,-9.600000000000001,6.0,0.26949999999999996,0.26666666666666666,-0.09699999999999998,-0.030999999999999982,0.25,0.495,0.5146666666666667,0.0010000000000000009,0.001999999999999961,0.49,0.8,0.8133333333333334,-0.030000000000000027,-0.008799999999999983,0.765,47.75,72.33333333333333,-53.0,-12.100000000000001,21.0,1642.88166675,2225.1355556666663,-2162.591667,-498.5790001,612.685,255,Grant Hill,990.5,946.0,-1588.0,-386.8,318.0,273.5,331.6666666666667,-410.0,-111.79999999999998,80.0,63.0,72.0,-79.0,-16.800000000000008,24.0,130.0,122.0,-205.0,-53.80000000000001,35.0,,0.0,738.9,743.3333333333334,2230.0,-1189.1000000000001,-295.4200000000001,222.7,738.9,743.3333333333334,4.433333333333394,Neutral,Sleeper
101.5,36.666666666666664,40.0,15.599999999999996,104.0,44.25,20.333333333333332,19.0,1.7000000000000046,47.0,0.125,0.0,-0.5,-0.15000000000000005,0.0,0.487,0.45966666666666667,0.018000000000000016,0.004399999999999967,0.509,0.773,0.793,0.09599999999999997,0.03399999999999997,0.771,74.75,55.333333333333336,19.0,4.700000000000001,82.0,2249.00958325,1231.0405555666666,1317.2033330000002,343.4171665000002,2641.523333,258,Brian Grant,807.0,329.3333333333333,387.0,58.40000000000009,846.0,618.5,279.3333333333333,493.0,133.6,837.0,50.75,26.333333333333332,31.0,8.099999999999998,63.0,126.25,44.0,45.0,8.700000000000005,129.0,,0.0,640.475,252.9333333333333,758.8,400.9999999999998,84.18999999999996,758.7999999999998,640.475,252.9333333333333,-387.54166666666674,Bust,Bust
80.75,48.0,16.0,5.300000000000007,69.0,13.25,9.666666666666666,-2.0,-1.499999999999999,9.0,0.0,0.04766666666666666,0.0,0.0,0.0,0.44775,0.387,-0.063,-0.02369999999999999,0.411,0.71,0.7436666666666666,0.07699999999999996,0.03379999999999995,0.75,68.0,53.333333333333336,11.0,4.3999999999999995,70.0,1012.0066666499999,819.4522222,171.54500000000007,64.6926666000001,859.7283333,278,Stacey Augmon,271.25,220.33333333333334,9.0,7.5000000000000275,212.0,155.0,108.66666666666667,3.0,7.600000000000009,119.0,39.5,30.0,0.0,0.8000000000000028,27.0,45.0,39.333333333333336,2.0,1.2000000000000022,40.0,,0.0,225.59999999999997,154.46666666666667,463.4,-6.5999999999999375,0.7400000000000538,157.70000000000005,225.59999999999997,154.46666666666667,-71.1333333333333,Bust,Bust
187.25,92.33333333333333,-256.0,-86.10000000000002,71.0,14.5,6.666666666666667,-17.0,-4.3999999999999995,5.0,0.37575000000000003,0.27,-0.11399999999999999,-0.033500000000000016,0.318,0.38475,0.357,-0.07400000000000001,-0.02210000000000006,0.351,0.69625,0.6393333333333334,-0.03700000000000003,-0.04130000000000008,0.723,68.75,46.333333333333336,-53.0,-15.899999999999997,29.0,1803.337500075,713.5538887666667,-2250.3199997,-714.0139999100002,672.4133333,283,Lindsey Hunter,655.25,163.0,-763.0,-264.0999999999999,280.0,149.75,76.66666666666667,-191.0,-62.099999999999994,59.0,83.0,42.0,-94.0,-31.8,35.0,81.25,40.666666666666664,-88.0,-27.700000000000003,57.0,,0.0,453.725,132.66666666666666,398.0,-645.5999999999999,-221.09,140.7,453.725,132.66666666666666,-321.0583333333334,Bust,Bust
450.25,191.66666666666666,-178.0,-60.500000000000064,323.0,11.25,9.0,4.0,0.8999999999999997,13.0,0.345,0.26533333333333337,-0.0040000000000000036,-0.0017999999999999835,0.336,0.4185,0.3506666666666667,-0.02400000000000002,-0.006400000000000012,0.409,0.89025,0.831,-0.03300000000000003,-0.009500000000000036,0.878,80.25,69.0,0.0,0.699999999999989,82.0,2611.25500025,1284.5244444333332,-238.84666700000025,-75.7450001000001,2349.31,353,Darrell Armstrong,1075.75,411.3333333333333,-561.0,-185.69999999999996,769.0,306.75,140.66666666666666,25.0,5.099999999999971,295.0,149.0,68.33333333333333,-34.0,-8.00000000000001,135.0,195.75,93.33333333333333,-88.0,-28.899999999999984,160.0,,0.0,927.4499999999999,327.8333333333333,983.5,-378.4999999999999,-123.17999999999998,683.2000000000002,927.4499999999999,327.8333333333333,-599.6166666666666,Bust,Bust
232.75,154.66666666666666,44.0,9.699999999999978,268.0,81.5,55.333333333333336,27.0,9.400000000000002,88.0,0.36125,0.349,-0.033999999999999975,-0.00849999999999998,0.336,0.42725,0.39999999999999997,-0.066,-0.019499999999999993,0.398,0.7152499999999999,0.6693333333333333,-0.10599999999999998,-0.03330000000000002,0.676,80.75,77.66666666666667,1.0,0.10000000000000114,81.0,2818.27125,2133.37,-16.791666000000077,5.257833599999826,2824.951667,361,Clifford Robinson,1245.25,683.3333333333334,-486.0,-163.69999999999993,992.0,349.5,266.0,-41.0,-7.000000000000005,318.0,88.25,58.0,-3.0,-0.7000000000000076,87.0,165.25,100.33333333333333,-8.0,-5.9000000000000075,158.0,,0.0,824.975,434.1000000000001,1302.3000000000002,-376.69999999999993,-119.65000000000006,657.9,824.975,434.1000000000001,-390.87499999999994,Neutral,Sleeper
225.5,166.33333333333334,-34.0,-9.199999999999998,230.0,21.25,17.0,1.0,0.8999999999999968,29.0,0.34475,0.32,0.09899999999999998,0.01609999999999999,0.361,0.433,0.4053333333333333,0.02400000000000002,0.0018,0.432,0.6935,0.7213333333333333,-0.019000000000000017,0.002399999999999943,0.706,60.75,63.666666666666664,7.0,1.5000000000000078,63.0,1645.37041675,1210.8983336666668,-84.81499999999983,-35.66616669999999,1701.64,389,Toni Kukoc,716.25,409.6666666666667,-100.0,-43.700000000000074,730.0,254.0,193.66666666666666,-7.0,-6.200000000000014,266.0,63.5,43.666666666666664,4.0,1.2000000000000006,81.0,123.0,80.0,-24.0,-7.000000000000017,122.0,,0.0,548.75,338.43333333333334,1015.3,-16.300000000000068,-16.040000000000024,596.1999999999999,548.75,338.43333333333334,-210.31666666666666,Bust,Bust
245.5,169.66666666666666,-93.0,-35.59999999999999,206.0,184.75,147.0,-80.0,-30.70000000000001,159.0,0.0,0.0,0.0,0.0,0.0,0.57475,0.595,0.0,0.0006999999999999405,0.574,0.5535,0.47333333333333333,0.09799999999999998,0.03359999999999996,0.622,71.75,66.33333333333333,-12.0,-4.300000000000002,67.0,2760.23375025,2256.2000000000003,-631.8866670000002,-239.68050010000024,2533.29,406,Shaquille O'Neal,2033.0,1429.6666666666667,-503.0,-181.20000000000027,1841.0,868.75,690.0,-336.0,-123.30000000000007,742.0,40.5,31.0,2.0,5.6558880541534915e-15,38.0,202.0,188.66666666666666,-27.0,-12.799999999999992,196.0,,0.0,1656.0750000000003,1122.5,3367.5,-455.70000000000005,-164.07000000000005,1493.8000000000004,1656.0750000000003,1122.5,-533.5750000000003,Sleeper,Sleeper
218.5,121.33333333333333,-13.0,-9.400000000000025,234.0,33.0,11.666666666666666,6.0,2.800000000000004,27.0,0.125,0.0,0.5,0.14999999999999994,0.5,0.462,0.4543333333333333,-0.009000000000000008,-0.0046000000000000355,0.45,0.768,0.8193333333333334,0.06800000000000006,0.019200000000000023,0.803,80.25,74.0,-5.0,-1.5000000000000022,77.0,2814.13375,2347.47,-180.4916659999999,-88.27783319999988,2733.106667,436,Juwan Howard,1321.25,967.6666666666666,198.0,31.700000000000017,1418.0,559.75,483.6666666666667,115.0,38.50000000000001,585.0,66.25,45.0,10.0,0.0999999999999995,77.0,202.0,130.0,-36.0,-19.800000000000004,189.0,,0.0,868.0750000000002,633.4333333333334,1900.3000000000002,234.9000000000002,60.35000000000002,957.5000000000002,868.0750000000002,633.4333333333334,-234.64166666666677,Neutral,Sleeper
177.25,39.0,-133.0,-49.69999999999999,112.0,112.0,31.333333333333332,-77.0,-27.600000000000005,71.0,0.25,0.0,0.0,5.655459450665544e-17,0.0,0.58025,0.48866666666666664,-0.051999999999999935,-0.021499999999999922,0.55,0.5305,0.5690000000000001,0.11499999999999999,0.019399999999999945,0.621,81.25,51.0,-2.0,-0.3000000000000041,80.0,2148.0950000000003,727.8416667666667,-525.9183330000003,-218.65566660000005,1800.235,448,Bo Outlaw,456.5,161.0,-112.0,-54.199999999999996,378.0,469.0,157.33333333333334,-157.0,-72.60000000000002,368.0,84.5,29.666666666666668,-63.0,-22.4,50.0,111.5,31.333333333333332,-57.0,-21.599999999999984,76.0,,0.0,580.0749999999999,170.43333333333337,511.30000000000007,-299.0,-124.16999999999999,415.5,580.0749999999999,170.43333333333337,-409.64166666666654,Bust,Bust
296.5,197.33333333333334,97.0,9.59999999999995,444.0,8.25,5.333333333333333,0.0,-0.9,9.0,0.349,0.297,0.02100000000000002,-0.009400000000000028,0.389,0.39125,0.36533333333333334,-0.0010000000000000009,-0.005899999999999976,0.417,0.8235,0.8273333333333334,0.02300000000000002,0.003999999999999996,0.848,71.25,57.666666666666664,0.0,-4.300000000000005,82.0,1844.8075,1094.2644443333334,149.73833400000012,-136.98699980000023,2244.736667,458,Howard Eisley,591.25,325.3333333333333,35.0,-46.50000000000002,744.0,150.5,84.0,16.0,-10.000000000000004,186.0,63.25,37.333333333333336,12.0,-3.8999999999999972,71.0,109.0,76.66666666666667,17.0,0.19999999999998871,149.0,,0.0,443.5,234.36666666666665,703.0999999999999,129.20000000000005,-6.360000000000017,618.5,443.5,234.36666666666665,-209.13333333333335,Bust,Bust
737.5,611.6666666666666,33.0,15.400000000000015,711.0,24.0,17.333333333333332,-3.0,-1.2,25.0,0.324,0.3443333333333333,0.0040000000000000036,0.0035999999999999574,0.341,0.40625,0.3953333333333333,0.0050000000000000044,-0.0005000000000000382,0.414,0.8245,0.7873333333333333,0.01200000000000001,0.0036000000000000073,0.841,76.5,71.0,13.0,4.400000000000003,80.0,2931.73583325,2629.688889,373.3683329999999,110.89533329999988,2988.558333,467,Jason Kidd,1240.25,1017.3333333333334,536.0,151.69999999999993,1495.0,519.0,498.6666666666667,21.0,16.399999999999984,504.0,163.5,131.66666666666666,45.0,14.399999999999983,179.0,273.5,191.0,70.0,21.000000000000007,296.0,,0.0,1198.4499999999998,1022.6666666666666,3068.0,337.2000000000003,100.64,1347.2,1198.4499999999998,1022.6666666666666,-175.7833333333332,Sleeper,Sleeper
44.75,13.666666666666666,-36.0,-14.700000000000006,41.0,32.5,20.333333333333332,-22.0,-8.000000000000002,32.0,0.275,0.0,-0.1,0.07000000000000005,0.0,0.47050000000000003,0.5616666666666666,0.007000000000000006,0.00860000000000001,0.468,0.62,0.638,-0.03300000000000003,-0.020400000000000043,0.638,65.75,55.666666666666664,0.0,-4.700000000000013,82.0,1625.9991665,714.93,-1285.853333,-524.2683332000001,1493.645,673,Alan Henderson,597.25,173.0,-689.0,-269.3,394.0,368.0,197.33333333333334,-173.0,-82.80000000000003,398.0,44.0,15.666666666666666,-48.0,-18.400000000000006,33.0,86.75,27.666666666666668,-78.0,-33.89999999999999,61.0,,0.0,429.9749999999999,174.99999999999997,524.9999999999999,-433.39999999999975,-167.72999999999996,344.0,429.9749999999999,174.99999999999997,-254.97499999999994,Bust,Bust
113.5,75.66666666666667,47.0,13.799999999999981,140.0,14.0,5.0,3.0,0.3999999999999989,19.0,0.32325000000000004,0.3126666666666667,-0.010999999999999954,-0.008500000000000008,0.336,0.40125,0.401,0.015000000000000013,0.005699999999999981,0.442,0.747,0.731,-0.04300000000000004,-0.011200000000000081,0.75,76.25,51.333333333333336,14.0,3.4999999999999987,82.0,1806.29208325,1185.9855554333333,967.8916669999999,291.10350009999996,2350.311667,677,Eric Williams,560.5,409.0,257.0,70.79999999999998,746.0,241.5,169.33333333333334,226.0,69.19999999999997,382.0,67.75,38.333333333333336,42.0,13.899999999999995,86.0,83.5,54.333333333333336,31.0,11.199999999999994,97.0,,0.0,398.6,267.8333333333333,803.5,268.8999999999999,77.35999999999994,596.8,398.6,267.8333333333333,-130.7666666666667,Bust,Bust
103.0,83.66666666666667,-88.0,-37.400000000000006,71.0,79.25,55.333333333333336,-87.0,-33.9,52.0,0.0,0.0,0.0,0.0,0.0,0.49624999999999997,0.5076666666666667,0.006000000000000005,-0.0007000000000000231,0.513,0.63325,0.6233333333333334,0.030000000000000027,-0.005899999999999991,0.656,67.5,80.66666666666667,-4.0,-4.0000000000000036,77.0,1997.804583425,1915.7122223333333,-894.2599999999998,-430.9165000300003,1805.085,686,Antonio McDyess,1009.75,661.6666666666666,-811.0,-360.1000000000001,740.0,567.25,532.6666666666666,-203.0,-119.7,482.0,48.75,56.0,-23.0,-7.500000000000003,46.0,135.5,75.33333333333333,-137.0,-51.60000000000001,93.0,,0.0,760.2,572.7666666666667,1718.3,-501.2999999999997,-242.06000000000003,590.7,760.2,572.7666666666667,-187.4333333333334,Neutral,Sleeper
59.5,25.333333333333332,35.0,12.0,71.0,231.75,94.33333333333333,136.0,48.29999999999998,307.0,0.0,0.0,0.0,0.0,0.0,0.48775,0.5,-0.018000000000000016,-0.008900000000000035,0.485,0.724,0.6723333333333333,-0.126,-0.041800000000000004,0.645,68.25,48.0,28.0,11.5,85.0,2196.06625,1154.0605554333333,864.6700000000001,331.65883339999976,2661.69,689,Theo Ratliff,668.75,228.33333333333334,-4.0,7.2999999999999865,672.0,517.25,233.0,179.0,73.09999999999997,614.0,43.0,16.0,22.0,9.2,54.0,122.75,41.333333333333336,12.0,4.700000000000003,120.0,,0.0,628.6500000000001,237.43333333333337,712.3000000000001,113.19999999999993,44.93999999999995,704.1,628.6500000000001,237.43333333333337,-391.2166666666667,Bust,Bust
71.75,58.666666666666664,-50.0,-14.699999999999996,38.0,62.25,48.333333333333336,-30.0,-8.100000000000003,55.0,0.41675,0.06666666666666667,-1.0,-0.23330000000000004,0.0,0.4595,0.476,-0.0040000000000000036,0.009599999999999989,0.46,0.7925,0.8003333333333332,0.02300000000000002,0.00940000000000003,0.779,68.25,64.66666666666667,-24.0,-6.900000000000006,54.0,1739.92666675,1805.4605553333333,-857.096667,-258.7550000999997,1118.058333,693,Joe Smith,698.0,674.0,-370.0,-119.00000000000009,404.0,424.5,471.3333333333333,-214.0,-67.99999999999999,270.0,36.25,38.0,-31.0,-10.099999999999998,14.0,84.0,67.0,-76.0,-23.0,43.0,,0.0,518.425,560.4333333333333,1681.3,-257.9000000000001,-72.99000000000005,316.29999999999995,518.425,560.4333333333333,42.008333333333326,Neutral,Neutral
