age_group,group_size_ridge,large_error_count_ridge,raw_error_rate_ridge,raw_error_pct_ridge,smoothed_error_rate_ridge,smoothed_error_pct_ridge,overall_error_pct_ridge,model_ridge,group_size_enet,large_error_count_enet,raw_error_rate_enet,raw_error_pct_enet,smoothed_error_rate_enet,smoothed_error_pct_enet,overall_error_pct_enet,model_enet
age_21_22,26,15,0.5769230769230769,57.692307692307686,0.5322420634920635,53.22420634920635,41.60714285714286,Ridge,26,17,0.6538461538461539,65.38461538461539,0.5892857142857143,58.92857142857143,42.142857142857146,Elastic Net
age_23_24,214,109,0.5093457943925234,50.93457943925234,0.5051817602040817,50.51817602040817,41.60714285714286,Ridge,214,108,0.5046728971962616,50.467289719626166,0.5009566326530612,50.09566326530612,42.142857142857146,Elastic Net
age_25_plus,320,109,0.340625,34.0625,0.34291125541125544,34.291125541125545,41.60714285714286,Ridge,320,111,0.346875,34.6875,0.34913419913419913,34.913419913419915,42.142857142857146,Elastic Net
