x_label,Ridge,Elastic Net
"Bust
(R n=244, E n=244)",30.37823397075366,31.580427446569175
"Neutral
(R n=224, E n=224)",52.63278388278388,51.8009768009768
"Sleeper
(R n=92, E n=92)",44.27521008403361,46.28851540616247
