x_label,Ridge,Elastic Net
"NEU | 23-24 | Primary | RimDrv
(R n=28, E n=28)",66.20021014423536,66.39125035820041
"NEU | 23-24 | Scoring Bi | RimDrv
(R n=29, E n=29)",59.374563730280606,54.432500349015775
"SL | 23-24 | Scoring Bi | RimDrv
(R n=14, E n=14)",50.65033272837266,55.1194797338173
"NEU | 25+ | Primary | RimDrv
(R n=27, E n=27)",49.07048609407956,46.563986854367975
"SL | 25+ | Scoring Bi | RimDrv
(R n=10, E n=10)",35.780399274047184,51.14337568058076
