PLAYER_ID,PLAYER_NAME,resid_realized_score_z,resid_TS_PCT_score,resid_VPS_score,resid_GmSc_Per48_score,label_realized_score_z,label_TS_PCT_score,label_VPS_score,label_GmSc_Per48_score,final_label,final_label_num,label_realized_score_z_num,label_TS_PCT_score_num,label_VPS_score_num,label_GmSc_Per48_score_num
2753,Delonte West,-0.1373612907025356,0.005604157003788468,0.07590791759158821,0.2881789269692181,Bust,Neutral,Neutral,Neutral,Neutral,1,2,1,1,1
2754,Tony Allen,0.5958115623243861,-0.01655053044783239,-0.03553766035154471,-0.32265757224397795,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
2755,Kevin Martin,0.22451983400069442,0.020215935829979603,-0.030808443766990656,0.6273307813621933,Neutral,Neutral,Bust,Neutral,Neutral,1,1,1,2,1
2756,Sasha Vujacic,-0.03056564951210361,-0.008875017013046882,-0.03359811520318967,-0.8947864879558232,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2757,Beno Udrih,0.5837829699027546,0.005274051025103699,0.2889546667822107,1.0931387368698022,Neutral,Neutral,Sleeper,Neutral,Neutral,1,1,1,0,1
2760,Anderson Varejao,0.02656497814848774,-0.005879535408184977,0.10341521701715428,3.181645039609199,Neutral,Bust,Neutral,Sleeper,Neutral,1,1,2,1,0
2767,Royal Ivey,-0.7478292300003272,-0.08956297026757015,-0.31684373283203215,-7.151737868674588,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
2768,Chris Duhon,0.027609360067146177,0.0171194038998419,0.1537198919610634,-0.1796905064608083,Neutral,Neutral,Neutral,Bust,Neutral,1,1,1,1,2
2772,Trevor Ariza,1.5402536929326631,0.006333454400122118,0.09426309667696398,0.4427584204996524,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
101106,Andrew Bogut,-0.36734751704930635,-0.013802067991962153,0.016962280884718073,-0.5542879694985832,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
101107,Marvin Williams,0.49405334885054353,0.014114306255766595,0.19998848299480065,1.1682367662994597,Neutral,Neutral,Sleeper,Neutral,Neutral,1,1,1,0,1
101108,Chris Paul,-0.13038000438656994,0.02362980302859352,-0.26226832388193877,-6.361517681717061,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
101109,Raymond Felton,-0.3904570185480579,-0.015009373222551026,-0.05756050538484603,-0.0010155152529982558,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101110,Martell Webster,0.7172754082585463,0.07412315068684122,0.14762637033537085,2.2400533736747654,Sleeper,Sleeper,Neutral,Neutral,Sleeper,0,0,0,1,1
101111,Charlie Villanueva,-0.8737022069374998,-0.05022561687069371,-0.27598945257929675,-3.23269993771091,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101112,Channing Frye,0.6782439182567264,0.02747093834436065,-0.017442506659752777,-0.6687311126512441,Sleeper,Neutral,Bust,Bust,Bust,2,0,1,2,2
101113,Ike Diogu,-0.8866747046453367,-0.07814168196429855,-0.5101549883479003,-8.42208112870798,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101114,Deron Williams,0.32853467557320326,0.003595745964543151,-0.2335678003019226,-1.8120359876390069,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
101115,Andrew Bynum,0.7943788423980167,0.014395349645035638,0.13807202472373126,3.389373130585179,Sleeper,Neutral,Neutral,Sleeper,Sleeper,0,0,1,1,0
101120,Antoine Wright,-0.47469720438704044,-0.19063751200389562,-0.46470483332370527,-7.08242223949029,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101121,Joey Graham,-0.48312300197329694,-0.001038507161146951,-0.23128111225123982,-3.109094193566836,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101122,Danny Granger,-0.7880952643050865,-0.057785999243963104,-0.286365019338928,-5.71983858279598,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101123,Gerald Green,0.44981832508727415,0.005437755429836488,-0.1073483148002159,0.41136770831365865,Neutral,Neutral,Bust,Neutral,Neutral,1,1,1,2,1
101124,Hakim Warrick,-0.5689778318695123,-0.013949294500961273,0.04817631953109247,0.2161888542266368,Bust,Bust,Neutral,Neutral,Neutral,1,2,2,1,1
101126,Nate Robinson,-0.6490835970376713,-0.0896873387232176,-0.15274888144180987,-3.135305860244925,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101127,Jarrett Jack,-0.031378761747912376,0.020425131388978834,0.2038259901040571,3.146348560712907,Bust,Neutral,Sleeper,Sleeper,Sleeper,0,2,1,0,0
101128,Francisco Garcia,-0.8537552137691865,-0.04030255907292335,-0.12414701673813511,-3.3290557463437533,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101130,Johan Petro,-0.23276898370318777,-0.033661463174256,-0.09136418142188307,-0.7105894100326839,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101131,Jason Maxiell,0.35243255584867583,-0.03877426501509318,-0.15804703299194212,-2.616475329928175,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
101132,Linas Kleiza,-0.5996307792505368,-0.03747609321906903,-0.24642435920131245,-3.046764740246381,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101133,Ian Mahinmi,0.5383423527058382,-0.004075017121928259,-0.15148499146137784,-1.4761237641916019,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
101135,David Lee,0.7542138219294852,-0.002473127353736726,-0.014545806313837062,3.4056451000740218,Sleeper,Bust,Bust,Sleeper,Neutral,1,0,2,2,0
101138,Brandon Bass,1.129104524983194,0.05342999840403384,0.29650845882882115,3.79817959123611,Sleeper,Sleeper,Sleeper,Sleeper,Sleeper,0,0,0,0,0
101139,CJ Miles,0.5044233708463409,-0.034823279055628154,-0.21934452932750204,-0.9128535903004433,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
101141,Ersan Ilyasova,0.2842400738267544,0.007074177803590875,-0.1266481420729464,-0.3404360739348906,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
101142,Ronny Turiaf,-0.6853233312871146,-0.05788096713161994,-0.13877393763040513,-3.4822731831423237,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101143,Travis Diener,-1.478864572919135,-0.26875865602898363,0.1612512692764756,-5.370289185696286,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
101144,Von Wafer,0.3180713915931217,0.08905303896341599,0.1984886459483043,1.4544424908210285,Neutral,Sleeper,Sleeper,Neutral,Sleeper,0,1,0,0,1
101145,Monta Ellis,1.7507355944357281,-0.035360859893989516,-0.08407803702951022,-0.5583538453270478,Sleeper,Bust,Bust,Bust,Bust,2,0,2,2,2
101150,Lou Williams,0.8819499445046154,0.031002964322140558,0.12354955498688258,4.6005935543274745,Sleeper,Neutral,Neutral,Sleeper,Sleeper,0,0,1,1,0
101154,Andray Blatche,1.0631309342934192,-0.026456927982743794,-0.047309028999405145,2.6593084992805256,Sleeper,Bust,Bust,Neutral,Bust,2,0,2,2,1
101155,Ryan Gomes,-0.7637832866533867,-0.10240225703708644,-0.2989671550109325,-6.706564245733737,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
101161,Amir Johnson,1.4140930426840774,0.017327666872323566,-0.1486679865580891,-0.5419268714749634,Sleeper,Neutral,Bust,Bust,Bust,2,0,1,2,2
101162,Marcin Gortat,1.762504399790167,0.008914062172629023,0.1077595345654141,1.0398090659621673,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
200745,Andrea Bargnani,-0.7562156129700436,-0.03778504754127843,-0.07657512237311814,-0.627905986376275,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
200746,LaMarcus Aldridge,0.6823797994478522,-0.010065983564523484,0.027018499726345846,2.9872742627008186,Sleeper,Bust,Neutral,Sleeper,Sleeper,0,0,2,1,0
200748,Tyrus Thomas,-0.9542089054346189,0.0769265472925994,-0.5277686568848952,1.1534344792782463,Bust,Sleeper,Bust,Neutral,Bust,2,2,0,2,1
200749,Shelden Williams,0.4984824403236427,0.007333480618056276,0.07126890417849197,-0.7532465228278671,Neutral,Neutral,Neutral,Bust,Neutral,1,1,1,1,2
200750,Brandon Roy,-2.081152497179743,-0.13089714669458463,-0.32357164692064955,-10.952403668080574,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
200751,Randy Foye,0.2753219880742733,-0.01711153813851618,-0.12801362487161816,-2.6633123182778373,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
200752,Rudy Gay,-0.363792260006205,-0.02179615481289443,0.06886279893983338,-0.6604887580626162,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
200755,JJ Redick,1.1061029044527186,0.07001066457059946,0.09184697428339517,3.693590845881502,Sleeper,Sleeper,Neutral,Sleeper,Sleeper,0,0,0,1,0
200756,Hilton Armstrong,-0.4468840263240661,-0.019993575230804528,0.17760136238695878,1.550352192273058,Bust,Bust,Sleeper,Neutral,Bust,2,2,2,0,1
200757,Thabo Sefolosha,0.2608310525017674,0.0377338648805694,0.2604656648744197,1.7351130622069704,Neutral,Neutral,Sleeper,Neutral,Neutral,1,1,1,0,1
200758,Ronnie Brewer,-0.7117530514396087,-0.1414144430309474,0.1034160454977533,-5.516549242728319,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
200760,Rodney Carney,-0.845513800810106,0.0024702626300269204,-0.14817234488007058,-1.544487067681347,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
200761,Shawne Williams,-0.08301123158233747,-0.04585727905510717,-0.21208930025607697,-4.298728695884254,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
200764,Renaldo Balkman,-0.8851547295988796,0.03967665017026789,-0.30971789873789657,-1.8375022192346524,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
200765,Rajon Rondo,-0.37652406955685525,-0.032377056644954216,-0.08380736187226079,-1.1453618807644599,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
200768,Kyle Lowry,1.3500519016474724,0.042399900582262506,0.1616786145329172,4.2657416054064985,Sleeper,Sleeper,Neutral,Sleeper,Sleeper,0,0,0,1,0
200769,Shannon Brown,0.17842348462239643,-0.03531490054634473,-0.21690123755549162,-2.810311398169535,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
200770,Jordan Farmar,-0.441120272644763,0.014608424065116976,0.10987878880553881,1.7323862502514782,Bust,Neutral,Neutral,Neutral,Neutral,1,2,1,1,1
200771,Sergio Rodriguez,0.8980699255037599,-0.021795517278945076,0.187867502491897,0.9648282194786191,Sleeper,Bust,Sleeper,Neutral,Sleeper,0,0,2,0,1
200779,Steve Novak,-0.3039311925096405,0.06878994511888459,-0.07217150532858874,-1.765769310192292,Bust,Sleeper,Bust,Bust,Bust,2,2,0,2,2
200780,Solomon Jones,-0.8681893756561462,-0.20300626414874978,-0.4745364151458026,-8.410384586149899,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
200782,P.J. Tucker,0.5276925498784293,0.017549549880571558,-0.11423931596521086,-2.746120538571553,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
200783,Craig Smith,-0.9130836067322662,0.022347859456667285,-0.08096659316727384,-1.2735046714414757,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
200789,Daniel Gibson,-0.027381422379828435,-0.02725774150662741,-0.1422798508625629,-0.5568037781093675,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
200794,Paul Millsap,0.9633539907035721,-0.004898494983844093,-0.09103927341006202,1.8334104630218704,Sleeper,Bust,Bust,Neutral,Bust,2,0,2,2,1
200796,Leon Powe,-0.7507669983192405,-0.006240077618444362,-0.19759634502476053,1.241546427994784,Bust,Bust,Bust,Neutral,Bust,2,2,2,2,1
200797,Ryan Hollins,-0.07838606014342986,0.11014899259270328,-0.1633827593951407,-2.0744066588395746,Bust,Sleeper,Bust,Bust,Bust,2,2,0,2,2
201142,Kevin Durant,0.1307156268915024,0.0492596449743441,0.46768561775334416,-0.09034230850909353,Neutral,Sleeper,Sleeper,Bust,Sleeper,0,1,0,0,2
201143,Al Horford,-0.14303941815700827,-0.008674928543067617,0.0451034566865558,0.1259743081842153,Bust,Bust,Neutral,Neutral,Neutral,1,2,2,1,1
201144,Mike Conley,0.43493890029593163,0.030275608371058582,0.10422823028554529,4.673539994082043,Neutral,Neutral,Neutral,Sleeper,Neutral,1,1,1,1,0
201145,Jeff Green,-0.4793163138021285,0.027012840774900626,0.06601879619305517,1.4377680256505432,Bust,Neutral,Neutral,Neutral,Neutral,1,2,1,1,1
201146,Yi Jianlian,-1.37263662895448,-0.093239319401417,-0.23914967677172005,-1.8680784736542275,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201147,Corey Brewer,0.2031243923158204,-0.0066335534878583235,-0.0197268345875663,0.7094398800734005,Neutral,Bust,Bust,Neutral,Neutral,1,1,2,2,1
201148,Brandan Wright,0.04529898507004948,0.08793873492011683,0.4784278388857284,4.048918341696851,Neutral,Sleeper,Sleeper,Sleeper,Sleeper,0,1,0,0,0
201149,Joakim Noah,-0.12931045341212719,-0.028198786089114303,0.09312856316541329,1.3899040184066376,Bust,Bust,Neutral,Neutral,Neutral,1,2,2,1,1
201150,Spencer Hawes,0.2544012940145462,-0.014556633405109043,0.011127631062854082,0.6242870369259315,Neutral,Bust,Neutral,Neutral,Neutral,1,1,2,1,1
201155,Rodney Stuckey,-0.30979041278232083,-0.013118460084902028,-0.0903544061636794,-1.4951621252922305,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201156,Nick Young,-0.20001910174563886,-0.006484558588700451,-0.0734268378434152,-1.504893017221967,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201158,Marco Belinelli,0.6700353906007013,0.02031608479499969,0.045701489468357614,0.4895263456203267,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
201160,Jason Smith,0.0778827132883505,-0.014874593281189896,-0.13404255905512374,0.5727055724009276,Neutral,Bust,Bust,Neutral,Neutral,1,1,2,2,1
201161,Daequan Cook,-0.34944082747321514,-0.062421568602588406,-0.187128921553796,-3.289008520493735,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201162,Jared Dudley,-0.01029692756452561,0.007924982022426308,-0.053447181721143266,-2.355626522562277,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
201163,Wilson Chandler,-0.2168341057619956,-0.023301013174760632,-0.16451022808838456,-2.557824600791397,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201166,Aaron Brooks,-0.39141096240620776,-0.00904807549320219,-0.07879877196980489,-2.694269874683341,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201167,Arron Afflalo,0.7109008686897337,0.011729223683235257,-0.05685376996310243,1.2460888092090538,Sleeper,Neutral,Bust,Neutral,Neutral,1,0,1,2,1
201168,Tiago Splitter,-0.7915676673642339,0.01806634136529295,-0.04823296210890704,0.7518325361472566,Bust,Neutral,Bust,Neutral,Neutral,1,2,1,2,1
201171,Carl Landry,-0.6141261287257324,0.011918657182232728,-0.09979067755464843,0.08617247077993184,Bust,Neutral,Bust,Neutral,Neutral,1,2,1,2,1
201175,Glen Davis,0.23735972825421542,-0.03800766090859903,-0.05037812087104787,1.5009888224691608,Neutral,Bust,Bust,Neutral,Neutral,1,1,2,2,1
201177,Josh McRoberts,0.03678196869413353,-0.0982035982959838,-0.32707162829913616,-6.997315596334976,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
201178,Kyrylo Fesenko,-0.6295519644475469,0.011864701792588694,0.6438719544650136,15.593676714919136,Bust,Neutral,Sleeper,Sleeper,Sleeper,0,2,1,0,0
201187,Dominic McGuire,-0.046720421313593774,-0.029955878221170573,0.21688916612676223,0.09837138716906679,Bust,Bust,Sleeper,Neutral,Bust,2,2,2,0,1
201188,Marc Gasol,0.5388842973372572,-0.019553328623186483,-0.0660316276574675,0.5972862538902639,Neutral,Bust,Bust,Neutral,Neutral,1,1,2,2,1
201189,Aaron Gray,-0.13473510321075488,-0.017818724413321774,-0.2445856028826474,-4.4349254090746975,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201196,Ramon Sessions,-0.14495022461449106,-0.01018604860629202,-0.006954630581601062,-0.20798414185562208,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201563,Michael Beasley,-0.9779042019126625,-0.02141631346764239,-0.06665425473157982,-1.220085262554882,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201564,O.J. Mayo,-0.17559607950443923,-0.022058956623644876,-0.055174075428856995,-2.3513939096226313,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201565,Derrick Rose,-1.4586113949762205,-0.042076755505102814,-0.17604764603919332,-5.283627805887939,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201566,Russell Westbrook,0.8029859658871144,-0.014561251925651053,0.025470382077307008,1.2742663377732093,Sleeper,Bust,Neutral,Neutral,Neutral,1,0,2,1,1
201567,Kevin Love,-0.43822333805898667,-0.004966944154102482,-0.06546725751006965,-2.047594984092676,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201568,Danilo Gallinari,0.22973943440552436,0.044305619503182014,0.14481808405439778,3.917655780765015,Neutral,Sleeper,Neutral,Sleeper,Sleeper,0,1,0,1,0
201569,Eric Gordon,-0.20645343406857128,0.025082535080949375,-0.0033894760316943717,-1.0799693946958833,Bust,Neutral,Bust,Bust,Bust,2,2,1,2,2
201571,D.J. Augustin,0.06797867709214228,0.04605126993403397,0.16822088435934557,1.626441344825249,Neutral,Sleeper,Neutral,Neutral,Neutral,1,1,0,1,1
201572,Brook Lopez,0.5174693380013874,0.019390861504267498,0.08584570205366271,0.7437574257255619,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
201573,Jerryd Bayless,0.10734610615040885,-0.017531591359771004,-0.02596510281955755,-1.8326440594558502,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
201574,Jason Thompson,0.3000948171588234,-0.013407823118305129,-0.07985144459081117,-1.3538983923525425,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
201575,Brandon Rush,-1.220566002726075,-0.05166211337408927,-0.1991595303487279,-3.6416422980759053,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201576,Anthony Randolph,-0.574043858914502,-0.019436370201197706,-0.13623594532469485,-1.0706309041630693,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201577,Robin Lopez,0.8841657553265594,0.03471105409592845,0.16673046198998653,1.3106945839080595,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
201578,Marreese Speights,0.2714252801341174,-0.008680043714141994,-0.16578890729527784,2.801646489240227,Neutral,Bust,Bust,Neutral,Neutral,1,1,2,2,1
201579,Roy Hibbert,0.655742616398108,-0.030036264150471892,-0.11981293529690973,-4.061927662174691,Sleeper,Bust,Bust,Bust,Bust,2,0,2,2,2
201580,JaVale McGee,-0.43390749662714106,0.04974094775616644,0.0012560352684969356,3.764396967768903,Bust,Sleeper,Neutral,Sleeper,Sleeper,0,2,0,1,0
201581,JJ Hickson,0.47982992200738617,-0.0037019653796622753,0.2014390559506558,3.1546554793852533,Neutral,Bust,Sleeper,Sleeper,Sleeper,0,1,2,0,0
201582,Alexis Ajinca,0.5377984751339908,0.02560181314340415,-0.04855059960012276,2.3928040644922657,Neutral,Neutral,Bust,Neutral,Neutral,1,1,1,2,1
201583,Ryan Anderson,-0.10116342743046357,-0.024581185395515348,-0.09134107579512407,-1.5981386164040572,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201584,Courtney Lee,0.40486314892382197,0.021330126891636825,0.09632011739250546,0.4411908850644082,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
201585,Kosta Koufos,1.0979115767191119,0.008935028199337225,0.12325279271845946,1.6578469756661658,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
201586,Serge Ibaka,0.15586419245763095,-0.021990143342353052,-0.30212605540992277,-1.5867777564538201,Neutral,Bust,Bust,Bust,Bust,2,1,2,2,2
201587,Nicolas Batum,0.784986676959605,0.01548169280300371,0.27307528918919566,-0.8095758910804811,Sleeper,Neutral,Sleeper,Bust,Sleeper,0,0,1,0,2
201588,George Hill,0.3460207202050358,0.04649095753002763,0.21855869661121274,1.9560262852312817,Neutral,Sleeper,Sleeper,Neutral,Sleeper,0,1,0,0,1
201589,Darrell Arthur,-0.031125238814668943,-0.0049136251928240116,-0.17259507229586135,-1.0769286974879897,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201591,DJ White,-1.271167467561729,-0.2959923729122466,-0.13393470937236862,-6.875473629058355,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201593,Nikola Pekovic,-1.169751386922342,-0.08112217218605344,-0.2647967368355295,-4.565544535354004,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201596,Mario Chalmers,0.6547765715542371,0.02841391705011931,0.003235239948214952,2.8516089873202706,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
201599,DeAndre Jordan,0.8814319318464747,0.08566561280169227,0.41820712562815654,4.620848872201005,Sleeper,Sleeper,Sleeper,Sleeper,Sleeper,0,0,0,0,0
201600,Omer Asik,-0.24871415095674437,-0.03550837517459793,0.008647163261701563,-2.753255431256358,Bust,Bust,Neutral,Bust,Bust,2,2,2,1,2
201601,Luc Mbah a Moute,-0.359093802565446,-0.029178318445628237,-0.12254495785034769,-0.9522409162621557,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201604,Chris Douglas-Roberts,-0.49632575579426474,-0.036147207267965054,-0.14160794826559164,-3.8459222760582836,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201609,Goran Dragic,1.0260021352527473,0.021326337002835483,0.07087417179014488,2.828252280237713,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
201611,Henry Walker,-0.3674454119938185,-0.05120631720397084,-0.39839740555894276,-6.012526115335641,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201933,Blake Griffin,-1.0469388745020822,-0.03677454283014614,-0.32829670974976555,-8.73514018511413,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201934,Hasheem Thabeet,-0.869032219908579,-0.0006268752693822099,-0.6502771548575202,-10.49607229787221,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201935,James Harden,1.9194300132303872,0.05780612571725574,0.3012009902903554,8.581277083581252,Sleeper,Sleeper,Sleeper,Sleeper,Sleeper,0,0,0,0,0
201936,Tyreke Evans,-0.3332752899253647,-0.030230938975199573,-0.06531155363418972,-0.5075784987066108,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201937,Ricky Rubio,0.8084811065937434,0.011339809520221067,0.03491606169732342,2.730466502387042,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
201939,Stephen Curry,0.6274853205868451,0.06329640950816562,0.03755537861388847,6.950017244800662,Sleeper,Sleeper,Neutral,Sleeper,Sleeper,0,0,0,1,0
201941,Jordan Hill,0.7804517057478285,-0.02183577615490484,-0.07483258327409215,1.2451055574862018,Sleeper,Bust,Bust,Neutral,Bust,2,0,2,2,1
201942,DeMar DeRozan,1.4274174337424792,0.02134660092737839,0.3965551567186729,8.921686356434334,Sleeper,Neutral,Sleeper,Sleeper,Sleeper,0,0,1,0,0
201943,Brandon Jennings,-0.892661212831587,-0.03648658950848488,-0.003576846441217141,-3.2744302980186593,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201945,Gerald Henderson,0.8635695293386493,-0.01076129232815548,-0.006309592667937736,-0.5453222556989328,Sleeper,Bust,Bust,Bust,Bust,2,0,2,2,2
201946,Tyler Hansbrough,-0.1886365427507416,0.05023144563394766,0.11325039627963718,-0.0015409913577943968,Bust,Sleeper,Neutral,Bust,Bust,2,2,0,1,2
201947,Earl Clark,-0.5196679801068251,-0.06129383862352544,-0.19354513708572174,-3.427936229098343,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201948,Austin Daye,-0.8891598898367391,-0.06852961417489567,-0.2595223000954554,-2.3239857939542823,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201949,James Johnson,-0.06323410174721056,-0.012477395283728154,-0.02516471693420086,-0.5320093855712678,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201950,Jrue Holiday,0.3783384525090083,0.02415091961905913,0.15339593726221,4.565250838007012,Neutral,Neutral,Neutral,Sleeper,Neutral,1,1,1,1,0
201951,Ty Lawson,0.5217873218220144,-0.025533868030285234,0.01091590531944453,-1.6810954531886075,Neutral,Bust,Neutral,Bust,Neutral,1,1,2,1,2
201952,Jeff Teague,1.0836770376507738,0.025042449511168074,0.19755057262546827,3.6786298191539615,Sleeper,Neutral,Sleeper,Sleeper,Sleeper,0,0,1,0,0
201953,Eric Maynor,-0.8630999366458686,-0.12013543003525762,-0.12124960438045873,-4.377491539201267,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201954,Darren Collison,0.041521374259696375,-0.0031425760172514305,0.09956639153153479,0.2755606443233276,Neutral,Bust,Neutral,Neutral,Neutral,1,1,2,1,1
201956,Omri Casspi,-0.010490841568890408,0.05984958948301988,0.1924230668003155,2.4120497035818858,Bust,Sleeper,Sleeper,Neutral,Sleeper,0,2,0,0,1
201957,Byron Mullens,-0.27673775605720896,0.05147294269979491,-0.20878349850042277,1.3845260514222382,Bust,Sleeper,Bust,Neutral,Bust,2,2,0,2,1
201959,Taj Gibson,0.032000045550673956,0.016383498425005194,0.009596528342725286,0.6692799161671381,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
201960,DeMarre Carroll,1.2925232694255575,0.03329607349872887,0.1090765446181694,1.8919825260703682,Sleeper,Neutral,Neutral,Neutral,Neutral,1,0,1,1,1
201961,Wayne Ellington,0.14589435867455786,0.03170180531124178,0.07651361563014558,1.6872663353242405,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
201962,Toney Douglas,-0.6854372030498392,-0.03574160618575567,-0.06439327252425242,-2.118694171136326,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201965,Jeff Ayres,-0.5540305572185432,0.04826250392512432,-0.22995287747048754,-2.3017032535106026,Bust,Sleeper,Bust,Bust,Bust,2,2,0,2,2
201967,Dante Cunningham,0.5449323176638378,0.01014350363785943,0.10608469128648479,-1.2640428867301114,Neutral,Neutral,Neutral,Bust,Neutral,1,1,1,1,2
201971,DeJuan Blair,-1.0053721833438594,-0.05806299406886695,-0.37954141389565077,-5.331820802988801,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201973,Jonas Jerebko,0.10650386906845724,0.01733364242551738,-0.011631061647636276,-0.4320249714897777,Neutral,Neutral,Bust,Bust,Neutral,1,1,1,2,2
201975,Jodie Meeks,-0.2191511458385567,0.047472971588331525,0.2117052380520601,4.4533814479647535,Bust,Sleeper,Sleeper,Sleeper,Sleeper,0,2,0,0,0
201976,Patrick Beverley,0.3457899028261665,0.023703424958138486,0.008038985670905552,0.7821438693943019,Neutral,Neutral,Neutral,Neutral,Neutral,1,1,1,1,1
201977,Marcus Thornton,-0.663562001546106,-0.03804726742355735,-0.15216699587338467,-3.596288111260453,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201978,Chase Budinger,-0.19171535331818407,-0.015083090315975989,-0.0595223280131576,-2.817387796952456,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
201980,Danny Green,1.009473763320799,-0.01415718411493705,-0.07806787355663514,-2.505664991191921,Sleeper,Bust,Bust,Bust,Bust,2,0,2,2,2
201985,AJ Price,-1.0847783522702963,-0.04480283926689266,-0.0659616882759333,-0.4723749858904309,Bust,Bust,Bust,Bust,Bust,2,2,2,2,2
